sku,attribute_set_code,unit_per_pack,product_type,name,weight,product_online,visibility,price,base_image,created_at,qty,parent_sku,brand,color,cost,flavor,manufacturer,nicotine_level,puff_counts,reg_category,volume,pack_size,canonical_name,single_product_sku,original_qty
DLOMYP400507,Default,10-Pack,simple,Lost Mary OS5000 4% Disposable-10-Pack-Mary Dream-4%,1.000000,,Not Visible Individually,98.990000,,"7/25/23, 5:34 PM",0,Lost Mary OS5000 4% Disposable,Lost Mary,,80.0,Mary Dream,Lost Mary,4%,0,,,10,lost mary os5000 4% disposable | 4% | mary dream,,0
DLOMYP400508,Default,10-Pack,simple,Lost Mary OS5000 4% Disposable-10-Pack-Sakura Berry Peach Ice-4%,1.000000,,Not Visible Individually,98.990000,,"7/25/23, 5:34 PM",0,Lost Mary OS5000 4% Disposable,Lost Mary,,80.0,Sakura Berry Peach Ice,Lost Mary,4%,0,,,10,lost mary os5000 4% disposable | 4% | sakura berry peach ice,ONT035714,0
DLOMYP400508,Default,10-Pack,simple,Lost Mary OS5000 4% Disposable-10-Pack-Sakura Berry Peach Ice-4%,1.000000,,Not Visible Individually,98.990000,,"7/25/23, 5:34 PM",0,Lost Mary OS5000 4% Disposable,Lost Mary,,80.0,Sakura Berry Peach Ice,Lost Mary,4%,0,,,10,lost mary os5000 4% disposable | 4% | sakura berry peach ice,ONT035714,0
DLOMYP400508,Default,10-Pack,simple,Lost Mary OS5000 4% Disposable-10-Pack-Sakura Berry Peach Ice-4%,1.000000,,Not Visible Individually,98.990000,,"7/25/23, 5:34 PM",0,Lost Mary OS5000 4% Disposable,Lost Mary,,80.0,Sakura Berry Peach Ice,Lost Mary,4%,0,,,10,lost mary os5000 4% disposable | 4% | sakura berry peach ice,ONT035714,0
DLOMYP400509,Default,10-Pack,simple,Lost Mary OS5000 4% Disposable-10-Pack-Strawberry Lemonade-4%,1.000000,,Not Visible Individually,98.990000,,"7/25/23, 5:34 PM",0,Lost Mary OS5000 4% Disposable,Lost Mary,,80.0,Strawberry Lemonade,Lost Mary,4%,0,,,10,lost mary os5000 4% disposable | 4% | strawberry lemonade,ONT035713,0
DLOMYP400509,Default,10-Pack,simple,Lost Mary OS5000 4% Disposable-10-Pack-Strawberry Lemonade-4%,1.000000,,Not Visible Individually,98.990000,,"7/25/23, 5:34 PM",0,Lost Mary OS5000 4% Disposable,Lost Mary,,80.0,Strawberry Lemonade,Lost Mary,4%,0,,,10,lost mary os5000 4% disposable | 4% | strawberry lemonade,ONT035713,0
DLOMYP400509,Default,10-Pack,simple,Lost Mary OS5000 4% Disposable-10-Pack-Strawberry Lemonade-4%,1.000000,,Not Visible Individually,98.990000,,"7/25/23, 5:34 PM",0,Lost Mary OS5000 4% Disposable,Lost Mary,,80.0,Strawberry Lemonade,Lost Mary,4%,0,,,10,lost mary os5000 4% disposable | 4% | strawberry lemonade,ONT035713,0
DLOMYP400510,Default,10-Pack,simple,Lost Mary OS5000 4% Disposable-10-Pack-Watermelon Lemon-4%,1.000000,,Not Visible Individually,98.990000,,"7/25/23, 5:34 PM",0,Lost Mary OS5000 4% Disposable,Lost Mary,,80.0,Watermelon Lemon,Lost Mary,4%,0,,,10,lost mary os5000 4% disposable | 4% | watermelon lemon,,0
DLOMYP400510,Default,10-Pack,simple,Lost Mary OS5000 4% Disposable-10-Pack-Watermelon Lemon-4%,1.000000,,Not Visible Individually,98.990000,,"7/25/23, 5:34 PM",0,Lost Mary OS5000 4% Disposable,Lost Mary,,80.0,Watermelon Lemon,Lost Mary,4%,0,,,10,lost mary os5000 4% disposable | 4% | watermelon lemon,,0
DLOMYP400510,Default,10-Pack,simple,Lost Mary OS5000 4% Disposable-10-Pack-Watermelon Lemon-4%,1.000000,,Not Visible Individually,98.990000,,"7/25/23, 5:34 PM",0,Lost Mary OS5000 4% Disposable,Lost Mary,,80.0,Watermelon Lemon,Lost Mary,4%,0,,,10,lost mary os5000 4% disposable | 4% | watermelon lemon,,0
DLOMYP400511,Default,10-Pack,simple,Lost Mary OS5000 4% Disposable-10-Pack-Strawberry Pina Colada-4%,1.000000,,Not Visible Individually,98.990000,,"7/25/23, 5:34 PM",0,Lost Mary OS5000 4% Disposable,Lost Mary,,80.0,Strawberry Pina Colada,Lost Mary,4%,0,,,10,lost mary os5000 4% disposable | 4% | strawberry pina colada,,0
DLOMYP400511,Default,10-Pack,simple,Lost Mary OS5000 4% Disposable-10-Pack-Strawberry Pina Colada-4%,1.000000,,Not Visible Individually,98.990000,,"7/25/23, 5:34 PM",0,Lost Mary OS5000 4% Disposable,Lost Mary,,80.0,Strawberry Pina Colada,Lost Mary,4%,0,,,10,lost mary os5000 4% disposable | 4% | strawberry pina colada,,0
DLOMYP400511,Default,10-Pack,simple,Lost Mary OS5000 4% Disposable-10-Pack-Strawberry Pina Colada-4%,1.000000,,Not Visible Individually,98.990000,,"7/25/23, 5:34 PM",0,Lost Mary OS5000 4% Disposable,Lost Mary,,80.0,Strawberry Pina Colada,Lost Mary,4%,0,,,10,lost mary os5000 4% disposable | 4% | strawberry pina colada,,0
DLOMYP400512,Default,10-Pack,simple,Lost Mary OS5000 4% Disposable-10-Pack-Watermelon-4%,1.000000,,Not Visible Individually,98.990000,,"7/25/23, 5:34 PM",0,Lost Mary OS5000 4% Disposable,Lost Mary,,80.0,Watermelon,Lost Mary,4%,0,,,10,lost mary os5000 4% disposable | 4% | watermelon,ONT035944,0
DLOMYP400512,Default,10-Pack,simple,Lost Mary OS5000 4% Disposable-10-Pack-Watermelon-4%,1.000000,,Not Visible Individually,98.990000,,"7/25/23, 5:34 PM",0,Lost Mary OS5000 4% Disposable,Lost Mary,,80.0,Watermelon,Lost Mary,4%,0,,,10,lost mary os5000 4% disposable | 4% | watermelon,ONT035944,0
DLOMYP400512,Default,10-Pack,simple,Lost Mary OS5000 4% Disposable-10-Pack-Watermelon-4%,1.000000,,Not Visible Individually,98.990000,,"7/25/23, 5:34 PM",0,Lost Mary OS5000 4% Disposable,Lost Mary,,80.0,Watermelon,Lost Mary,4%,0,,,10,lost mary os5000 4% disposable | 4% | watermelon,ONT035944,0
DLOMYP400513,Default,10-Pack,simple,Lost Mary OS5000 4% Disposable-10-Pack-Black Lemonade-4%,1.000000,,Not Visible Individually,98.990000,,"7/25/23, 5:34 PM",0,Lost Mary OS5000 4% Disposable,Lost Mary,,80.0,Black Lemonade,Lost Mary,4%,0,,,10,lost mary os5000 4% disposable | 4% | black lemonade,ONT035732,0
DLOMYP400513,Default,10-Pack,simple,Lost Mary OS5000 4% Disposable-10-Pack-Black Lemonade-4%,1.000000,,Not Visible Individually,98.990000,,"7/25/23, 5:34 PM",0,Lost Mary OS5000 4% Disposable,Lost Mary,,80.0,Black Lemonade,Lost Mary,4%,0,,,10,lost mary os5000 4% disposable | 4% | black lemonade,ONT035732,0
DLOMYP400513,Default,10-Pack,simple,Lost Mary OS5000 4% Disposable-10-Pack-Black Lemonade-4%,1.000000,,Not Visible Individually,98.990000,,"7/25/23, 5:34 PM",0,Lost Mary OS5000 4% Disposable,Lost Mary,,80.0,Black Lemonade,Lost Mary,4%,0,,,10,lost mary os5000 4% disposable | 4% | black lemonade,ONT035732,0
DLOMYP400514,Default,10-Pack,simple,Lost Mary OS5000 4% Disposable-10-Pack-Strawberry Watermelon-4%,1.000000,,Not Visible Individually,98.990000,,"7/25/23, 5:34 PM",0,Lost Mary OS5000 4% Disposable,Lost Mary,,80.0,Strawberry Watermelon,Lost Mary,4%,0,,,10,lost mary os5000 4% disposable | 4% | strawberry watermelon,ONT035736,0
DLOMYP400514,Default,10-Pack,simple,Lost Mary OS5000 4% Disposable-10-Pack-Strawberry Watermelon-4%,1.000000,,Not Visible Individually,98.990000,,"7/25/23, 5:34 PM",0,Lost Mary OS5000 4% Disposable,Lost Mary,,80.0,Strawberry Watermelon,Lost Mary,4%,0,,,10,lost mary os5000 4% disposable | 4% | strawberry watermelon,ONT035736,0
DLOMYP400514,Default,10-Pack,simple,Lost Mary OS5000 4% Disposable-10-Pack-Strawberry Watermelon-4%,1.000000,,Not Visible Individually,98.990000,,"7/25/23, 5:34 PM",0,Lost Mary OS5000 4% Disposable,Lost Mary,,80.0,Strawberry Watermelon,Lost Mary,4%,0,,,10,lost mary os5000 4% disposable | 4% | strawberry watermelon,ONT035736,0
DLMMOP400515,Disposables,5-Pack,simple,Lost Mary MO5000 4% Disposable-5-Pack-Miami Mint-4%,1.000000,,Not Visible Individually,49.950000,,"7/26/23, 7:08 PM",0,Lost Mary MO5000 4% Disposable,Lost Mary,,40.5,Miami Mint,Lost Mary,4%,0,,,5,lost mary mo5000 4% disposable | 4% | miami mint,ONT034910,0
DLMMOP400515,Disposables,5-Pack,simple,Lost Mary MO5000 4% Disposable-5-Pack-Miami Mint-4%,1.000000,,Not Visible Individually,49.950000,,"7/26/23, 7:08 PM",0,Lost Mary MO5000 4% Disposable,Lost Mary,,40.5,Miami Mint,Lost Mary,4%,0,,,5,lost mary mo5000 4% disposable | 4% | miami mint,ONT034910,0
DLMMOP400515,Disposables,5-Pack,simple,Lost Mary MO5000 4% Disposable-5-Pack-Miami Mint-4%,1.000000,,Not Visible Individually,49.950000,,"7/26/23, 7:08 PM",0,Lost Mary MO5000 4% Disposable,Lost Mary,,40.5,Miami Mint,Lost Mary,4%,0,,,5,lost mary mo5000 4% disposable | 4% | miami mint,ONT034910,0
DLMMOP400516,Disposables,5-Pack,simple,Lost Mary MO5000 4% Disposable-5-Pack-Plum Rose Mint-4%,1.000000,,Not Visible Individually,49.950000,,"7/26/23, 7:08 PM",17,Lost Mary MO5000 4% Disposable,Lost Mary,,40.5,Plum Rose Mint,Lost Mary,4%,0,,,5,lost mary mo5000 4% disposable | 4% | plum rose mint,ONT034911,17
DLMMOP400516,Disposables,5-Pack,simple,Lost Mary MO5000 4% Disposable-5-Pack-Plum Rose Mint-4%,1.000000,,Not Visible Individually,49.950000,,"7/26/23, 7:08 PM",17,Lost Mary MO5000 4% Disposable,Lost Mary,,40.5,Plum Rose Mint,Lost Mary,4%,0,,,5,lost mary mo5000 4% disposable | 4% | plum rose mint,ONT034911,17
DLMMOP400516,Disposables,5-Pack,simple,Lost Mary MO5000 4% Disposable-5-Pack-Plum Rose Mint-4%,1.000000,,Not Visible Individually,49.950000,,"7/26/23, 7:08 PM",17,Lost Mary MO5000 4% Disposable,Lost Mary,,40.5,Plum Rose Mint,Lost Mary,4%,0,,,5,lost mary mo5000 4% disposable | 4% | plum rose mint,ONT034911,17
DLMMOP400519,Disposables,5-Pack,simple,Lost Mary MO5000 4% Disposable-5-Pack-Triple Berry Ice-4%,1.000000,,Not Visible Individually,49.950000,,"7/26/23, 7:08 PM",0,Lost Mary MO5000 4% Disposable,Lost Mary,,40.5,Triple Berry Ice,Lost Mary,4%,0,,,5,lost mary mo5000 4% disposable | 4% | triple berry ice,ONT034914,0
DLMMOP400519,Disposables,5-Pack,simple,Lost Mary MO5000 4% Disposable-5-Pack-Triple Berry Ice-4%,1.000000,,Not Visible Individually,49.950000,,"7/26/23, 7:08 PM",0,Lost Mary MO5000 4% Disposable,Lost Mary,,40.5,Triple Berry Ice,Lost Mary,4%,0,,,5,lost mary mo5000 4% disposable | 4% | triple berry ice,ONT034914,0
DLMMOP400519,Disposables,5-Pack,simple,Lost Mary MO5000 4% Disposable-5-Pack-Triple Berry Ice-4%,1.000000,,Not Visible Individually,49.950000,,"7/26/23, 7:08 PM",0,Lost Mary MO5000 4% Disposable,Lost Mary,,40.5,Triple Berry Ice,Lost Mary,4%,0,,,5,lost mary mo5000 4% disposable | 4% | triple berry ice,ONT034914,0
DLMMOP400521,Disposables,5-Pack,simple,Lost Mary MO5000 4% Disposable-5-Pack-Blackcurrant Mint-4%,1.000000,,Not Visible Individually,49.950000,,"7/26/23, 7:08 PM",0,Lost Mary MO5000 4% Disposable,Lost Mary,,40.5,Blackcurrant Mint,Lost Mary,4%,0,,,5,lost mary mo5000 4% disposable | 4% | blackcurrant mint,,0
DLMMOP400521,Disposables,5-Pack,simple,Lost Mary MO5000 4% Disposable-5-Pack-Blackcurrant Mint-4%,1.000000,,Not Visible Individually,49.950000,,"7/26/23, 7:08 PM",0,Lost Mary MO5000 4% Disposable,Lost Mary,,40.5,Blackcurrant Mint,Lost Mary,4%,0,,,5,lost mary mo5000 4% disposable | 4% | blackcurrant mint,,0
DLMMOP400521,Disposables,5-Pack,simple,Lost Mary MO5000 4% Disposable-5-Pack-Blackcurrant Mint-4%,1.000000,,Not Visible Individually,49.950000,,"7/26/23, 7:08 PM",0,Lost Mary MO5000 4% Disposable,Lost Mary,,40.5,Blackcurrant Mint,Lost Mary,4%,0,,,5,lost mary mo5000 4% disposable | 4% | blackcurrant mint,,0
DLMMOP400522,Disposables,5-Pack,simple,Lost Mary MO5000 4% Disposable-5-Pack-Fuji Duo Ice-4%,1.000000,,Not Visible Individually,49.950000,,"7/26/23, 7:08 PM",0,Lost Mary MO5000 4% Disposable,Lost Mary,,40.5,Fuji Duo Ice,Lost Mary,4%,0,,,5,lost mary mo5000 4% disposable | 4% | fuji duo ice,ONT035035,0
DLMMOP400522,Disposables,5-Pack,simple,Lost Mary MO5000 4% Disposable-5-Pack-Fuji Duo Ice-4%,1.000000,,Not Visible Individually,49.950000,,"7/26/23, 7:08 PM",0,Lost Mary MO5000 4% Disposable,Lost Mary,,40.5,Fuji Duo Ice,Lost Mary,4%,0,,,5,lost mary mo5000 4% disposable | 4% | fuji duo ice,ONT035035,0
DLMMOP400522,Disposables,5-Pack,simple,Lost Mary MO5000 4% Disposable-5-Pack-Fuji Duo Ice-4%,1.000000,,Not Visible Individually,49.950000,,"7/26/23, 7:08 PM",0,Lost Mary MO5000 4% Disposable,Lost Mary,,40.5,Fuji Duo Ice,Lost Mary,4%,0,,,5,lost mary mo5000 4% disposable | 4% | fuji duo ice,ONT035035,0
DLMMOP400523,Disposables,5-Pack,simple,Lost Mary MO5000 4% Disposable-5-Pack-Kiwi Dragon Duo Ice-4%,1.000000,,Not Visible Individually,49.950000,,"7/26/23, 7:08 PM",0,Lost Mary MO5000 4% Disposable,Lost Mary,,40.5,Kiwi Dragon Duo Ice,Lost Mary,4%,0,,,5,lost mary mo5000 4% disposable | 4% | kiwi dragon duo ice,ONT035036,0
DLMMOP400523,Disposables,5-Pack,simple,Lost Mary MO5000 4% Disposable-5-Pack-Kiwi Dragon Duo Ice-4%,1.000000,,Not Visible Individually,49.950000,,"7/26/23, 7:08 PM",0,Lost Mary MO5000 4% Disposable,Lost Mary,,40.5,Kiwi Dragon Duo Ice,Lost Mary,4%,0,,,5,lost mary mo5000 4% disposable | 4% | kiwi dragon duo ice,ONT035036,0
DLMMOP400523,Disposables,5-Pack,simple,Lost Mary MO5000 4% Disposable-5-Pack-Kiwi Dragon Duo Ice-4%,1.000000,,Not Visible Individually,49.950000,,"7/26/23, 7:08 PM",0,Lost Mary MO5000 4% Disposable,Lost Mary,,40.5,Kiwi Dragon Duo Ice,Lost Mary,4%,0,,,5,lost mary mo5000 4% disposable | 4% | kiwi dragon duo ice,ONT035036,0
HLOY12B0DS30CPL,Disposables,10-Pack,simple,Lost Mary BM5000 Puffs Disposable-10-Pack-Cherry Peach Lemonade,1.000000,,Not Visible Individually,69.990000,,"8/9/23, 2:25 PM",0,Lost Mary BM5000 Puffs Disposable,Lost Mary,,,Cherry Peach Lemonade,Lost Mary,5.0%,5000,,13mL,10,lost mary bm5000 puffs disposable | 13ml | 5.0% | cherry peach lemonade,ONT035920,0
HLOY12B0DS30CPL,Disposables,10-Pack,simple,Lost Mary BM5000 Puffs Disposable-10-Pack-Cherry Peach Lemonade,1.000000,,Not Visible Individually,69.990000,,"8/9/23, 2:25 PM",0,Lost Mary BM5000 Puffs Disposable,Lost Mary,,,Cherry Peach Lemonade,Lost Mary,5.0%,5000,,13mL,10,lost mary bm5000 puffs disposable | 13ml | 5.0% | cherry peach lemonade,ONT035920,0
HLOY12B0DS30CPL,Disposables,10-Pack,simple,Lost Mary BM5000 Puffs Disposable-10-Pack-Cherry Peach Lemonade,1.000000,,Not Visible Individually,69.990000,,"8/9/23, 2:25 PM",0,Lost Mary BM5000 Puffs Disposable,Lost Mary,,,Cherry Peach Lemonade,Lost Mary,5.0%,5000,,13mL,10,lost mary bm5000 puffs disposable | 13ml | 5.0% | cherry peach lemonade,ONT035920,0
HLOY12B0DS30CYSA,Disposables,10-Pack,simple,Lost Mary BM5000 Puffs Disposable-10-Pack-Cranberry Soda,1.000000,,Not Visible Individually,69.990000,,"8/9/23, 2:25 PM",0,Lost Mary BM5000 Puffs Disposable,Lost Mary,,,Cranberry Soda,Lost Mary,5.0%,5000,,13mL,10,lost mary bm5000 puffs disposable | 13ml | 5.0% | cranberry soda,ONT035921,0
HLOY12B0DS30CYSA,Disposables,10-Pack,simple,Lost Mary BM5000 Puffs Disposable-10-Pack-Cranberry Soda,1.000000,,Not Visible Individually,69.990000,,"8/9/23, 2:25 PM",0,Lost Mary BM5000 Puffs Disposable,Lost Mary,,,Cranberry Soda,Lost Mary,5.0%,5000,,13mL,10,lost mary bm5000 puffs disposable | 13ml | 5.0% | cranberry soda,ONT035921,0
HLOY12B0DS30CYSA,Disposables,10-Pack,simple,Lost Mary BM5000 Puffs Disposable-10-Pack-Cranberry Soda,1.000000,,Not Visible Individually,69.990000,,"8/9/23, 2:25 PM",0,Lost Mary BM5000 Puffs Disposable,Lost Mary,,,Cranberry Soda,Lost Mary,5.0%,5000,,13mL,10,lost mary bm5000 puffs disposable | 13ml | 5.0% | cranberry soda,ONT035921,0
HLOY12B0DS30EY,Disposables,10-Pack,simple,Lost Mary BM5000 Puffs Disposable-10-Pack-Energy,1.000000,,Not Visible Individually,69.990000,,"8/9/23, 2:24 PM",0,Lost Mary BM5000 Puffs Disposable,Lost Mary,,,Energy,Lost Mary,5.0%,5000,,13mL,10,lost mary bm5000 puffs disposable | 13ml | 5.0% | energy,ONT035922,0
HLOY12B0DS30EY,Disposables,10-Pack,simple,Lost Mary BM5000 Puffs Disposable-10-Pack-Energy,1.000000,,Not Visible Individually,69.990000,,"8/9/23, 2:24 PM",0,Lost Mary BM5000 Puffs Disposable,Lost Mary,,,Energy,Lost Mary,5.0%,5000,,13mL,10,lost mary bm5000 puffs disposable | 13ml | 5.0% | energy,ONT035922,0
HLOY12B0DS30EY,Disposables,10-Pack,simple,Lost Mary BM5000 Puffs Disposable-10-Pack-Energy,1.000000,,Not Visible Individually,69.990000,,"8/9/23, 2:24 PM",0,Lost Mary BM5000 Puffs Disposable,Lost Mary,,,Energy,Lost Mary,5.0%,5000,,13mL,10,lost mary bm5000 puffs disposable | 13ml | 5.0% | energy,ONT035922,0
HLOY12B0DS30FTPH,Disposables,10-Pack,simple,Lost Mary BM5000 Puffs Disposable-10-Pack-Fruit Punch,1.000000,,Not Visible Individually,69.990000,,"8/9/23, 2:24 PM",0,Lost Mary BM5000 Puffs Disposable,Lost Mary,,,Fruit Punch,Lost Mary,5.0%,5000,,13mL,10,lost mary bm5000 puffs disposable | 13ml | 5.0% | fruit punch,ONT035923,0
HLOY12B0DS30FTPH,Disposables,10-Pack,simple,Lost Mary BM5000 Puffs Disposable-10-Pack-Fruit Punch,1.000000,,Not Visible Individually,69.990000,,"8/9/23, 2:24 PM",0,Lost Mary BM5000 Puffs Disposable,Lost Mary,,,Fruit Punch,Lost Mary,5.0%,5000,,13mL,10,lost mary bm5000 puffs disposable | 13ml | 5.0% | fruit punch,ONT035923,0
HLOY12B0DS30FTPH,Disposables,10-Pack,simple,Lost Mary BM5000 Puffs Disposable-10-Pack-Fruit Punch,1.000000,,Not Visible Individually,69.990000,,"8/9/23, 2:24 PM",0,Lost Mary BM5000 Puffs Disposable,Lost Mary,,,Fruit Punch,Lost Mary,5.0%,5000,,13mL,10,lost mary bm5000 puffs disposable | 13ml | 5.0% | fruit punch,ONT035923,0
HLOY12B0DS30GYBS,Disposables,10-Pack,simple,Lost Mary BM5000 Puffs Disposable-10-Pack-Gummy Bears,1.000000,,Not Visible Individually,69.990000,,"8/9/23, 2:25 PM",0,Lost Mary BM5000 Puffs Disposable,Lost Mary,,,Gummy Bears,Lost Mary,5.0%,5000,,13mL,10,lost mary bm5000 puffs disposable | 13ml | 5.0% | gummy bears,ONT035924,0
HLOY12B0DS30GYBS,Disposables,10-Pack,simple,Lost Mary BM5000 Puffs Disposable-10-Pack-Gummy Bears,1.000000,,Not Visible Individually,69.990000,,"8/9/23, 2:25 PM",0,Lost Mary BM5000 Puffs Disposable,Lost Mary,,,Gummy Bears,Lost Mary,5.0%,5000,,13mL,10,lost mary bm5000 puffs disposable | 13ml | 5.0% | gummy bears,ONT035924,0
HLOY12B0DS30GYBS,Disposables,10-Pack,simple,Lost Mary BM5000 Puffs Disposable-10-Pack-Gummy Bears,1.000000,,Not Visible Individually,69.990000,,"8/9/23, 2:25 PM",0,Lost Mary BM5000 Puffs Disposable,Lost Mary,,,Gummy Bears,Lost Mary,5.0%,5000,,13mL,10,lost mary bm5000 puffs disposable | 13ml | 5.0% | gummy bears,ONT035924,0
HLOY12B0DS30MPF,Disposables,10-Pack,simple,Lost Mary BM5000 Puffs Disposable-10-Pack-Mango Passion Fruit,1.000000,,Not Visible Individually,69.990000,,"8/9/23, 2:25 PM",0,Lost Mary BM5000 Puffs Disposable,Lost Mary,,,Mango Passion Fruit,Lost Mary,5.0%,5000,,13mL,10,lost mary bm5000 puffs disposable | 13ml | 5.0% | mango passion fruit,ONT035925,0
HLOY12B0DS30MPF,Disposables,10-Pack,simple,Lost Mary BM5000 Puffs Disposable-10-Pack-Mango Passion Fruit,1.000000,,Not Visible Individually,69.990000,,"8/9/23, 2:25 PM",0,Lost Mary BM5000 Puffs Disposable,Lost Mary,,,Mango Passion Fruit,Lost Mary,5.0%,5000,,13mL,10,lost mary bm5000 puffs disposable | 13ml | 5.0% | mango passion fruit,ONT035925,0
HLOY12B0DS30MPF,Disposables,10-Pack,simple,Lost Mary BM5000 Puffs Disposable-10-Pack-Mango Passion Fruit,1.000000,,Not Visible Individually,69.990000,,"8/9/23, 2:25 PM",0,Lost Mary BM5000 Puffs Disposable,Lost Mary,,,Mango Passion Fruit,Lost Mary,5.0%,5000,,13mL,10,lost mary bm5000 puffs disposable | 13ml | 5.0% | mango passion fruit,ONT035925,0
HLOY12B0DS30MDBS,Disposables,10-Pack,simple,Lost Mary BM5000 Puffs Disposable-10-Pack-Mixed Berries,1.000000,,Not Visible Individually,69.990000,,"8/9/23, 2:24 PM",0,Lost Mary BM5000 Puffs Disposable,Lost Mary,,72.5,Mixed Berries,Lost Mary,5.0%,5000,,13mL,10,lost mary bm5000 puffs disposable | 13ml | 5.0% | mixed berries,ONT035926,0
HLOY12B0DS30MDBS,Disposables,10-Pack,simple,Lost Mary BM5000 Puffs Disposable-10-Pack-Mixed Berries,1.000000,,Not Visible Individually,69.990000,,"8/9/23, 2:24 PM",0,Lost Mary BM5000 Puffs Disposable,Lost Mary,,72.5,Mixed Berries,Lost Mary,5.0%,5000,,13mL,10,lost mary bm5000 puffs disposable | 13ml | 5.0% | mixed berries,ONT035926,0
HLOY12B0DS30MDBS,Disposables,10-Pack,simple,Lost Mary BM5000 Puffs Disposable-10-Pack-Mixed Berries,1.000000,,Not Visible Individually,69.990000,,"8/9/23, 2:24 PM",0,Lost Mary BM5000 Puffs Disposable,Lost Mary,,72.5,Mixed Berries,Lost Mary,5.0%,5000,,13mL,10,lost mary bm5000 puffs disposable | 13ml | 5.0% | mixed berries,ONT035926,0
HLOY12B0DS30MWCH,Disposables,10-Pack,simple,Lost Mary BM5000 Puffs Disposable-10-Pack-Moscow Crush,1.000000,,Not Visible Individually,69.990000,,"8/9/23, 2:25 PM",0,Lost Mary BM5000 Puffs Disposable,Lost Mary,,,Moscow Crush,Lost Mary,5.0%,5000,,13mL,10,lost mary bm5000 puffs disposable | 13ml | 5.0% | moscow crush,ONT035927,0
HLOY12B0DS30MWCH,Disposables,10-Pack,simple,Lost Mary BM5000 Puffs Disposable-10-Pack-Moscow Crush,1.000000,,Not Visible Individually,69.990000,,"8/9/23, 2:25 PM",0,Lost Mary BM5000 Puffs Disposable,Lost Mary,,,Moscow Crush,Lost Mary,5.0%,5000,,13mL,10,lost mary bm5000 puffs disposable | 13ml | 5.0% | moscow crush,ONT035927,0
HLOY12B0DS30MWCH,Disposables,10-Pack,simple,Lost Mary BM5000 Puffs Disposable-10-Pack-Moscow Crush,1.000000,,Not Visible Individually,69.990000,,"8/9/23, 2:25 PM",0,Lost Mary BM5000 Puffs Disposable,Lost Mary,,,Moscow Crush,Lost Mary,5.0%,5000,,13mL,10,lost mary bm5000 puffs disposable | 13ml | 5.0% | moscow crush,ONT035927,0
HLOY12B0DS30PCI,Disposables,10-Pack,simple,Lost Mary BM5000 Puffs Disposable-10-Pack-Pineapple Coconut Ice,1.000000,,Not Visible Individually,69.990000,,"8/9/23, 2:25 PM",0,Lost Mary BM5000 Puffs Disposable,Lost Mary,,,Pineapple Coconut Ice,Lost Mary,5.0%,5000,,13mL,10,lost mary bm5000 puffs disposable | 13ml | 5.0% | pineapple coconut ice,ONT035928,0
HLOY12B0DS30PCI,Disposables,10-Pack,simple,Lost Mary BM5000 Puffs Disposable-10-Pack-Pineapple Coconut Ice,1.000000,,Not Visible Individually,69.990000,,"8/9/23, 2:25 PM",0,Lost Mary BM5000 Puffs Disposable,Lost Mary,,,Pineapple Coconut Ice,Lost Mary,5.0%,5000,,13mL,10,lost mary bm5000 puffs disposable | 13ml | 5.0% | pineapple coconut ice,ONT035928,0
HLOY12B0DS30PCI,Disposables,10-Pack,simple,Lost Mary BM5000 Puffs Disposable-10-Pack-Pineapple Coconut Ice,1.000000,,Not Visible Individually,69.990000,,"8/9/23, 2:25 PM",0,Lost Mary BM5000 Puffs Disposable,Lost Mary,,,Pineapple Coconut Ice,Lost Mary,5.0%,5000,,13mL,10,lost mary bm5000 puffs disposable | 13ml | 5.0% | pineapple coconut ice,ONT035928,0
HLOY12B0DS30RAI,Disposables,10-Pack,simple,Lost Mary BM5000 Puffs Disposable-10-Pack-Red Apple Ice,1.000000,,Not Visible Individually,69.990000,,"8/9/23, 2:24 PM",0,Lost Mary BM5000 Puffs Disposable,Lost Mary,,,Red Apple Ice,Lost Mary,5.0%,5000,,13mL,10,lost mary bm5000 puffs disposable | 13ml | 5.0% | red apple ice,ONT035929,0
HLOY12B0DS30RAI,Disposables,10-Pack,simple,Lost Mary BM5000 Puffs Disposable-10-Pack-Red Apple Ice,1.000000,,Not Visible Individually,69.990000,,"8/9/23, 2:24 PM",0,Lost Mary BM5000 Puffs Disposable,Lost Mary,,,Red Apple Ice,Lost Mary,5.0%,5000,,13mL,10,lost mary bm5000 puffs disposable | 13ml | 5.0% | red apple ice,ONT035929,0
HLOY12B0DS30RAI,Disposables,10-Pack,simple,Lost Mary BM5000 Puffs Disposable-10-Pack-Red Apple Ice,1.000000,,Not Visible Individually,69.990000,,"8/9/23, 2:24 PM",0,Lost Mary BM5000 Puffs Disposable,Lost Mary,,,Red Apple Ice,Lost Mary,5.0%,5000,,13mL,10,lost mary bm5000 puffs disposable | 13ml | 5.0% | red apple ice,ONT035929,0
HLOY12B0DS30SRMH,Disposables,10-Pack,simple,Lost Mary BM5000 Puffs Disposable-10-Pack-Sour Mouth,1.000000,,Not Visible Individually,69.990000,,"8/9/23, 2:25 PM",0,Lost Mary BM5000 Puffs Disposable,Lost Mary,,,Sour Mouth,Lost Mary,5.0%,5000,,13mL,10,lost mary bm5000 puffs disposable | 13ml | 5.0% | sour mouth,ONT035930,0
