product,location,inventoried_quantity
DPYNES500820,WH/F/1/4,133
DPYNES500821,WH/Z,0
DPYROP500601,WH/Z,0
DPYROP500602,WH/Z,0
DPYROP500603,WH/Z,0
DPYROP500604,WH/Z,0
DPYROP500605,WH/Z,0
DPYROP500606,WH/Z,0
DPYROP500607,WH/Z,0
DPYROP500608,WH/Z,0
DPYROP500609,WH/Z,0
DPYROP500610,WH/Z,0
DRAMAP500101,WH/Z,0
DRAMAP500102,WH/Z,0
DRAMAP500103,WH/Z,0
DRAMAP500104,WH/Z,0
DRAMAP500105,WH/Z,0
DRAMAP500106,WH/Z,1
DRAMOP500501,WH/Z,0
DRAMOP500502,WH/Z,0
DRAMOP500503,WH/Z,0
DRAMOP500504,WH/Z,0
DRAMOP500505,WH/Z,0
DRAMOP500506,WH/Z,0
DRAMOP500507,WH/Z,0
DRAMOP500508,WH/Z,0
DRAMOP500509,WH/Z,0
DRAMOS500201,WH/A/4/4,0
DRAMOS500202,WH/Z,0
DRAMOS500203,WH/Z,0
DRAMOS500204,WH/Z,0
DRAMOS500205,WH/Z,0
DRAMOS500206,WH/Z,0
DRAMOS500207,WH/Z,0
DRAMOS500208,WH/Z,0
DRAMOS500209,WH/Z,0
DRAZDS500201,WH/Z,264
DRAZDS500202,WH/Z,0
DRAZDS500203,WH/Z,0
DRAZDS500204,WH/F/3/3,3
DRAZDS500205,WH/Z,0
DRAZDS500206,WH/Z,0
DRAZDS500207,WH/Z,0
DRAZDS500208,WH/A/4/2,0
DRAZDS500209,WH/A/5/2,0
DRAZDS500210,WH/A/5/2,282
DRAZDS500211,WH/A/5/2,0
DRAZDS500212,WH/A/5/2,0
DRAZDS500212,WH/Z,0
DRAZDS500213,WH/A/5/2,4
DRAZDS500213,WH/Z,300
DRAZDS500214,WH/A/5/2,7
DRAZDS500215,WH/A/5/2,0
DRAZDS500215,WH/Z,150
DRAZDS500216,WH/Z,0
DRAZDS500217,WH/Z,0
DRAZDS500218,WH/Z,0
DRAZDS500219,WH/Z,0
DRAZDS500220,WH/F/3/3,11
DRAZDS500221,WH/Z,0
DRAZDS500222,WH/Z,0
DRAZDS500223,WH/F/3/3,18
DRAZDS500224,WH/Z,112
DRAZDS500225,WH/F/3/3,1
DRAZDS500226,WH/F/3/3,0
DRAZDS500227,WH/Z,0
DRAZDS500228,WH/B/3/3,104
DRAZDS500229,WH/F/3/3,8
DRAZDS500230,WH/Z,0
DRAZDS500231,WH/Z,0
DRAZDS500232,WH/Z,0
DRAZDS500233,WH/F/3/3,319
DRAZDS500234,WH/Z,0
DRAZDS500235,WH/Z,0
DRAZDS500236,WH/F/3/3,0
DRAZDS500237,WH/A/5/2,0
DRAZDS500237,WH/Z,0
DRAZDS500238,WH/F/3/3,0
DRAZDS500238,WH/Z,0
DRAZDS500239,WH/F/3/3,300
DRAZTS500901,WH/P,0
DRAZTS500902,WH/C/7/1,121
DRAZTS500903,WH/Z,0
DRAZTS500904,WH/Z,0
DRAZTS500905,WH/Z,0
DRAZTS500906,WH/P,0
DRAZTS500907,WH/B/3/2,0
DRAZTS500908,WH/Z,0
DRAZTS500909,WH/Z,0
DRAZTS500910,WH/Z,0
DRAZTS500911,WH/Z,0
DRAZTS500912,WH/Z,0
DRAZTS500913,WH/Z,0
DRAZTS500914,WH/Z,0
DRAZTS500915,WH/P,0
DRAZTS500916,WH/Z,0
DRAZTS500917,WH/B/3/2,3
DRAZTS500918,WH/Z,0
DRAZTS500919,WH/Z,0
DRAZTS500920,WH/Z,0
DRAZTS500921,WH/C/7/1,400
DRAZTS500922,WH/C/7/1,84
DRAZTS500923,WH/C/7/1,60
DRAZTS500924,WH/C/7/1,155
DRBBES500101,WH/E/4/2,0
DRBBES500101,WH/Z,0
DRBBES500102,WH/F/8/3,85
DRBBES500103,WH/E/3/2,0
DRBBES500104,WH/E/4/2,0
DRBBES500104,WH/Z,0
DRBBES500105,WH/F/8/3,117
DRBBES500106,WH/F/8/3,103
DRBBES500107,WH/E/4/2,680
DRBBES500108,WH/F/8/3,139
DRBBES500109,WH/E/4/2,486
DRBBES500109,WH/Z,400
DRBBES500110,WH/E/4/2,0
DRBBES500110,WH/Z,0
DRBBES500111,WH/Z,0
DRBBES500112,WH/E/4/1,0
DRBBES500112,WH/Z,170
DRBBES500113,WH/F/8/3,121
DRBBES500114,WH/E/4/1,733
DRBBES500115,WH/Z,0
DRBBES500116,WH/E/4/1,0
DRBBES500117,WH/Z,0
DRBBES500118,WH/Z,0
DRBBES500119,WH/Z,5
DRBBES500120,WH/Z,0
DRBBES500121,WH/Z,0
DRBTCS500101,WH/B/3/4,75
DRBTCS500102,WH/B/3/4,24
DRBTCS500103,WH/B/3/4,0
DRBTCS500104,WH/B/3/4,0
DRBTCS500105,WH/B/3/4,94
DRBTCS500106,WH/B/3/4,30
DRBTCS500107,WH/B/3/4,84
DRBTCS500108,WH/B/3/4,0
DRBTCS500109,WH/B/3/4,0
DRBTCS500110,WH/B/3/4,0
DRBTCS500111,WH/B/3/4,0
DRBTCS500112,WH/B/3/4,0
DRFIFP500401,WH/Z,27
DRFIFP500402,WH/Z,1
DRFIFP500403,WH/Z,6
DRFIFP500404,WH/Z,1
DRFIFP500405,WH/Z,1
DRIBAP500601,WH/Z,0
DRIBAP500602,WH/Z,0
DRIBAP500603,WH/Z,0
DRIBAP500604,WH/Z,0
DRIBAP500605,WH/Z,0
DRIBAP500606,WH/Z,0
DRIBAP500607,WH/Z,0
DRIBAP500608,WH/Z,0
DRIBAP500609,WH/Z,0
DRIBAP500610,WH/Z,0
DRILAS500201,WH/B/3/1,0
DRILAS500202,WH/A/5/1,0
DRILAS500203,WH/Stock,0
DRILAS500204,WH/A/5/1,0
DRILAS500205,WH/Stock,0
DRILAS500206,WH/A/5/1,4
DRILAS500207,WH/A/5/1,0
DRILAS500208,WH/B/3/1,2
DRILAS500209,WH/B/3/1,4
DRILAS500210,WH/B/3/1,0
DRILAS500301,WH/D/5/4,0
DRILAS500302,WH/D/5/4,0
DRILAS500303,WH/D/5/4,154
DRILAS500304,WH/D/5/4,0
DRILAS500305,WH/D/5/4,0
DRILAS500306,WH/D/5/4,0
DRILAS500307,WH/Z,0
DRILAS500308,WH/D/5/4,0
DRILAS500309,WH/D/3/4,2
DRILAS500310,WH/Z,0
DRILAS500311,WH/Z,0
DRIMTP500701,WH/Z,0
DRIMTP500702,WH/Z,0
DRIMTP500703,WH/Z,0
DRIMTP500704,WH/Z,0
DRIMTP500705,WH/Z,0
DRIMTP500706,WH/Z,0
DRIMTP500707,WH/Z,0
DRIMTP500708,WH/Z,0
DRIMTP500709,WH/Z,0
DRIMTP500710,WH/Z,0
DRIMTP500711,WH/Z,0
DRIMTP500712,WH/Z,0
DRIMTP500713,WH/Z,0
DRIMTP500714,WH/Z,0
DRIMTP500715,WH/Z,0
DRIMTP500716,WH/Z,0
DRIMTP500717,WH/Z,0
DRIMTP500718,WH/Z,0
DRIMTP500719,WH/Z,0
DRIMTP500720,WH/Z,0
DRIMTP500721,WH/Z,0
DRIMTP500722,WH/Z,0
DRIMTP500723,WH/Z,0
DRIMTP500724,WH/Z,0
DRIMTP500725,WH/Z,0
DRIMTP500726,WH/Z,0
DRIMTP500727,WH/Z,0
DRIMTP500728,WH/Z,0
DRIMTP500729,WH/Z,0
DRIMTP500730,WH/Z,0
DRIMTP500731,WH/Z,0
DRIMTP500732,WH/Z,0
DRIMTP500733,WH/Z,0
DRIMTP500734,WH/Z,0
DRIMTP500735,WH/Z,0
DRMDZP500501,WH/Z,0
DRMDZP500502,WH/Z,0
DRMDZP500503,WH/Z,0
DRMDZP500504,WH/Z,0
DRMDZP500505,WH/Z,0
DRMDZP500506,WH/Z,0
DRMDZP500507,WH/Z,0
DRMDZP500508,WH/Z,0
DRMDZP500509,WH/Z,0
DRMDZP500510,WH/Z,0
DRMDZP500511,WH/Z,0
DRMDZP500512,WH/Z,0
DRMDZP500513,WH/Z,0
DRMDZP500514,WH/Z,0
DRMDZP500515,WH/Z,0
DRMDZP500516,WH/Z,0
DRMDZP500517,WH/Z,0
DRMDZP500518,WH/Z,0
DRMDZP500519,WH/Z,0
DRMDZP500520,WH/Z,0
DRMGAP500001,WH/Z,0
DRMGAP500002,WH/Z,0
DRMGAP500003,WH/Z,0
DRMGAP500004,WH/Z,0
DRMGAP500005,WH/Z,0
DRMPOS505001,WH/C/3/1,809
DRMPOS505002,WH/C/3/1,848
DRMPOS505003,WH/Stock,0
DRMPOS505004,WH/C/3/1,763
DRMPOS505005,WH/Stock,0
DRMPOS505006,WH/Stock,0
DRMPOS505007,WH/Stock,0
DRMPOS505008,WH/C/3/1,765
DRMPOS505009,WH/Stock,0
DRMPOS505010,WH/C/3/1,807
DROD8CTBX9001,WH/Z,0
DRODM5P00001,WH/Z,0
DRODM5P00002,WH/Z,0
DRODM5P00003,WH/Z,0
DRODM5P00004,WH/Z,0
DRODM5P00005,WH/Z,0
DRODM5P00008,WH/Z,0
DRODM5P00009,WH/Z,0
DRODM5P00012,WH/Z,0
DRODM5P00013,WH/Z,0
DRODM5P00014,WH/Z,0
DRODMP000001,WH/G/1/4,491
DRODMP000002,WH/G/1/4,572
DRODMP500905,WH/G/1/4,193
DRODMP500906,WH/G/1/4,273
DRODMP500907,WH/G/1/4,977
DRODMP500908,WH/G/1/4,252
DRODMP500909,WH/G/1/4,0
DRODMP500910,WH/G/1/4,101
DRODMP500911,WH/G/1/4,206
DRODMP500912,WH/G/1/4,194
DRODMP500913,WH/Z,11
DRODMP500914,WH/G/1/4,158
DRODMS500905,WH/G/1/4,6958
DRODMS500905,WH/Z,2750
DRODMS500906,WH/G/1/4,459
DRODMS500906,WH/Z,2620
DRODMS500907,WH/G/1/4,400
DRODMS500907,WH/Z,2040
DRODMS500908,WH/G/1/4,326
DRODMS500908,WH/Z,1160
DRODMS500909,WH/G/1/4,280
DRODMS500909,WH/Z,2370
DRODMS500910,WH/G/1/4,244
DRODMS500910,WH/Z,1890
DRODMS500911,WH/G/1/4,659
DRODMS500911,WH/Z,1820
DRODMS500912,WH/G/1/4,488
DRODMS500912,WH/Z,2320
DRODMS500913,WH/Z,25
DRODMS500914,WH/G/1/4,491
DRODMS500914,WH/Z,2670
DRODMS500915,WH/G/2/4,423
DRODMS500916,WH/G/2/4,429
DRODMS500917,WH/G/2/4,490
DRODMS500918,WH/G/2/4,472
DRODNICP100001,WH/G/4/2,477
DRODNICP100002,WH/G/4/2,995
DRODNICP100003,WH/G/4/2,971
DRODNICP100004,WH/G/4/1,554
DRODNICP100005,WH/G/4/2,988
DRODNICP100006,WH/G/4/1,534
DRODNICP100007,WH/G/4/2,1011
DRODNICP100008,WH/G/4/1,562
DRODNICP100009,WH/G/4/2,63
DRODNICP100010,WH/G/4/1,216
DRODNICP100021,WH/G/4/3,332
DRODNICP100023,WH/Z,498
DRODNICP100025,WH/G/4/3,464
DRODNICP100027,WH/G/4/3,493
DRODNICP100029,WH/G/4/3,485
DRODNICP100031,WH/G/4/3,498
DRODNICP100033,WH/G/4/1,498
DRODNICP100035,WH/G/4/1,490
DRODNICP100037,WH/G/4/3,497
DRODNICP100039,WH/G/4/2,988
DRODNICP100041,WH/G/4/1,486
DRODNICP100043,WH/G/4/3,431
DRODNICP100045,WH/G/4/2,685
DRODNICP100047,WH/G/4/1,483
DRODNICP100049,WH/G/4/3,329
DRODNICP100051,WH/G/4/2,614
DRODNICP100053,WH/G/4/1,328
DRODNICP100055,WH/G/4/3,384
DRODNICP100057,WH/G/4/2,641
DRODNICP100059,WH/G/4/1,334
DRODNICP100061,WH/G/4/3,330
DRODNICP100063,WH/G/4/2,647
DRODNICP100065,WH/G/4/1,482
DRODNICP100067,WH/G/4/3,285
DRODNICP100069,WH/G/4/2,579
DRODNICP100071,WH/G/4/1,341
DRZLXS002501,WH/C/7/2,342
DRZLXS002502,WH/C/7/2,304
DRZLXS002503,WH/C/7/2,73
DRZLXS002504,WH/C/7/2,377
DRZLXS002505,WH/C/7/2,76
DRZLXS502501,WH/E/7/2,0
DRZLXS502501,WH/Z,938
DRZLXS502502,WH/E/7/2,0
DRZLXS502502,WH/Z,170
DRZLXS502503,WH/Z,0
DRZLXS502504,WH/Z,149
DRZLXS502505,WH/E/7/1,0
DRZLXS502505,WH/Z,692
DRZLXS502506,WH/E/7/1,0
DRZLXS502506,WH/Z,767
DRZLXS502507,WH/E/7/1,0
DRZLXS502507,WH/Z,1397
DRZLXS502508,WH/E/7/1,0
DRZLXS502508,WH/Z,838
DRZLXS502509,WH/E/7/1,0
DRZLXS502509,WH/Z,786
DRZLXS502510,WH/E/7/1,0
DRZLXS502510,WH/Z,484
DRZLXS502511,WH/E/7/1,0
DRZLXS502511,WH/Z,767
DRZLXS502512,WH/Z,159
DRZLXS502513,WH/Z,0
DRZLXS502514,WH/Z,0
DRZLXS502515,WH/Z,1044
DRZLXS502516,WH/F/3/3,83
DRZLXS502516,WH/Z,150
DRZLXS502517,WH/Z,278
DRZLXS502518,WH/Z,565
DRZLXS502519,WH/Z,686
DRZLXS502520,WH/Z,702
DRZLXS502521,WH/P,154
DRZLXS502521,WH/Z,1050
DRZLXS502522,WH/Z,699
DRZLXS502523,WH/Z,880
DRZLXS502524,WH/P,123
DRZLXS502524,WH/Z,1050
DRZLXS502525,WH/P,466
DRZLXS502525,WH/Z,150
DRZLXS502526,WH/P,134
DRZLXS502526,WH/Z,450
DRZLXS502527,WH/Z,1261
DRZLXS502528,WH/Z,478
DRZLXS502529,WH/Z,1283
DRZLXS502530,WH/Z,306
DRZLXS502531,WH/Z,732
DRZLXS502532,WH/P,298
DRZLXS502532,WH/Z,150
DRZLXS502533,WH/P,329
DRZLXS502533,WH/Z,600
DRZLXS502534,WH/P,292
DRZLXS502534,WH/Z,450
DRZLXS502535,WH/Z,1163
DRZLXS502536,WH/Z,195
DRZLXS502537,WH/Z,638
DRZLXS502538,WH/Z,415
DRZLXS502539,WH/Z,426
DRZLXS502540,WH/Z,243
DRZLXS502541,WH/Z,849
DRZLXS502542,WH/Z,861
DRZLXS502543,WH/Z,688
DRZLXS502544,WH/Z,289
DRZRCS503501,WH/B/2/4,271
DRZRCS503502,WH/B/2/4,282
DRZRCS503503,WH/B/2/4,265
DRZRCS503504,WH/B/2/4,275
DRZRCS503505,WH/B/2/4,248
DRZRCS503506,WH/B/2/4,234
DRZRCS503507,WH/B/2/4,249
DRZRCS503508,WH/B/2/4,267
DRZRCS503509,WH/B/2/4,245
DRZRCS503510,WH/B/2/4,231
DRZRCS503511,WH/B/2/4,253
DRZRCS503512,WH/B/2/4,251
DSEDIP500501,WH/Z,0
DSEDIP500502,WH/Z,0
DSEDIP500503,WH/Z,0
DSEDIP500504,WH/Z,0
DSEDIP500505,WH/Z,0
DSEDIP500506,WH/Z,0
DSEDIP500507,WH/Z,0
DSEDIP500508,WH/Z,0
DSEDIP500509,WH/Z,0
DSEDIP500510,WH/Z,0
DSEDIP500511,WH/Z,0
DSEDIP500512,WH/Z,0
DSIPBP500501,WH/A/6/3,7
DSIPBP500502,WH/A/6/3,35
DSIPBP500503,WH/A/6/3,8
DSIPBP500504,WH/A/6/3,16
DSIPBP500505,WH/A/6/2,0
DSIPBP500505,WH/A/6/3,0
DSIPBP500506,WH/A/6/2,0
DSIPBP500507,WH/A/6/3,1
DSIPBP500508,WH/A/6/2,0
DSIPBP500509,WH/A/6/3,25
DSIPBP500510,WH/A/6/2,20
DSIPBP500511,WH/A/6/2,20
DSIPBP500512,WH/A/6/2,0
DSIPBP500513,WH/A/6/2,34
DSIPBP500514,WH/A/6/2,0
DSIPBP500515,WH/A/6/2,2
DSIPBP500516,WH/A/6/2,2
DSIPBP500517,WH/A/6/2,0
DSIPBP500518,WH/A/6/2,2
DSIPBP500519,WH/A/6/2,2
DSIPBP500520,WH/Stock,0
DSIPBP500521,WH/A/6/2,5
DSLAPP5000001,WH/Z,0
DSLAPP5000002,WH/Z,0
DSLAPP5000003,WH/Z,0
DSLAPP5000004,WH/Z,0
DSLAPP5000005,WH/Z,0
DSLAPP5000006,WH/Z,0
DSLAPP5000007,WH/Z,0
DSLAPP5000008,WH/Z,0
DSLAPP5000009,WH/Z,0
DSLAPP5000010,WH/Z,0
DSLAPS5004001,WH/Z,0
DSLAPS5004002,WH/Z,0
DSLAPS5004003,WH/Z,0
DSLAPS5004004,WH/Z,0
DSLAPS5004005,WH/Z,0
DSLAPS5004006,WH/Z,0
DSLAPS5004007,WH/Z,0
DSLAPS5004008,WH/Z,0
DSLAPS5004009,WH/Z,0
DSLAPS5004010,WH/Z,0
DSLMBS500501,WH/Z,0
DSLMBS500502,WH/Z,0
DSLMBS500503,WH/Z,0
DSLMBS500504,WH/Z,0
DSLMBS500505,WH/Z,0
DSLMBS500506,WH/Z,0
DSLMBS500507,WH/Z,0
DSLMBS500508,WH/Z,0
DSLMBS500509,WH/Z,0
DSLMBS500510,WH/Z,0
DSMBOP500601,WH/Z,0
DSMBOP500602,WH/Z,0
DSMBOP500603,WH/Z,0
DSMBOP500604,WH/Z,0
DSMBOP500605,WH/Z,0
DSMBOP500606,WH/Z,0
DSMBOP500607,WH/Z,0
DSMBOP500608,WH/Z,0
DSMBOP500609,WH/Z,0
DSMBOP500610,WH/Z,0
DSMBOP500611,WH/Z,0
DSMNBS500201,WH/A/1/3,43
DSMNBS500202,WH/K/1/3,94
DSMNBS500203,WH/A/1/3,77
DSMNBS500204,WH/A/1/3,51
DSMNBS500205,WH/A/1/3,32
DSMNBS500206,WH/A/1/3,69
DSMNBS500207,WH/A/1/2,34
DSMNBS500208,WH/A/1/2,56
DSMNBS500209,WH/K/1/3,78
DSMNBS500210,WH/A/1/2,0
DSMNBS500211,WH/A/1/2,30
DSMNBS500212,WH/A/1/2,38
DSMNBS500213,WH/A/1/2,35
DSMNBS500214,WH/A/1/2,78
DSMNBS500215,WH/A/1/2,0
DSMSPS504001,WH/G/3/2,177
DSMSPS504002,WH/G/3/2,153
DSMSPS504003,WH/G/3/2,200
DSMSPS504004,WH/Z,0
DSMSPS504005,WH/G/3/2,166
DSMSPS504006,WH/Z,0
DSMSPS504007,WH/G/3/2,167
DSMSPS504008,WH/G/3/2,168
DSMSPS504009,WH/G/3/2,768
DSMSPS504010,WH/Z,0
DSMSPS504011,WH/Z,0
DSMSPS504012,WH/Z,0
DSMSPS504013,WH/Stock,0
DSMSPS504014,WH/Stock,0
DSMSPS504015,WH/Stock,0
DSMSPS504016,WH/Stock,0
DSMSPS504017,WH/Stock,0
DSMSPS504018,WH/Stock,0
DSNEAS500901,WH/Z,0
DSNEAS500902,WH/C/2/4,0
DSNEAS500903,WH/C/3/4,4
DSNEAS500904,WH/C/3/4,5
DSNEAS500905,WH/Z,0
DSNEAS500906,WH/C/3/4,10
DSNEAS500907,WH/C/3/4,0
DSNEAS500908,WH/Z,0
DSNEAS500909,WH/Z,0
DSNEAS500910,WH/Z,0
DSNEAS500911,WH/Z,0
DSNOPS500101,WH/A/1/1,0
DSNOPS500102,WH/A/1/2,3
DSNOPS500103,WH/A/1/2,0
DSNOPS500103,WH/Z,6
DSNOPS500104,WH/Z,0
DSNOPS500105,WH/A/1/1,0
DSNOPS500106,WH/A/1/2,1
DSNOPS500107,WH/A/1/1,0
DSNOPS500107,WH/Z,7
DSNOPS500108,WH/A/1/2,0
DSNOPS500109,WH/A/1/1,0
DSNOPS500110,WH/A/1/1,0
DSNOPS500111,WH/A/1/1,0
DSNOPS500112,WH/Z,18
DSNOPS500113,WH/A/1/1,0
DSNOPS500114,WH/Z,11
DSNOPS500115,WH/Z,24
DSNOPS500116,WH/A/1/1,0
DSNOPS500117,WH/Z,22
DSNOPS500118,WH/A/1/1,0
DSNOPS500119,WH/Z,57
DSNOPS500120,WH/A/1/2,0
DSNOPS500121,WH/A/1/2,0
DSNOPS500122,WH/Z,0
DSNOPS500123,WH/Z,0
DSNOPS500124,WH/Z,52
DSNOPS500125,WH/A/1/2,0
DSNWFS501501,WH/F/4/3,54
DSNWFS501501,WH/Z,0
DSNWFS501502,WH/Z,0
DSNWFS501503,WH/Z,0
DSNWFS501504,WH/Z,0
DSNWFS501505,WH/Z,200
DSNWFS501506,WH/Z,200
DSNWFS501507,WH/Z,0
DSNWFS501508,WH/Z,0
DSNWFS501509,WH/Z,0
DSNWFS501510,WH/Z,89
DSNWFS501511,WH/Z,200
DSPAVP500401,WH/Z,0
DSPAVP500402,WH/Z,0
DSPAVP500403,WH/Z,0
DSPAVP500404,WH/Z,0
DSPAVP500405,WH/Z,0
DSPAVP500406,WH/Z,0
DSPAVP500407,WH/Z,0
DSPAVP500408,WH/Z,0
DSPMAP500001,WH/Z,0
DSPMAP500002,WH/Z,0
DSPMAP500003,WH/Z,0
DSPMAP500004,WH/Z,0
DSPMAP500005,WH/Z,24
DSPMAP500006,WH/Z,0
DSPMAP500007,WH/Z,0
DSPMAP500008,WH/Z,0
DSPMAP500009,WH/Z,5
DSPMAP500010,WH/Z,0
DSPMAP500011,WH/Z,0
DSPMAP500012,WH/Z,0
DSPMAP500013,WH/Z,0
DSPMAP500014,WH/Z,9
DSPMAP500015,WH/Z,0
DSPMAP500016,WH/Z,0
DSPMAP500017,WH/Z,0
DSPMAP500018,WH/Z,0
DSPMAP500019,WH/Z,0
DSPMAP500020,WH/Z,0
DSPMAP500101,WH/Z,0
DSPMAP500102,WH/Z,0
DSPMAP500103,WH/Z,0
DSPMAP500104,WH/Z,0
DSPMAP500105,WH/Z,0
DSPMAP500106,WH/Z,0
DSPMAS500101,WH/B/6/4,0
DSPMAS500102,WH/Z,0
DSPMAS500103,WH/Z,0
DSPMAS500104,WH/Z,0
DSPMAS500105,WH/B/6/4,9
DSPMAS500106,WH/B/6/4,0
DSPMAS500107,WH/Z,0
DSPMAS500108,WH/Z,0
DSPMAS500109,WH/B/6/4,0
DSPMAS500110,WH/B/6/4,0
DSPMAS500111,WH/Z,0
DSPMAS500112,WH/Z,0
DSPMAS500113,WH/Z,0
DSPMAS500114,WH/Z,0
DSPMAS500115,WH/Z,0
DSPMAS500116,WH/Z,0
DSPMAS500117,WH/B/6/4,0
DSPMAS500118,WH/B/6/4,0
DSPMAS500119,WH/Z,0
DSPMAS500201,WH/E/2/3,152
DSPMAS500202,WH/Z,0
DSPMAS500203,WH/E/2/3,89
DSPMAS500204,WH/E/2/3,700
DSPMAS500205,WH/E/3/3,0
DSPMAS500206,WH/Z,0
DSPMAS500207,WH/E/3/3,51
DSPMAS500208,WH/E/3/3,310
DSPMAS500209,WH/Z,0
DSPMAS500210,WH/E/3/3,434
DSPMAS500211,WH/E/3/3,141
DSPMAS500212,WH/E/2/3,0
DSPMAS500213,WH/D/3/3,0
DSPMAS500213,WH/E/2/3,0
DSPMAS500214,WH/E/2/3,121
DSPMAS500215,WH/E/3/3,47
DSPMAS500801,WH/C/4/2,0
DSPMAS500802,WH/Z,0
DSPMAS500803,WH/Z,0
DSPMAS500804,WH/Z,0
DSPMAS500805,WH/Z,0
DSPMAS500806,WH/C/4/2,4
DSPMAS500807,WH/Z,0
DSPMAS500808,WH/Z,0
DSPMAS500809,WH/Z,0
DSPMAS500810,WH/Z,0
DSPMAS500811,WH/C/4/2,2
DSPMAS500812,WH/Z,59
DSPMAS500813,WH/C/4/2,30
DSPMAS500814,WH/Z,0
DSPMAS500815,WH/Z,0
DSPMAS500816,WH/C/4/2,62
DSPMAS500817,WH/C/4/2,0
DSPMAS500818,WH/Z,0
DSPULP500501,WH/Z,0
DSPULP500502,WH/Z,0
DSPULP500503,WH/Z,0
DSPULP500504,WH/Z,0
DSPULP500505,WH/Z,0
DSPULP500506,WH/Z,0
DSSNBP500101,WH/D/7/1,6
DSSNBP500102,WH/D/7/2,19
DSSNBP500103,WH/D/7/1,5
DSSNBP500104,WH/D/7/2,1
DSSNBP500105,WH/D/7/2,2
DSSNBP500106,WH/D/7/1,2
DSSNBP500107,WH/D/7/1,0
DSSNBP500108,WH/D/7/2,0
DSSNBP500109,WH/D/7/2,0
DSSNBP500110,WH/D/7/2,0
DSSNBP500111,WH/D/7/1,2
DSSNBP500112,WH/D/7/2,7
DSSNBP500113,WH/D/7/2,6
DSTROS500201,WH/B/5/4,61
DSTROS500202,WH/B/5/4,0
DSTROS500203,WH/B/5/4,0
DSTROS500204,WH/B/5/4,66
DSTROS500205,WH/B/5/4,62
DSTROS500206,WH/B/5/4,48
DSTROS500207,WH/B/5/4,4
DSTROS500208,WH/B/5/4,40
DSTROS500209,WH/B/5/4,103
DSTROS500210,WH/B/5/4,123
DSTROS500211,WH/B/4/4,0
DSTROS500212,WH/B/4/4,33
DSTROS500213,WH/B/5/4,0
DSUCNS503501,WH/G/2/2,10
DSUCNS503502,WH/G/4/4,0
DSUCNS503503,WH/G/4/4,0
DSUCNS503504,WH/G/2/2,15
DSUCNS503505,WH/G/2/2,16
DSUCNS503506,WH/G/2/2,42
DSUCNS503507,WH/G/2/2,193
DSUCNS503508,WH/D/2/1,0
DSUCNS503508,WH/Z,0
DSUCNS503509,WH/D/2/1,0
DSUCNS503509,WH/Z,0
DSUCNS503510,WH/G/3/2,17
DSUCNS503510,WH/Z,0
DSWEAP500801,WH/Z,0
DSWEAP500802,WH/Z,0
DSWEAP500803,WH/Z,0
DSWEAP500804,WH/Z,0
DSWEAP500805,WH/Z,0
DSWEAP500806,WH/Z,0
DSWEAP500807,WH/Z,0
DSWEAP500808,WH/Z,0
DSWEAP500809,WH/Z,0
DSWEAP500810,WH/Z,0
DSWEAP500811,WH/Z,0
DSWEAP500812,WH/Z,0
DSWEAP500813,WH/Z,0
DSWEAP500814,WH/Z,0
DSWEAP500815,WH/Z,0
DSWEAP500816,WH/Z,0
DSWEAP500817,WH/Z,0
DSWEAP500818,WH/Z,0
DSWEAP500819,WH/Z,0
DSWEAP500820,WH/Z,0
DSWEAP500822,WH/Z,0
DSWEAP500823,WH/Z,0
DSWEAS500801,WH/C/4/4,152
DSWEAS500801,WH/C/5/4,0
DSWEAS500801,WH/Z,137
DSWEAS500802,WH/C/4/4,88
DSWEAS500802,WH/C/5/4,0
DSWEAS500802,WH/Z,1
DSWEAS500803,WH/C/4/4,93
DSWEAS500804,WH/Z,0
DSWEAS500805,WH/C/5/4,0
DSWEAS500805,WH/Z,174
DSWEAS500806,WH/C/5/4,207
DSWEAS500807,WH/Z,0
DSWEAS500808,WH/C/5/4,160
DSWEAS500809,WH/C/5/4,157
DSWEAS500810,WH/C/5/4,166
DSWEAS500811,WH/C/5/4,172
DSWEAS500812,WH/C/5/4,108
DSWEAS500813,WH/C/5/4,157
DSWEAS500814,WH/C/6/4,0
DSWEAS500815,WH/Z,0
DSWEAS500816,WH/C/6/4,108
DSWEAS500817,WH/C/6/4,142
DSWEAS500818,WH/C/5/4,151
DSWEAS500819,WH/C/6/4,139
DSWEAS500819,WH/D/8/4,0
DSWEAS500819,WH/Z,109
DSWEAS500820,WH/Z,0
DSWEAS500821,WH/C/6/4,141
DSWEAS500822,WH/Stock,0
DSWEAS500823,WH/C/6/4,252
DSWEAS500823,WH/D/8/4,0
DSWEAS500824,WH/C/6/4,137
DSWEAS500824,WH/D/8/4,0
DSWEAS500825,WH/C/6/4,162
DSWEAS500825,WH/D/8/4,0
DSWEAS500826,WH/C/5/4,1148
DSWEAS500827,WH/C/6/4,343
DSWEAS500827,WH/D/8/4,0
DSWEAS500828,WH/C/6/4,158
DSWEAS500829,WH/C/5/4,362
DSWEAS500830,WH/Stock,0
DSWEAS500831,WH/Stock,0
DSWFTP500501,WH/D/6/3,0
DSWFTP500502,WH/Z,0
DSWFTP500503,WH/Z,0
DSWFTP500504,WH/Z,0
DSWFTP500505,WH/Z,0
DSWFTP500506,WH/Z,0
DSWFTP500507,WH/Z,0
