SKU,Name,Price,Cost,Quantity,UPC,Weight,Volume,Nicotine_Level,Flavor,Unit_Per_Pack,Location_1,Qty_1
DGPBKP500601,"Guapo Bar KOV6500 Disposable-Celsius-10-Pack-5.0%",71.50,51.00,0,,,,,,,Z,0
DGPBKP500602,"Guapo Bar KOV6500 Disposable-Desert Oasis-10-Pack-5.0%",71.50,51.00,0,,,,,,,Z,0
DGPBKP500603,"Guapo Bar KOV6500 Disposable-Hawaiian Blue-10-Pack-5.0%",71.50,51.00,0,,,,,,,Z,0
DGPBKP500604,"Guapo Bar KOV6500 Disposable-Paradise-10-Pack-5.0%",71.50,51.00,0,,,,,,,Z,0
DGPBKP500605,"Guapo Bar KOV6500 Disposable-Tropical Colada-10-Pack-5.0%",71.50,51.00,0,,,,,,,Z,0
DZENIP000601,"Zeronic 6000 Puffs Disposable-Cool Mint-10-Pack-0%",71.50,51.00,19,,,,,,,C-1-1,19
DZENIP000602,"Zeronic 6000 Puffs Disposable-Peach Ice-10-Pack-0%",71.50,51.00,18,,,,,,,C-1-1,18
DZENIP000603,"Zeronic 6000 Puffs Disposable-Banana Berry Ice-10-Pack-0%",71.50,51.00,19,,,,,,,C-1-1,19
DZENIP000604,"Zeronic 6000 Puffs Disposable-Mixed Berry-10-Pack-0%",71.50,51.00,17,,,,,,,C-1-1,17
DZENIP000605,"Zeronic 6000 Puffs Disposable-Watermelon Bubblegum-10-Pack-0%",71.50,51.00,18,,,,,,,C-1-1,19
DGBPUP500121,"Geek Bar Pulse 15,000 Puffs Disposable-Strawberry CC-5-Pack-5.0%",65.00,34.75,0,,,,,,,Z,0
DGBPUS500121,"Geek Bar Pulse 15,000 Puffs Disposable-Strawberry CC-Single Disposable-5.0%",11.99,6.95,0,,,,,,,M4,0
DGBPUP500122,"Geek Bar Pulse 15,000 Puffs Disposable-Sunny Tart-5-Pack-5.0%",65.00,34.75,0,,,,,,,Z,0
DGBPUS500122,"Geek Bar Pulse 15,000 Puffs Disposable-Sunny Tart-Single Disposable-5.0%",11.99,6.95,0,,,,,,,M4,0
DGBPUS500118,"Geek Bar Pulse 15,000 Puffs Disposable-Cherry Bomb-Single Disposable-5.0%",11.99,6.95,284,810125436741,3.20,,,,,M1,0
DGBPUS500118,"Geek Bar Pulse 15,000 Puffs Disposable-Cherry Bomb-Single Disposable-5.0%",11.99,6.95,284,810125436741,3.20,,,,,Z,327
DGBPUS500116,"Geek Bar Pulse 15,000 Puffs-Single-5%-18ML-Black Cherry",11.99,6.95,761,810125436758,3.20,,,,,M1,0
DGBPUS500116,"Geek Bar Pulse 15,000 Puffs-Single-5%-18ML-Black Cherry",11.99,6.95,761,810125436758,3.20,,,,,Z,755
DGBPUS500117,"Geek Bar Pulse 15,000 Puffs Disposable-Blue Mint-Single Disposable-5.0%",11.99,6.95,0,810125436734,3.20,,,,,M1,0
DGBPUS500117,"Geek Bar Pulse 15,000 Puffs Disposable-Blue Mint-Single Disposable-5.0%",11.99,6.95,0,810125436734,3.20,,,,,Z,0
DGBPUS500119,"Geek Bar Pulse 15,000 Puffs-Single-5%-18ML-Dragon Melon",11.99,6.95,206,810125436765,3.20,,,,,M2,0
DGBPUS500119,"Geek Bar Pulse 15,000 Puffs-Single-5%-18ML-Dragon Melon",11.99,6.95,206,810125436765,3.20,,,,,Z,208
DGBPUS500120,"Geek Bar Pulse 15,000 Puffs-Single-5%-18ML-Grape B Pop",11.99,6.95,66,810125436727,3.20,,,,,M2,0
DGBPUS500120,"Geek Bar Pulse 15,000 Puffs-Single-5%-18ML-Grape B Pop",11.99,6.95,66,810125436727,3.20,,,,,Z,75
DSPMAS500108,"SMOK Space Man Pro 10000 Puffs Disposable-Single Disposable-Green Apple Razz-5.0%",10.99,5.35,0,,,,,,,Z,0
DSPMAS500115,"SMOK Space Man Pro 10000 Puffs Disposable-Single Disposable-Polar Ice-5.0%",10.99,5.35,0,,,,,,,Z,0
DTRLYP000501,"Truly Bar 5000 Puffs 0% Disposable-Blue Raspberry Freeze-10-Pack-0%",63.00,45.00,0,,,,,,,Z,0
DTRLYP000502,"Truly Bar 5000 Puffs 0% Disposable-Blue Gummy-10-Pack-0%",63.00,45.00,0,,0.00,,,,,Z,0
DTRLYP000503,"Truly Bar 5000 Puffs 0% Disposable-Peach Berry-10-Pack-0%",63.00,45.00,0,,,,,,,Z,0
DTRLYP000504,"Truly Bar 5000 Puffs 0% Disposable-Strawberry Watermelon-10-Pack-0%",63.00,45.00,0,,,,,,,Z,0
DTRLYP000505,"Truly Bar 5000 Puffs 0% Disposable-Strawberry Kiwi-10-Pack-0%",63.00,45.00,0,,,,,,,Z,0
DTRLYP000506,"Truly Bar 5000 Puffs 0% Disposable-Strawberry Pomegranate Ice-10-Pack-0%",63.00,45.00,0,,,,,,,Z,0
DTRLYP000507,"Truly Bar 5000 Puffs 0% Disposable-Strawberry Peach Ice-10-Pack-0%",63.00,45.00,0,,,,,,,Z,0
DTRLYP000508,"Truly Bar 5000 Puffs 0% Disposable-Strawberry Grape-10-Pack-0%",63.00,45.00,0,,,,,,,Z,0
WP-168167,"12.5"" Marble Neck and Honeycomb Disc Glass Water Pipe-Pink",26.96,26.96,0,,,,,,,Z,0
WP-168314,"11&quot; Spinning Cube Telescope Glass Water Pipe-Green",42.99,42.99,0,,,,,,,Z,0
WP-16879,"8.5"" Leaf Glass Water Pipe-Green",27.99,27.99,0,,,,,,,Z,0
WP-168376,"12"" Spiked Donut Capsule Shaped Water Pipe-Blue",54.99,54.99,0,,,,,,,Z,0
DGIMIS500801,"Gimi by FLUM 8500 Puffs Disposable-Single Disposable-Blue Razz-5.0%",12.99,8.10,0,810105776522,2.36,,,,,E-5-1,2
DGIMIS500802,"Gimi by FLUM 8500 Puffs Disposable-Single Disposable-Cool Mint-5.0%",12.99,8.10,0,,,,,,,Z,0
DGIMIS500806,"Gimi by FLUM 8500 Puffs Disposable-Single Disposable-Spearmint-5.0%",12.99,8.10,0,810105776584,2.36,,,,,E-5-1,26
DGIMIS500808,"Gimi by FLUM 8500 Puffs Disposable-Single Disposable-Cherry Lemon-5.0%",12.99,8.10,0,810105776720,2.36,,,,,E-5-1,53
DGIMIS500805,"Gimi by FLUM 8500 Puffs Disposable-Single Disposable-Mango Icy-5.0%",12.99,8.10,0,810105776553,2.36,,,,,E-5-1,51
DGIMIS500804,"Gimi by FLUM 8500 Puffs Disposable-Single Disposable-Peach Icy-5.0%",12.99,8.10,0,810105773675,2.36,,,,,E-5-1,42
DGIMIS500803,"Gimi by FLUM 8500 Puffs Disposable-Single Disposable-Coconut Banana-5.0%",12.99,8.10,0,,,,,,,Z,0
DGIMIS500807,"Gimi by FLUM 8500 Puffs Disposable-Single Disposable-Grape Icy-5.0%",12.99,8.10,-1,810105776706,2.36,,,,,E-5-1,53
DGIMIS500809,"Gimi by FLUM 8500 Puffs Disposable-Single Disposable-Pineapple Breeze-5.0%",12.99,8.10,0,810105776782,2.36,,,,,E-5-1,30
DPABAS500702,"Palm Bar 7500 Disposable 15mL-Single Disposable-Blueberry Ice-5.0%",7.99,4.60,0,,,,,,,Z,0
DPABAS500704,"Palm Bar 7500 Disposable 15mL-Single Disposable-Lush Ice-5.0%",7.99,4.60,0,,,,,,,Z,0
DPABAS500707,"Palm Bar 7500 Disposable 15mL-Single Disposable-Pink Lemonade-5.0%",7.99,4.60,0,,,,,,,Z,0
DPABAS500709,"Palm Bar 7500 Disposable 15mL-Single Disposable-Strawberry Watermelon-5.0%",7.99,4.60,0,,,,,,,Z,0
DPABAS500706,"Palm Bar 7500 Disposable 15mL-Single Disposable-Pina Colada-5.0%",7.99,4.60,0,,,,,,,Z,0
DPABAS500703,"Palm Bar 7500 Disposable 15mL-Single Disposable-Gummy Bear-5.0%",7.99,4.60,0,,,,,,,Z,0
DPABAS500708,"Palm Bar 7500 Disposable 15mL-Single Disposable-Sour Apple Ice-5.0%",7.99,4.60,0,,,,,,,Z,0
DPABAS500705,"Palm Bar 7500 Disposable 15mL-Single Disposable-Orange Mango Watermelon-5.0%",7.99,4.60,0,,,,,,,Z,0
DPABAS500710,"Palm Bar 7500 Disposable 15mL-Single Disposable-Summer Mint-5.0%",7.99,4.60,0,,,,,,,Z,0
DPABAS500701,"Palm Bar 7500 Disposable 15mL-Single Disposable-Aloe Grape-5.0%",7.99,4.60,0,,,,,,,Z,0
DPVTBS500101,"SMOK Priv Bar Turbo 15000 Puffs Disposable-Alaskan Mint-Single Disposable-5.0%",10.95,6.60,0,6936760838222,,,,,,E-8-2,105
DPVTBS500112,"SMOK Priv Bar Turbo 15000 Puffs Disposable-Watermelon Kiwi-Single Disposable-5.0%",10.95,6.60,107,6936760838239,3.35,,,,,Z,138
DPVTBS500112,"SMOK Priv Bar Turbo 15000 Puffs Disposable-Watermelon Kiwi-Single Disposable-5.0%",10.95,6.60,107,6936760838239,3.35,,,,,E-9-2,0
DPVTBS500109,"SMOK Priv Bar Turbo 15000 Puffs Disposable-Triple Apple Ice-Single Disposable-5.0%",10.95,6.60,142,6936760838246,3.35,,,,,E-8-2,161
DPVTBS500103,"SMOK Priv Bar Turbo 15000 Puffs Disposable-Cherry Paradise-Single Disposable-5.0%",10.95,6.60,195,6936760838253,3.35,,,,,E-8-2,226
DPVTBS500107,"SMOK Priv Bar Turbo 15000 Puffs Disposable-Peach Berry Ice-Single Disposable-5.0%",10.95,6.60,0,6936760838321,3.35,,,,,E-8-2,0
DPVTBS500111,"SMOK Priv Bar Turbo 15000 Puffs Disposable-Watermelon Chill-Single Disposable-5.0%",10.95,6.60,147,6936760838277,3.35,,,,,Z,162
DPVTBS500111,"SMOK Priv Bar Turbo 15000 Puffs Disposable-Watermelon Chill-Single Disposable-5.0%",10.95,6.60,147,6936760838277,3.35,,,,,E-8-2,0
DPVTBS500108,"SMOK Priv Bar Turbo 15000 Puffs Disposable-Strawberry Mint Candy-Single Disposable-5.0%",10.95,6.60,165,6936760838284,3.35,,,,,E-8-2,177
DPVTBS500105,"SMOK Priv Bar Turbo 15000 Puffs Disposable-Florida Lemonade-Single Disposable-5.0%",10.95,6.60,96,6936760838291,3.35,,,,,E-8-2,118
DPVTBS500102,"SMOK Priv Bar Turbo 15000 Puffs Disposable-Blue Razz Lemon-Single Disposable-5.0%",10.95,6.60,0,6936760838307,3.35,,,,,D-8-2,0
DPVTBS500110,"SMOK Priv Bar Turbo 15000 Puffs Disposable-Triple Mango-Single Disposable-5.0%",10.95,6.60,0,6936760838314,3.35,,,,,D-7-2,86
DPVTBS500104,"SMOK Priv Bar Turbo 15000 Puffs Disposable-Dr. Cherry-Single Disposable-5.0%",10.95,6.60,0,6936760838260,3.35,,,,,D-8-2,0
DPVTBS500106,"SMOK Priv Bar Turbo 15000 Puffs Disposable-Honolulu Blue-Single Disposable-5.0%",10.95,6.60,158,6936760838338,3.35,,,,,E-8-2,181
DALHSP500718,"Aloha Sun 7000 Puffs Disposable 10-Pack -Lilikoi Passion-5.0%-15mL",100.00,50.00,0,713310631627,27.23,,,,,F-1-2,0
DALHSS500718,"Sample 5% Aloha Sun 7000 Puffs Single Disposable-Lilikoi Passion",9.25,5.00,0,,,,,,,Z,0
DRODMS500915,"RODMAN by Aloha Sun 9100 Puffs Disposable-Single Disposable-Rodman Blast (Special Edition)-5.0%",9.99,6.50,403,713310631429,,,,,,G-2-4,423
DRODMS500916,"RODMAN by Aloha Sun 9100 Puffs Disposable-Single Disposable-Rodzilla-5.0%",9.99,6.50,415,713310631443,,,,,,G-2-4,429
DRODMS500917,"RODMAN by Aloha Sun 9100 Puffs Disposable-Single Disposable-The Menace-5.0%",9.99,6.50,494,713310631467,,,,,,G-2-4,490
DRODMS500918,"RODMAN by Aloha Sun 9100 Puffs Disposable-Single Disposable-The Worm-5.0%",9.99,6.50,457,713310631481,,,,,,G-2-4,472
DRAZTS500920,"RAZ TN9000 9000 Puffs Disposable-Orange Raspberry-Single Disposable-5.0%",9.99,7.60,0,,,,,,,Z,0
DRAZTS500919,"RAZ TN9000 9000 Puffs Disposable-Blue Razz Cotton Candy-Single Disposable-5.0%",9.99,7.60,0,6975984055053,,,,,,Z,0
DRAZTS500918,"RAZ TN9000 9000 Puffs Disposable-Banana Coconut-Single Disposable-5.0%",9.99,7.60,0,,,,,,,Z,0
DSPMAS500104,"SMOK Space Man Pro 10000 Puffs Disposable-Single Disposable-Blackberry Razz-5.0%",10.99,5.35,0,,,,,,,Z,0
DSPMAS500107,"SMOK Space Man Pro 10000 Puffs Disposable-Single Disposable-Dragon Strawberry-5.0%",10.99,5.35,0,,,,,,,Z,0
DSPMAS500111,"SMOK Space Man Pro 10000 Puffs Disposable-Single Disposable-Peach Mango Watermelon-5.0%",10.99,5.35,0,,,,,,,Z,0
DSPMAS500112,"SMOK Space Man Pro 10000 Puffs Disposable-Single Disposable-Peach Pear-5.0%",10.99,5.35,0,,,,,,,Z,0
DSPMAS500113,"SMOK Space Man Pro 10000 Puffs Disposable-Single Disposable-Pineapple Passion Lemonade-5.0%",10.99,5.35,0,,0.00,,,,,Z,0
DSPMAS500114,"SMOK Space Man Pro 10000 Puffs Disposable-Single Disposable-Pink Lemonade-5.0%",10.99,5.35,0,,,,,,,Z,0
DSPMAS500117,"SMOK Space Man Pro 10000 Puffs Disposable-Single Disposable-Strawberry Lime-5.0%",10.99,5.35,0,6936760831902,3.00,,,,,B-6-4,0
DSLAPS5004001,"Slaps Disposable 4500 Puffs 12mL 50mg-Single Disposable-Aloe Grape-50mg",1.50,0.75,0,,,,,,,Z,0
DSLAPS5004002,"Slaps Disposable 4500 Puffs 12mL 50mg-Single Disposable-Iced Peach-50mg",1.50,0.75,0,,,,,,,Z,0
DSLAPS5004004,"Slaps Disposable 4500 Puffs 12mL 50mg-Single Disposable-Lush Ice-50mg",1.50,0.75,0,,,,,,,Z,0
DSLAPS5004005,"Slaps Disposable 4500 Puffs 12mL 50mg-Single Disposable-Mixed Berries-50mg",1.50,0.75,0,,,,,,,Z,0
DSLAPS5004006,"Slaps Disposable 4500 Puffs 12mL 50mg-Single Disposable-Pink Lemonade-50mg",1.50,0.75,0,,,,,,,Z,0
DSLAPS5004007,"Slaps Disposable 4500 Puffs 12mL 50mg-Single Disposable-Red Bang-50mg",1.50,0.75,0,,,,,,,Z,0
DSLAPS5004008,"Slaps Disposable 4500 Puffs 12mL 50mg-Single Disposable-Strawberry Banana-50mg",1.50,0.75,0,,,,,,,Z,0
DLMMOP500546,"Lost Mary MO5000 5% Disposable 5-Pack-White Strawberry Ice (Black Gold Edition)",49.95,39.75,0,,,,,,,Z,0
DLOMYP500555,"Lost Mary OS5000 Rechargeable Disposable by Elf Bar 10 Pack-Lemon Lime",99.95,81.00,17,5056716402930,27.23,,,,,Z,20
DLOMYP500555,"Lost Mary OS5000 Rechargeable Disposable by Elf Bar 10 Pack-Lemon Lime",99.95,81.00,17,5056716402930,27.23,,,,,G-8-3,1
DLUAPS500503,"Lucid Air Plus Mesh 5000 Puffs Single Disposable-Banana Ice-50mg",3.25,2.10,0,616943335965,2.08,,,,,D-5-2,115
DLUAPS500502,"Lucid Air Plus Mesh 5000 Puffs Single Disposable-Apple Ice-50mg",3.25,2.10,0,616943336078,2.08,,,,,D-5-2,58
DLUAPS500505,"Lucid Air Plus Mesh 5000 Puffs Single Disposable-Grapefruit Ice-50mg",3.25,2.10,0,616943336061,2.08,,,,,D-5-2,139
DLUAPS500506,"Lucid Air Plus Mesh 5000 Puffs Single Disposable-Honeydew Ice-50mg",3.25,2.10,0,643934804834,2.08,,,,,D-5-2,153
DLUAPS500507,"Lucid Air Plus Mesh 5000 Puffs Single Disposable-Lychee Ice-50mg",3.25,2.10,0,616943336054,2.08,,,,,D-6-3,0
DLUAPS500508,"Lucid Air Plus Mesh 5000 Puffs Single Disposable-Peach Ice-50mg",3.25,2.10,0,616943335996,2.08,,,,,D-5-2,116
DLUAPS500509,"Lucid Air Plus Mesh 5000 Puffs Single Disposable-Rainbow Sherbet-50mg",3.25,2.10,-5,616943336009,2.08,,,,,D-4-2,45
DLUAPS500510,"Lucid Air Plus Mesh 5000 Puffs Single Disposable-Strawberry Ice-50mg",3.25,2.10,0,616943336016,2.08,,,,,D-4-2,166
DLUAPS500511,"Lucid Air Plus Mesh 5000 Puffs Single Disposable-Watermelon Ice-50mg",3.25,2.10,0,616943336023,2.08,,,,,D-4-2,1
DLUAPS500504,"Lucid Air Plus Mesh 5000 Puffs Single Disposable-Blue Raspberry Lemonade-50mg",3.25,2.10,0,616943335972,2.08,,,,,D-5-2,101
DSPMAS500810,"Space Mary SM8000 Disposable-Blue Razz-Single Disposable-5.0%-18mL",11.99,7.50,0,,,,,,,Z,0
DSPMAS500802,"Space Mary SM8000 Disposable-Blueberry Ice-Single Disposable-5.0%-18mL",11.99,7.50,0,,,,,,,Z,0
DSPMAS500809,"Space Mary SM8000 Disposable-Watermelon Ice-Single Disposable-5.0%-18mL",11.99,7.50,0,,,,,,,Z,0
DSPMAS500805,"Space Mary SM8000 Disposable-Strawberry Ice-Single Disposable-5.0%-18mL",11.99,7.50,0,,,,,,,Z,0
DSPMAS500804,"Space Mary SM8000 Disposable-Strawberry Kiwi-Single Disposable-5.0%-18mL",11.99,7.50,0,,,,,,,Z,0
DSPMAS500803,"Space Mary SM8000 Disposable-Blue Gummy-Single Disposable-5.0%-18mL",11.99,7.50,0,,,,,,,Z,0
DSPMAS500815,"Space Mary SM8000 Disposable-Strazz-Single Disposable-5.0%-18mL",11.99,7.50,0,,,,,,,Z,0
DSPMAS500812,"Space Mary SM8000 Disposable-Miami Mint-Single Disposable-5.0%-18mL",11.99,7.50,63,001239910146,3.04,,,,,Z,59
DSPMAS500814,"Space Mary SM8000 Disposable-Lemonade Chill-Single Disposable-5.0%-18mL",11.99,7.50,0,,,,,,,Z,0
DSPMAS500811,"Space Mary SM8000 Disposable-Cali Mint-Single Disposable-5.0%-18mL",11.99,7.50,0,60920231052,3.04,,,,,C-4-2,2
DSPMAS500806,"Space Mary SM8000 Disposable-Triple Berries-Single Disposable-5.0%-18mL",11.99,7.50,0,60920231014,3.04,,,,,C-4-2,4
DSPMAS500816,"Space Mary SM8000 Disposable-Kiwi Pom Mango-Single Disposable-5.0%-18mL",11.99,7.50,52,101910010025,3.04,,,,,C-4-2,62
DSPMAS500813,"Space Mary SM8000 Disposable-Blue Trio Lemon-Single Disposable-5.0%-18mL",11.99,7.50,12,60920232226,3.04,,,,,C-4-2,30
DSPMAS500808,"Space Mary SM8000 Disposable-Bubblegang Berry-Single Disposable-5.0%-18mL",11.99,7.50,0,,,,,,,Z,0
DSPMAS500801,"Space Mary SM8000 Disposable-Cherry Razz Ice-Single Disposable-5.0%-18mL",11.99,7.50,0,60920231083,3.04,,,,,C-4-2,0
DSPMAS500817,"Space Mary SM8000 Disposable-Grape Gummy-Single Disposable-5.0%-18mL",11.99,7.50,0,101910010018,3.04,,,,,C-4-2,0
DSPMAS500818,"Space Mary SM8000 Disposable-Razzalada-Single Disposable-5.0%-18mL",11.99,7.50,0,,,,,,,Z,0
DSPMAS500807,"Space Mary SM8000 Disposable-Strawberry Snowcone-Single Disposable-5.0%-18mL",11.99,7.50,0,,,,,,,Z,0
DHFTUS500101,"HOPO FLIPTIP Ultra 10000 Puffs Disposable-Single Disposable-Summer Peach Ice / Rainbow Candy-5.0%",17.99,6.60,0,768459728363,2.50,,,,,D-7-3,0
DHFTUS500103,"HOPO FLIPTIP Ultra 10000 Puffs Disposable-Single Disposable-Blue Dragon Watermelon / Blue Razz Cherry-5.0%",17.99,6.60,0,768459728424,,,,,,Z,0
DHFTUS500104,"HOPO FLIPTIP Ultra 10000 Puffs Disposable-Single Disposable-Strawberry Banana / Blue Cotton Candy-5.0%",17.99,6.60,0,,,,,,,Z,0
DHFTUS500105,"HOPO FLIPTIP Ultra 10000 Puffs Disposable-Single Disposable-Peach Berry / Strawberry Watermelon-5.0%",17.99,6.60,0,,,,,,,Z,0
DHFTUS500106,"HOPO FLIPTIP Ultra 10000 Puffs Disposable-Single Disposable-Black Ice / Miami Mint-5.0%",17.99,6.60,128,768443777858,2.50,,,,,D-7-3,0
DHFTUS500107,"HOPO FLIPTIP Ultra 10000 Puffs Disposable-Single Disposable-White Gummy / Raspberry Watermelon-5.0%",17.99,6.60,0,,0.00,,,,,Z,0
DHFTUS500108,"HOPO FLIPTIP Ultra 10000 Puffs Disposable-Single Disposable-Blue Razz Ice / Strawberry Kiwi-5.0%",17.99,6.60,0,,,,,,,Z,0
DHFTUS500109,"HOPO FLIPTIP Ultra 10000 Puffs Disposable-Single Disposable-Pink Burst / Pacific Cooler-5.0%",17.99,6.60,0,,,,,,,Z,0
DHFTUS500110,"HOPO FLIPTIP Ultra 10000 Puffs Disposable-Single Disposable-Strazz / Triple Berry Ice-5.0%",17.99,6.60,0,,,,,,,Z,0
DHFTUS500111,"HOPO FLIPTIP Ultra 10000 Puffs Disposable-Single Disposable-Strazz Mint / Pineapple Mango Orange-5.0%",17.99,6.60,0,,,,,,,Z,0
DHFTUS500112,"HOPO FLIPTIP Ultra 10000 Puffs Disposable-Single Disposable-Peach Mango Watermelon / Dragon Banana Berry-5.0%",17.99,6.60,0,,,,,,,Z,0
DHFTUS500113,"HOPO FLIPTIP Ultra 10000 Puffs Disposable-Single Disposable-Blue Razz Pom / Strawberry Mango-5.0%",17.99,6.60,0,,,,,,,Z,0
DHFTUS500114,"HOPO FLIPTIP Ultra 10000 Puffs Disposable-Single Disposable-Peach Blue Razz / Strapple-5.0%",17.99,6.60,0,,,,,,,Z,0
DHFTUS500115,"HOPO FLIPTIP Ultra 10000 Puffs Disposable-Single Disposable-Cherry Ice / Strawberry Lemonade Ice-5.0%",17.99,6.60,0,768443777285,2.50,,,,,D-7-3,3
DHFTUS500116,"HOPO FLIPTIP Ultra 10000 Puffs Disposable-Single Disposable-Apple Gummies / Honeydew Apple-5.0%",17.99,6.60,0,768443777919,2.50,,,,,D-7-3,11
DHFTUS500117,"HOPO FLIPTIP Ultra 10000 Puffs Disposable-Single Disposable-Spearmint / Lemon Sparkling-5.0%",17.99,6.60,129,768447616900,2.50,,,,,D-7-3,153
DHFTUS500118,"HOPO FLIPTIP Ultra 10000 Puffs Disposable-Single Disposable-Lemon Mint / Watermelon Ice-5.0%",17.99,6.60,0,768447616993,2.50,,,,,D-7-3,0
DHFTUS500102,"HOPO FLIPTIP Ultra 10000 Puffs Disposable-Single Disposable-Kiwi Dragon Berry / Blue Raspberry Lemon-5.0%",17.99,6.60,0,,0.00,,,,,Z,0
DSLAPS5004003,"Slaps Disposable 4500 Puffs 12mL 50mg-Single Disposable-Iced Strawberry Watermelon-50mg",1.50,0.75,0,,,,,,,Z,0
DSLAPS5004009,"Slaps Disposable 4500 Puffs 12mL 50mg-Single Disposable-Strawberry Dessert-50mg",1.50,0.75,0,,,,,,,Z,0
DSLAPS5004010,"Slaps Disposable 4500 Puffs 12mL 50mg-Single Disposable-Watermelon Guava-50mg",1.50,0.75,0,,,,,,,Z,0
WP-168298BL,"18"" Geometric Shapes Embossed Water Pipe with Ice Catcher-Purple",82.75,56.99,0,,,,,,,Z,0
DEZSBS500603,"Ezee Stick Box 6000 Puffs Disposable-Blue Raz-Single Disposable-5.0%-13mL",2.99,1.35,0,698054760232,2.60,,,,,C-3-4,0
DEZSBS500603,"Ezee Stick Box 6000 Puffs Disposable-Blue Raz-Single Disposable-5.0%-13mL",2.99,1.35,0,698054760232,2.60,,,,,D-4-1,62
DEZSBS500610,"Ezee Stick Box 6000 Puffs Disposable-Strawberry Banana-Single Disposable-5.0%-13mL",2.99,1.35,0,,,,,,,D-4-1,0
DEZSBS500602,"Ezee Stick Box 6000 Puffs Disposable-Pineapple Strawberry-Single Disposable-5.0%-13mL",2.99,1.35,0,,,,,,,D-4-1,0
DEZSBS500604,"Ezee Stick Box 6000 Puffs Disposable-Vanilla Ice Cream-Single Disposable-5.0%-13mL",2.99,1.35,0,,,,,,,Z,0
DEZSBS500606,"Ezee Stick Box 6000 Puffs Disposable-Strawberry Ice Cream-Single Disposable-5.0%-13mL",2.99,1.35,0,,,,,,,Z,0
DEZSBS500609,"Ezee Stick Box 6000 Puffs Disposable-Mixed Berries-Single Disposable-5.0%-13mL",2.99,1.35,0,,,,,,,Z,0
DEZSBS500612,"Ezee Stick Box 6000 Puffs Disposable-Unicorn Milk-Single Disposable-5.0%-13mL",2.99,1.35,0,,,,,,,Z,0
DEZSBS500613,"Ezee Stick Box 6000 Puffs Disposable-Peach Blue Razz-Single Disposable-5.0%-13mL",2.99,1.35,0,,,,,,,D-4-1,0
DEZSBS500601,"Ezee Stick Box 6000 Puffs Disposable-Black Slushie-Single Disposable-5.0%-13mL",2.99,1.35,0,698054760560,2.60,,,,,D-4-1,0
DEZSBS500605,"Ezee Stick Box 6000 Puffs Disposable-Fuji Apple Nectarine-Single Disposable-5.0%-13mL",2.99,1.35,0,,,,,,,Z,0
DEZSBS500607,"Ezee Stick Box 6000 Puffs Disposable-Strawberry Watermelon Bubba/Bubble-Single Disposable-5.0%-13mL",2.99,1.35,0,,,,,,,Z,0
DEZSBS500608,"Ezee Stick Box 6000 Puffs Disposable-Peach Mango Pineapple-Single Disposable-5.0%-13mL",2.99,1.35,0,,,,,,,D-4-1,0
DEZSBS500611,"Ezee Stick Box 6000 Puffs Disposable-Sweet Watermelon-Single Disposable-5.0%-13mL",2.99,1.35,0,,,,,,,D-4-1,-5
DLUALS500609,"Lush Alien 6000 Puffs Disposable - Single Disposable-Single Disposable-Cool Mint-50mg",9.99,5.50,0,,,,,,,Z,0
DLUALS500604,"Lush Alien 6000 Puffs Disposable - Single Disposable-Single Disposable-Peach Ice-50mg",9.99,5.50,0,,,,,,,Z,0
DLUALS500605,"Lush Alien 6000 Puffs Disposable - Single Disposable-Single Disposable-White Grape Ice-50mg",9.99,5.50,0,,,,,,,Z,0
DLUALS500601,"Lush Alien 6000 Puffs Disposable - Single Disposable-Single Disposable-Mixed Berry Ice-50mg",9.99,5.50,0,,,,,,,Z,0
DLUALS500607,"Lush Alien 6000 Puffs Disposable - Single Disposable-Single Disposable-Guava Freeze-50mg",9.99,5.50,0,,,,,,,Z,0
DLUALS500606,"Lush Alien 6000 Puffs Disposable - Single Disposable-Single Disposable-Raspberry Strawberry-50mg",9.99,5.50,0,,,,,,,Z,0
DLUALS500608,"Lush Alien 6000 Puffs Disposable - Single Disposable-Single Disposable-Blue Razz Lemon Ice-50mg",9.99,5.50,0,,,,,,,Z,0
DLUALS500602,"Lush Alien 6000 Puffs Disposable - Single Disposable-Single Disposable-Lychee Mango-50mg",9.99,5.50,0,,,,,,,Z,0
DLUALS500603,"Lush Alien 6000 Puffs Disposable - Single Disposable-Single Disposable-Watermelon Kiwi Ice-50mg",9.99,5.50,0,,,,,,,Z,0
DDRSMS500102,"DRIIIZY Smoke 15000 Puffs Disposable-Single Disposable-Blue Razz Ice-5.0%-30mL",10.00,7.10,-13,6926608116964,3.60,,,,,C-5-3,0
DDRSMS500109,"DRIIIZY Smoke 15000 Puffs Disposable-Single Disposable-Strawberry-5.0%-30mL",10.00,7.10,-2,6926608116803,3.60,,,,,C-5-3,0
DDRSMS500105,"DRIIIZY Smoke 15000 Puffs Disposable-Single Disposable-Pineapple Lemon-5.0%-30mL",10.00,7.10,-3,6926608116971,3.60,,,,,C-5-3,0
DDRSMS500106,"DRIIIZY Smoke 15000 Puffs Disposable-Single Disposable-Watermelon Ice-5.0%-30mL",10.00,7.10,0,,0.00,,,,,Z,0
DDRSMS500104,"DRIIIZY Smoke 15000 Puffs Disposable-Single Disposable-Grape Ice-5.0%-30mL",10.00,7.10,0,6926608116773,3.60,,,,,C-5-3,0
