SKU,Name,Price,Cost,Quantity,UPC,Weight,Volume,Nicotine_Level,Flavor,Unit_Per_Pack,Location_1,Qty_1
DVABAP500706,"Vabar Supra 7000 Puffs Disposable 10-Pack-Kiwi Passionfruit Guava",70.00,50.00,32,6975020838589,,,,,,A-6-4,31
DVABAP500707,"Vabar Supra 7000 Puffs Disposable 10-Pack-Mango Punch",70.00,50.00,50,6975020838411,,,,,,A-6-4,42
DVABAP500708,"Vabar Supra 7000 Puffs Disposable 10-Pack-Rainbow Candy",70.00,50.00,0,6975020838541,,,,,,A-6-4,0
DVABAP500709,"Vabar Supra 7000 Puffs Disposable 10-Pack-Strawberry Ice Cream",70.00,50.00,0,6975020838602,,,,,,A-5-4,0
DVABAP500710,"Vabar Supra 7000 Puffs Disposable 10-Pack-Strawberry Kiwi",70.00,50.00,1,6975020838510,,,,,,A-5-4,3
DVABAP500711,"Vabar Supra 7000 Puffs Disposable 10-Pack-Strawberry Watermelon",70.00,50.00,0,,,,,,,Z,0
DVABAP500712,"Vabar Supra 7000 Puffs Disposable 10-Pack-Tropical Fruit",70.00,50.00,18,6975020838527,,,,,,A-6-4,13
DLVOBP500710,"Orion Bar OB-75 7500 Puffs Disposable 10-Pack-Aloe Grape",40.00,58.50,0,6972791016215,28.91,,,,,F-5-4,0
DLVOBP500710,"Orion Bar OB-75 7500 Puffs Disposable 10-Pack-Aloe Grape",40.00,58.50,0,6972791016215,28.91,,,,,Z,9
DLVOBP500701,"Orion Bar OB-75 7500 Puffs Disposable 10-Pack-Banana Cake",40.00,58.50,0,6972791016352,28.91,,,,,F-5-4,0
DLVOBP500701,"Orion Bar OB-75 7500 Puffs Disposable 10-Pack-Banana Cake",40.00,58.50,0,6972791016352,28.91,,,,,Z,0
DLVOBP500713,"Orion Bar OB-75 7500 Puffs Disposable 10-Pack-Blueberry Raspberry",40.00,58.50,8,6972791016154,,,,,,E-2-4,1
DLVOBP500708,"Orion Bar OB-75 7500 Puffs Disposable 10-Pack-Cool Mint",40.00,58.50,0,6972791016109,,,,,,E-2-4,2
DLVOBP500707,"Orion Bar OB-75 7500 Puffs Disposable 10-Pack-Lush Ice",40.00,58.50,0,6972791016239,,,,,,D-1-4,0
DLVOBP500702,"Orion Bar OB-75 7500 Puffs Disposable 10-Pack-Mango Ice",40.00,58.50,0,6972791016369,,,,,,D-1-4,0
DLVOBP500705,"Orion Bar OB-75 7500 Puffs Disposable 10-Pack-Pineapple Lemonade",85.00,58.50,0,6972791016116,28.91,,,,,F-4-4,0
DLVOBP500705,"Orion Bar OB-75 7500 Puffs Disposable 10-Pack-Pineapple Lemonade",85.00,58.50,0,6972791016116,28.91,,,,,Z,0
DLVOBP500711,"Orion Bar OB-75 7500 Puffs Disposable 10-Pack-Rainbow Drop",85.00,58.50,0,6972791016123,,,,,,D-4-4,0
DLVOBP500706,"Orion Bar OB-75 7500 Puffs Disposable 10-Pack-Sour Apple Ice",85.00,58.50,0,6972791016222,28.91,,,,,F-4-4,0
DLVOBP500706,"Orion Bar OB-75 7500 Puffs Disposable 10-Pack-Sour Apple Ice",85.00,58.50,0,6972791016222,28.91,,,,,Z,7
DLVOBP500712,"Orion Bar OB-75 7500 Puffs Disposable 10-Pack-Strawberry Kiwi",40.00,58.50,0,6972791016147,,,,,,D-4-4,10
DFFLOP500034,"Flum Float Disposable 10-Pack-50mg-Apple Icy",110.00,90.00,0,,,,,,,Z,1
DFFLOP500035,"Flum Float Disposable 10-Pack-50mg-Melon Ice Cream",110.00,90.00,0,,,,,,,Z,0
JGFGMS000002,"Sugoi Vapor 1 Gallon Flavoring-5 Gallon",322.00,0.00,0,,,,,,,Z,0
JGFGMS000001-1,"Sugoi Vapor 1 Gallon Flavoring-2 Gallon",308.00,230.00,0,,,,,,,Z,0
DSWEAP500801,"SnowWolf Ease 8000 Puffs Disposable 10-Pack-Apple Blue Razz",74.95,55.00,0,,,,,,,Z,0
DSWEAP500802,"SnowWolf Ease 8000 Puffs Disposable 10-Pack-Blueberry Kiwi Lemon",74.95,55.00,0,,,,,,,Z,0
DSWEAP500803,"SnowWolf Ease 8000 Puffs Disposable 10-Pack-Green Apple Jelly",74.95,55.00,0,,,,,,,Z,0
DSWEAP500804,"SnowWolf Ease 8000 Puffs Disposable 10-Pack-Icy Mint",74.95,55.00,0,,,,,,,Z,0
DSWEAP500805,"SnowWolf Ease 8000 Puffs Disposable 10-Pack-Lemon Mint",74.95,55.00,0,,,,,,,Z,0
DSWEAP500806,"SnowWolf Ease 8000 Puffs Disposable 10-Pack-Lush Mango",74.95,55.00,0,,,,,,,Z,0
DSWEAP500807,"SnowWolf Ease 8000 Puffs Disposable 10-Pack-Mango Berry Ice",74.95,55.00,0,,,,,,,Z,0
DSWEAP500808,"SnowWolf Ease 8000 Puffs Disposable 10-Pack-Peach Mango Watermelon",74.95,55.00,0,,,,,,,Z,0
DSWEAP500809,"SnowWolf Ease 8000 Puffs Disposable 10-Pack-Pear Cotton Candy",74.95,55.00,0,,,,,,,Z,0
DSWEAP500810,"SnowWolf Ease 8000 Puffs Disposable 10-Pack-Rose Grape",74.95,55.00,0,,,,,,,Z,0
DSWEAP500811,"SnowWolf Ease 8000 Puffs Disposable 10-Pack-Strawberry Banana Ice",74.95,55.00,0,,,,,,,Z,0
DSWEAP500812,"SnowWolf Ease 8000 Puffs Disposable 10-Pack-Strawberry Ice Cream",74.95,55.00,0,,,,,,,Z,0
DSWEAP500813,"SnowWolf Ease 8000 Puffs Disposable 10-Pack-Strawberry Pineapple Colada",74.95,55.00,0,,,,,,,Z,0
DSWEAP500814,"SnowWolf Ease 8000 Puffs Disposable 10-Pack-Triple Berry Ice",74.95,55.00,0,,,,,,,Z,0
DSWEAP500815,"SnowWolf Ease 8000 Puffs Disposable 10-Pack-Watermelon Lychee",74.95,55.00,0,,,,,,,Z,0
DEBULP500501,"Elf Bar BC5000 Ultra Disposable 10-Pack-Blue Cotton Candy",140.00,85.00,0,,,,,,,Z,0
DEBULP500502,"Elf Bar BC5000 Ultra Disposable 10-Pack-Blue Razz Ice",140.00,85.00,0,,,,,,,Z,0
DEBULP500503,"Elf Bar BC5000 Ultra Disposable 10-Pack-Dragon Fruit Banana Berry",140.00,85.00,0,,,,,,,Z,0
DEBULP500504,"Elf Bar BC5000 Ultra Disposable 10-Pack-Grape Honeydew",140.00,85.00,0,,,,,,,Z,0
DEBULP500505,"Elf Bar BC5000 Ultra Disposable 10-Pack-Kiwi Dragon Fruit Berry",140.00,85.00,0,,,,,,,Z,0
DEBULP500506,"Elf Bar BC5000 Ultra Disposable 10-Pack-Kiwi Passionfruit Guava",140.00,85.00,0,,,,,,,Z,0
DEBULP500515,"Elf Bar BC5000 Ultra Disposable 10-Pack-Mint",140.00,85.00,0,,,,,,,Z,0
DEBULP500507,"Elf Bar BC5000 Ultra Disposable 10-Pack-Orange Soda",140.00,85.00,0,,,,,,,Z,0
DEBULP500508,"Elf Bar BC5000 Ultra Disposable 10-Pack-Raspberry Watermelon",140.00,85.00,0,,,,,,,Z,0
DEBULP500509,"Elf Bar BC5000 Ultra Disposable 10-Pack-Strawberry Mango",140.00,85.00,0,,,,,,,Z,0
DEBULP500510,"Elf Bar BC5000 Ultra Disposable 10-Pack-Strawberry Watermelon Bubblegum",140.00,85.00,0,,,,,,,Z,0
DEBULP500511,"Elf Bar BC5000 Ultra Disposable 10-Pack-Strawberry Watermelon Peach",140.00,85.00,0,,,,,,,Z,0
DEBULP500514,"Elf Bar BC5000 Ultra Disposable 10-Pack-Tobacco",140.00,85.00,0,,,,,,,Z,0
DEBULP500512,"Elf Bar BC5000 Ultra Disposable 10-Pack-Tropical Rainbow Blast",49.95,85.00,0,,,,,,,Z,0
DEBULP500513,"Elf Bar BC5000 Ultra Disposable 10-Pack-Watermelon Ice",140.00,85.00,0,,,,,,,Z,0
DTPULP500610,"Tugpod Ultra 6000 Puffs Disposable 10-Pack-Watermelon Bubblegum",95.00,69.00,0,,,,,,,Z,0
DTPULP500607,"Tugpod Ultra 6000 Puffs Disposable 10-Pack-Red Energy",95.00,69.00,0,,,,,,,Z,0
DTPULP500604,"Tugpod Ultra 6000 Puffs Disposable 10-Pack-Cool Mint",95.00,69.00,0,,,,,,,Z,0
DTPULP500605,"Tugpod Ultra 6000 Puffs Disposable 10-Pack-Gummy Bear",95.00,69.00,2,735203134237,2.71,,,,,A-4-4,2
DTPULP500608,"Tugpod Ultra 6000 Puffs Disposable 10-Pack-Strawberry Mango",95.00,69.00,0,,,,,,,Z,0
DTPULP500609,"Tugpod Ultra 6000 Puffs Disposable 10-Pack-Strawberry Lychee",95.00,69.00,0,,,,,,,Z,0
DTPULP500606,"Tugpod Ultra 6000 Puffs Disposable 10-Pack-Purple Rain",95.00,69.00,0,,,,,,,Z,0
DTPULP500602,"Tugpod Ultra 6000 Puffs Disposable 10-Pack-Black Mamba",95.00,69.00,0,,,,,,,Z,0
DTPULP500603,"Tugpod Ultra 6000 Puffs Disposable 10-Pack-Banana Ice",95.00,69.00,0,,,,,,,Z,0
DTPULP500601,"Tugpod Ultra 6000 Puffs Disposable 10-Pack-Aloe Grape",95.00,69.00,0,,,,,,,Z,0
DFLPBP500601,"Flum Pebble 6000 Puffs Rechargeable Disposable 10-Pack-Berrymelon Icy",133.00,95.00,0,,,,,,,C-2-4,0
DFLPBP500602,"Flum Pebble 6000 Puffs Rechargeable Disposable 10-Pack-Blueberry Mint",133.00,95.00,0,810105772777,24.08,,,,,C-2-4,0
DFLPBP500603,"Flum Pebble 6000 Puffs Rechargeable Disposable 10-Pack-Luscious Watermelon",133.00,95.00,0,,,,,,,C-2-3,0
DFLPBP500604,"Flum Pebble 6000 Puffs Rechargeable Disposable 10-Pack-Passion Kiwi",133.00,95.00,0,810105772739,24.08,,,,,C-2-2,0
DFLPBP500605,"Flum Pebble 6000 Puffs Rechargeable Disposable 10-Pack-Spearmint",133.00,95.00,0,,,,,,,C-2-1,0
DFLPBP500606,"Flum Pebble 6000 Puffs Rechargeable Disposable 10-Pack-Strawmelon Apple",133.00,95.00,0,810105772746,24.08,,,,,C-2-1,0
DFLPBP500607,"Flum Pebble 6000 Puffs Rechargeable Disposable 10-Pack-Strawberry Coconut",133.00,95.00,0,810105772722,24.08,,,,,C-2-1,0
DFLPBP500608,"Flum Pebble 6000 Puffs Rechargeable Disposable 10-Pack-Menthol",133.00,95.00,0,,,,,,,C-2-2,0
DFLPBP500609,"Flum Pebble 6000 Puffs Rechargeable Disposable 10-Pack-Clear",133.00,95.00,0,,,,,,,C-2-3,0
DFLPBP500610,"Flum Pebble 6000 Puffs Rechargeable Disposable 10-Pack-Aloe Grape",133.00,95.00,0,,,,,,,C-2-4,0
DFLPBP500611,"Flum Pebble 6000 Puffs Rechargeable Disposable 10-Pack-Peach Orange",133.00,95.00,0,,,,,,,Z,0
DFLPBP500612,"Flum Pebble 6000 Puffs Rechargeable Disposable 10-Pack-Apple Grapefruit",133.00,95.00,0,810105772821,24.08,,,,,C-2-4,0
DFLPBP500613,"Flum Pebble 6000 Puffs Rechargeable Disposable 10-Pack-Matcha",133.00,95.00,0,,,,,,,C-2-2,0
DFLPBP500614,"Flum Pebble 6000 Puffs Rechargeable Disposable 10-Pack-Vanilla Ice Cream",133.00,95.00,0,,,,,,,Z,0
DFLPBP500615,"Flum Pebble 6000 Puffs Rechargeable Disposable 10-Pack-Apple",133.00,95.00,0,,,,,,,Z,0
DFLPBP500616,"Flum Pebble 6000 Puffs Rechargeable Disposable 10-Pack-Cherry Berry",133.00,95.00,0,,,,,,,C-2-3,0
DFLPBP500617,"Flum Pebble 6000 Puffs Rechargeable Disposable 10-Pack-Passion Grape",133.00,95.00,0,,,,,,,Z,0
DFLPBP500618,"Flum Pebble 6000 Puffs Rechargeable Disposable 10-Pack-Mango Icy",133.00,95.00,0,,,,,,,C-2-2,0
DFLPBP500619,"Flum Pebble 6000 Puffs Rechargeable Disposable 10-Pack-Strawmelon",133.00,95.00,0,810105772579,24.08,,,,,C-2-1,0
DVAPGP500017,"Vapengin 5500 Puffs Disposable 5-Pack-Sakura Grape",70.00,28.00,0,,,,,,,Z,0
DVAPGP500018,"Vapengin 5500 Puffs Disposable 5-Pack-Strawberry Banana Smoothie",70.00,28.00,0,,,,,,,Z,0
DTPULP500612,"Tugpod Ultra 6000 Puffs Disposable 10-Pack-Watermelon Ice",95.00,69.00,0,,,,,,,Z,0
DTPULP500613,"Tugpod Ultra 6000 Puffs Disposable 10-Pack-Strawberry Ice Cream",95.00,69.00,0,,,,,,,Z,0
DTPULP500614,"Tugpod Ultra 6000 Puffs Disposable 10-Pack-Peach Mango Watermelon",95.00,69.00,0,,,,,,,Z,0
DTPULP500615,"Tugpod Ultra 6000 Puffs Disposable 10-Pack-Rainbow Skittles",95.00,69.00,0,,,,,,,Z,0
DTPULP500611,"Tugpod Ultra 6000 Puffs Disposable 10-Pack-Blue Razz Ice",95.00,69.00,0,,,,,,,Z,0
DPKEBP500524,"Pod King x Elf Bar XC5000 Disposable 10-Pack-Straw Fcuking Fab (Limited Edition)",135.00,79.00,0,,,,,,,Z,0
DPKEBP500525,"Pod King x Elf Bar XC5000 Disposable 10-Pack-Pina Fcuking Fab (Limited Edition)",135.00,79.00,0,,,,,,,Z,0
DPKEBP500526,"Pod King x Elf Bar XC5000 Disposable 10-Pack-Strazz Candy (Limited Edition)",135.00,81.00,0,6926608112416,21.40,,,,,A-6-4,0
DELFBP300505,"3% Elf Bar BC5000 Disposable 10-Pack-30mg-Guava Ice",120.00,80.00,0,,,,,,,Z,0
DELFBP300503,"3% Elf Bar BC5000 Disposable 10-Pack-30mg-Bubblegum",120.00,80.00,0,,,,,,,Z,0
DELFBP300506,"3% Elf Bar BC5000 Disposable 10-Pack-30mg-Kiwi Melon",120.00,80.00,0,,,,,,,Z,0
DELFBP300529,"3% Elf Bar BC5000 Disposable 10-Pack-30mg-Sour Candy",120.00,80.00,0,,,,,,,Z,0
DELFBP300504,"3% Elf Bar BC5000 Disposable 10-Pack-30mg-Cotton Candy",120.00,80.00,0,,,,,,,Z,0
DELFBP300502,"3% Elf Bar BC5000 Disposable 10-Pack-30mg-Blueberry Ice",120.00,80.00,0,,,,,,,Z,0
DSWFTS500025,"SWFT Mod Single Disposable-Frozen Banana",10.99,7.50,0,,,,,,,Z,0
DSWFTS500026,"SWFT Mod Single Disposable-Grape Appleberry",10.99,7.50,0,,,,,,,Z,0
DSWFTS500027,"SWFT Mod Single Disposable-Peppermint",10.99,7.50,0,,,,,,,Z,0
DSWFTS500028,"SWFT Mod Single Disposable-Spearmint",10.99,7.50,0,810011328662,1.87,,,,,D-6-2,8
DHOBOP500014,"Puff HotBox 7500 Puffs Disposable 5-Pack-Black Ice",52.50,33.00,0,,,,,,,Z,0
DRAMOP500501,"Royal Ape Mogul 5000 puffs Disposable 10-Pack-Apple Pear Mango",84.00,65.00,0,,,,,,,Z,0
DRAMOP500502,"Royal Ape Mogul 5000 puffs Disposable 10-Pack-Blue Razz Ice",84.00,65.00,0,,,,,,,Z,0
DRAMOP500503,"Royal Ape Mogul 5000 puffs Disposable 10-Pack-Blackberry Pomegranate Ice",84.00,65.00,0,,,,,,,Z,0
DRAMOP500504,"Royal Ape Mogul 5000 puffs Disposable 10-Pack-Cherry Cola",84.00,65.00,0,,,,,,,Z,0
DRAMOP500505,"Royal Ape Mogul 5000 puffs Disposable 10-Pack-Lush Ice",84.00,65.00,0,,,,,,,Z,0
DRAMOP500506,"Royal Ape Mogul 5000 puffs Disposable 10-Pack-Peach Blueberry",84.00,65.00,0,,,,,,,Z,0
DRAMOP500507,"Royal Ape Mogul 5000 puffs Disposable 10-Pack-Rainbow Candy",84.00,65.00,0,,,,,,,Z,0
DRAMOP500508,"Royal Ape Mogul 5000 puffs Disposable 10-Pack-Sweet Mint",84.00,65.00,0,,,,,,,Z,0
DRAMOP500509,"Royal Ape Mogul 5000 puffs Disposable 10-Pack-Watermelon Ice",84.00,65.00,0,,,,,,,Z,0
DNOVOP500601,"SMOK Novo Bar AL6000 Disposable 10-Pack-Blue Razz Ice",65.00,50.00,0,,,,,,,Z,0
DNOVOP500602,"SMOK Novo Bar AL6000 Disposable 10-Pack-Fresh Mint",65.00,50.00,0,,,,,,,Z,0
DNOVOP500603,"SMOK Novo Bar AL6000 Disposable 10-Pack-Peach Ice",60.00,50.00,0,,,,,,,Z,0
DNOVOP500604,"SMOK Novo Bar AL6000 Disposable 10-Pack-Root Beer",65.00,50.00,0,,,,,,,Z,0
DNOVOP500605,"SMOK Novo Bar AL6000 Disposable 10-Pack-Strazz",65.00,50.00,0,,,,,,,Z,0
DNOVOP500606,"SMOK Novo Bar AL6000 Disposable 10-Pack-Watermelon Candy",60.00,50.00,0,,,,,,,Z,0
DFFLOP500036,"Flum Float Disposable 10-Pack-50mg-Strawberry Watermelon",110.00,90.00,0,,,,,,,Z,0
KOPSCS180001,"OPMS Silver Kratom Caps-18g-Green Vein Maeng Da",8.99,3.20,0,,,,,,,Z,0
KOPSCS360001,"OPMS Silver Kratom Caps-36g-Green Vein Maeng Da",12.49,4.25,0,,,,,,,Z,0
KOPSCS720001,"OPMS Silver Kratom Caps-72g-Green Vein Maeng Da",23.99,8.25,0,,,,,,,Z,0
DVTMNS300601,"Veex Taki T32 Mini Cup 6000 Puffs Single Disposable-30mg-Antarctic Ice",10.50,6.00,0,,,,,,,Z,0
DVTMNS300602,"Veex Taki T32 Mini Cup 6000 Puffs Single Disposable-30mg-Chinese Tea",10.50,6.00,0,,,,,,,Z,0
DVTMNS300603,"Veex Taki T32 Mini Cup 6000 Puffs Single Disposable-30mg-Emblic Juice",10.50,6.00,0,,,,,,,Z,0
DVTMNS300604,"Veex Taki T32 Mini Cup 6000 Puffs Single Disposable-30mg-Green Grape",10.50,6.00,0,,,,,,,Z,0
DVTMNS300605,"Veex Taki T32 Mini Cup 6000 Puffs Single Disposable-30mg-Iced Black Currant",10.50,6.00,0,,,,,,,Z,0
DVTMNS300606,"Veex Taki T32 Mini Cup 6000 Puffs Single Disposable-30mg-Iced Green Tea",10.50,6.00,0,,,,,,,Z,0
DVTMNS300607,"Veex Taki T32 Mini Cup 6000 Puffs Single Disposable-30mg-Ice Lemon",10.50,6.00,0,,,,,,,Z,0
DVTMNS300608,"Veex Taki T32 Mini Cup 6000 Puffs Single Disposable-30mg-Iced Lemon Tea",10.50,6.00,0,,,,,,,Z,0
DVTMNS300609,"Veex Taki T32 Mini Cup 6000 Puffs Single Disposable-30mg-Tieguanyin",10.50,6.00,0,,,,,,,Z,0
DHOBOS500014,"Puff HotBox 7500 Puffs Single Disposable-Black Ice",9.99,6.75,0,,,,,,,Z,0
DHOBOS500011,"Puff HotBox 7500 Puffs Single Disposable-Clear",9.99,6.75,0,,,,,,,Z,0
DHOBOS500013,"Puff HotBox 7500 Puffs Single Disposable-White Gummy Ice",9.99,6.75,0,,,,,,,Z,0
KOPSCS180005-1,"OPMS Silver Kratom Caps-18g-Red Vein Sumatra",8.99,3.40,0,,,,,,,Z,0
KREHES080001,"Remarkable Herbs Kratom Powder-8oz-Indo Green Vein",28.99,10.50,10,,,,,,,Z,11
KREHES080002,"Remarkable Herbs Kratom Powder-8oz-Malaysian Green Vein",30.99,11.50,0,,,,,,,Z,0
KREHES080003,"Remarkable Herbs Kratom Powder-8oz-Maeng Da Green Vein",28.99,10.50,0,,,,,,,Z,0
KREHES080004,"Remarkable Herbs Kratom Powder-8oz-Thai Green Vein",28.19,10.15,0,,,,,,,Z,0
KREHES080005,"Remarkable Herbs Kratom Powder-8oz-Vietnam Green Vein",28.99,10.50,13,,,,,,,Z,13
KREHES080006,"Remarkable Herbs Kratom Powder-8oz-Bali Red Vein",30.99,11.50,0,,,,,,,Z,0
KREHES080007,"Remarkable Herbs Kratom Powder-8oz-Maeng Da Red Vein",28.99,10.50,0,,,,,,,Z,0
KREHES080008,"Remarkable Herbs Kratom Powder-8oz-Maeng Da White Vein",28.99,10.50,0,,,,,,,Z,0
KREHES200001,"Remarkable Herbs Kratom Powder-20oz-Indo Green Vein",59.99,20.00,12,,,,,,,Z,12
KREHES200004,"Remarkable Herbs Kratom Powder-20oz-Thai Green Vein",55.99,18.50,9,,,,,,,Z,9
KREHES200002,"Remarkable Herbs Kratom Powder-20oz-Vietnam Green Vein",59.99,20.00,7,,,,,,,Z,7
KREHES200005,"Remarkable Herbs Kratom Powder-20oz-Maeng Da Red Vein",59.99,20.00,0,,,,,,,Z,0
KREHES200003,"Remarkable Herbs Kratom Powder-20oz-Maeng Da White Vein",59.99,20.00,0,,,,,,,Z,0
DELFBP300530,"3% Elf Bar BC5000 Disposable 10-Pack-30mg-Watermelon Brzz Ice",120.00,80.00,0,,,,,,,Z,0
DELFBP300531,"3% Elf Bar BC5000 Disposable 10-Pack-30mg-Strawberry Watermelon",120.00,80.00,0,,,,,,,Z,0
DELFBP300532,"3% Elf Bar BC5000 Disposable 10-Pack-30mg-Summer Time",120.00,80.00,0,,,,,,,Z,0
DELFBP300533,"3% Elf Bar BC5000 Disposable 10-Pack-30mg-Strawberry Ice",120.00,80.00,0,,,,,,,Z,0
DELFBP300534,"3% Elf Bar BC5000 Disposable 10-Pack-30mg-Strawberry Pina Colada",120.00,80.00,0,,,,,,,Z,0
DELFBP300535,"3% Elf Bar BC5000 Disposable 10-Pack-30mg-Watermelon Nana Ice",120.00,80.00,0,,,,,,,Z,0
DELFBP300536,"3% Elf Bar BC5000 Disposable 10-Pack-30mg-Strazz",120.00,80.00,0,4895257202804,20.12,,,,,B-5-3,0
DELFBP300537,"3% Elf Bar BC5000 Disposable 10-Pack-30mg-Miami Mint",120.00,80.00,0,,,,,,,Z,0
DKVOSP500306,"Kangvape Onee Stick Disposable 3000 Puffs 10-Pack-Pear Cotton",25.00,57.00,0,,,,,,,Z,0
DKVOSP500313,"Kangvape Onee Stick Disposable 3000 Puffs 10-Pack-Sour Apple",25.00,59.00,0,,,,,,,Z,0
ONT031181,"Lost Vape Centaurus M200 Mod-Dying Light",58.00,41.28,0,,,,,,,Z,0
ONT031182,"Lost Vape Centaurus M200 Mod-Splatoon",58.00,41.28,0,,,,,,,Z,0
DNOVOP500607,"SMOK Novo Bar AL6000 Disposable 10-Pack-Lemonade Chill",60.00,50.00,0,,,,,,,Z,0
DNOVOP500608,"SMOK Novo Bar AL6000 Disposable 10-Pack-Strawnana",65.00,50.00,0,,,,,,,Z,0
DNOVOP500609,"SMOK Novo Bar AL6000 Disposable 10-Pack-Sundown",60.00,20.00,0,,,,,,,Z,0
DNOVOP500610,"SMOK Novo Bar AL6000 Disposable 10-Pack-Mixed Berries",65.00,50.00,0,,,,,,,Z,0
KOPLIP450001,"OPMS Black Liquid Kratom 45-Count Box",520.00,371.25,0,,,,,,,Z,0
DNOVOP500618,"SMOK Novo Bar AL6000 Disposable 10-Pack-Cherry Cola",60.00,50.00,0,,,,,,,Z,0
DNOVOP500619,"SMOK Novo Bar AL6000 Disposable 10-Pack-Raspberry Ice Tea",65.00,50.00,0,,,,,,,Z,0
DNOVOP500611,"SMOK Novo Bar AL6000 Disposable 10-Pack-White Gummy",65.00,50.00,0,,,,,,,Z,0
KOPLIP450002,"OPMS Gold Liquid Kratom 45-Count Box",520.00,371.25,0,,,,,,,Z,0
KOPICP020002,"OPMS Gold Kratom Capsules 2-Count",11.90,8.50,0,,,,,,,Z,0
KOPICP020001,"OPMS Black Kratom Capsules 2-Count",11.90,8.50,0,,,,,,,Z,0
DFLPBP500620,"Flum Pebble 6000 Puffs Rechargeable Disposable 10-Pack-Blanco Grapefruit",133.00,95.00,0,810105773163,24.08,,,,,C-2-4,0
DFLPBP500621,"Flum Pebble 6000 Puffs Rechargeable Disposable 10-Pack-Cranberry Grape",133.00,95.00,0,,,,,,,Z,0
DVAPGP500019,"Vapengin 5500 Puffs Disposable 5-Pack-Vanilla Ice Cream",70.00,28.00,0,,,,,,,Z,0
DVAPGP500020,"Vapengin 5500 Puffs Disposable 5-Pack-Raspberry Lemon",70.00,28.00,0,,0.00,,,,,Z,0
KREHES200006,"Remarkable Herbs Kratom Powder-20oz-Maeng Da Green Vein",59.99,20.00,0,,,,,,,Z,0
DELFBP300538,"3% Elf Bar BC5000 Disposable 10-Pack-30mg-Blue Razz Lemon",120.00,80.00,0,,,,,,,Z,0
BLICOS000001,"Lithicore 21700 Battery 1 Pack-3700mAh",11.25,6.99,0,,,,,,,Z,0
DABMNP500208,"Air Bar Mini 2000 Puffs Disposable 10-Pack-50 mg-Blue Razz",64.99,41.00,0,,,,,,,Z,0
DABMNP500209,"Air Bar Mini 2000 Puffs Disposable 10-Pack-50 mg-Black Ice",64.99,41.00,0,,,,,,,Z,0
DABMNP500207,"Air Bar Mini 2000 Puffs Disposable 10-Pack-50 mg-Watermelon Ice",64.99,41.00,0,,,,,,,Z,0
DABMNP500210,"Air Bar Mini 2000 Puffs Disposable 10-Pack-50 mg-Watermelon Candy",64.99,41.00,0,,,,,,,Z,0
DABMNP500211,"Air Bar Mini 2000 Puffs Disposable 10-Pack-50 mg-Strawberry Kiwi",64.99,41.00,0,,,,,,,Z,0
DABMNP500202,"Air Bar Mini 2000 Puffs Disposable 10-Pack-50 mg-Rainbow Blast",64.99,41.00,0,,,,,,,Z,0
DABMNP500205,"Air Bar Mini 2000 Puffs Disposable 10-Pack-50 mg-Peach Mango Pineapple",64.99,41.00,0,,,,,,,Z,0
DABMNP500201,"Air Bar Mini 2000 Puffs Disposable 10-Pack-50 mg-Peach Blueberry Candy",64.99,41.00,0,,,,,,,Z,0
DABMNP500204,"Air Bar Mini 2000 Puffs Disposable 10-Pack-50 mg-Cool Mint",64.99,41.00,0,,,,,,,Z,0
DABMNP500203,"Air Bar Mini 2000 Puffs Disposable 10-Pack-50 mg-Grape Ice",64.99,41.00,0,,,,,,,Z,0
DABMNP500212,"Air Bar Mini 2000 Puffs Disposable 10-Pack-50 mg-Miami Mint",64.99,41.00,0,,,,,,,Z,0
DABMNP500206,"Air Bar Mini 2000 Puffs Disposable 10-Pack-50 mg-Mixed Berries",64.99,41.00,0,,,,,,,Z,0
DABNXP500602,"Air Bar NEX 6500 Puffs Disposable 10-Pack-50mg-Miami Mint",100.00,71.00,0,,,,,,,Z,0
DABNXP500604,"Air Bar NEX 6500 Puffs Disposable 10-Pack-50mg-Blueberry Ice",100.00,71.00,0,,,,,,,Z,0
DABNXP500603,"Air Bar NEX 6500 Puffs Disposable 10-Pack-50mg-Grape Ice",100.00,71.00,0,,,,,,,Z,0
DABNXP500606,"Air Bar NEX 6500 Puffs Disposable 10-Pack-50mg-Pineapple Coconut",100.00,71.00,0,,,,,,,Z,0
DABNXP500601,"Air Bar NEX 6500 Puffs Disposable 10-Pack-50mg-Pineapple Mango",100.00,71.00,0,,,,,,,Z,0
DABNXP500605,"Air Bar NEX 6500 Puffs Disposable 10-Pack-50mg-Watermelon Ice",100.00,71.00,0,,,,,,,Z,0
KREHES200007,"Remarkable Herbs Kratom Powder-20oz-Malaysian Green Vein",63.99,22.50,0,,,,,,,Z,0
KREHES200008,"Remarkable Herbs Kratom Powder-20oz-Bali Red Vein",63.99,22.50,5,,,,,,,Z,6
DFFLOP500037,"Flum Float Disposable 10-Pack-50mg-Rums Freeze",110.00,90.00,0,810105772944,26.14,,,,,A-4-4,3
DPKEBP500527,"Pod King x Elf Bar XC5000 Disposable 10-Pack-Fresh Mint (Limited Edition)",135.00,79.00,0,,,,,,,Z,0
DPKEBP500528,"Pod King x Elf Bar XC5000 Disposable 10-Pack-Peach Fcuking Fab (Limited Edition)",135.00,81.00,0,6926608112270,21.40,,,,,A-6-4,0
DSWMOP500016,"Snowwolf Mino 6500 Puffs Display Package",1399.00,825.00,0,,,,,,,Z,0
