SKU,Name,Cost,Quantity
DESBAP500001,"Esco Bars 2500 Puffs Disposable 10-Pack - Banana Ice",67.00,0
DESBAP500008,"Esco Bars 2500 Puffs Disposable 10-Pack - Red Apple",67.00,0
DESBAP500002,"Esco Bars 2500 Puffs Disposable 10-Pack - Blue Raspberry",67.00,0
DESBAP500014,"Esco Bars 2500 Puffs Disposable 10-Pack - Mango Ice",67.50,0
DESBAP500006,"Esco Bars 2500 Puffs Disposable 10-Pack - Peach Ice",67.00,0
DESBAP500007,"Esco Bars 2500 Puffs Disposable 10-Pack - Pink Lemonade",67.00,0
DESBAP500009,"Esco Bars 2500 Puffs Disposable 10-Pack - Spearmint",67.00,0
DESBAP500011,"Esco Bars 2500 Puffs Disposable 10-Pack - Strawberry Ice",67.00,0
DESBAP500012,"Esco Bars 2500 Puffs Disposable 10-Pack - Watermelon Ice",67.00,0
DESBAP500003,"Esco Bars 2500 Puffs Disposable 10-Pack - Bubblegum Ice",67.00,0
DHYEDP50014,"Hyde Edge 1500 Puffs Disposable 10-Pack - 5% - Raspberry Watermelon",52.50,0
PSMTFP000001,"SMOK TFV18 Coils 3 Pack - Dual Mesh 0.15ohm",7.46,0
DKVOSP000013,"KangVape Onee Stick Disposable 1900 Puffs 10 Pack - Classic Custard (Banana Ice)",37.00,0
DKVOSP000011,"KangVape Onee Stick Disposable 1900 Puffs 10 Pack - Blue Cloud (Blueberry Lemon)",43.00,0
HKVOSD19COLIC,"KangVape Onee Stick Disposable 1900 Puffs 10 Pack - Creamy Float (Cola Ice)",40.00,0
DKVOSP000007,"KangVape Onee Stick Disposable 1900 Puffs 10 Pack - Cool Mint",43.00,0
DKVOSP000002,"KangVape Onee Stick Disposable 1900 Puffs 10 Pack - Devine (Energy Drink)",43.00,110
DKVOSP000001,"KangVape Onee Stick Disposable 1900 Puffs 10 Pack - Vintage (Grape Ice)",43.00,0
DKVOSP000014,"KangVape Onee Stick Disposable 1900 Puffs 10 Pack - Musky (Guava Ice)",37.00,0
DKVOSP000016,"KangVape Onee Stick Disposable 1900 Puffs 10 Pack - Tropical Ice Cream (Mango Ice)",37.00,0
DKVOSP000005,"KangVape Onee Stick Disposable 1900 Puffs 10 Pack - Tutti Frutti (Mix Fruit)",37.00,0
DKVOSP000009,"KangVape Onee Stick Disposable 1900 Puffs 10 Pack - Orange Soda",37.00,0
DKVOSP000008,"KangVape Onee Stick Disposable 1900 Puffs 10 Pack - Pitchy Delight (Peach Ice)",43.00,0
DKVOSP000004,"KangVape Onee Stick Disposable 1900 Puffs 10 Pack - Yellow Breeze (Pineapple Ice)",43.00,0
DKVOSP000015,"KangVape Onee Stick Disposable 1900 Puffs 10 Pack - Red Ice (Strawberry Ice)",43.00,0
DLTFNP500003,"Lush 2500 Puffs TFN Disposable 10 Pack - Grape Soda",59.75,0
DLTFNP500004,"Lush 2500 Puffs TFN Disposable 10 Pack - Jackfruit",59.75,2
DLTFNP500005,"Lush 2500 Puffs TFN Disposable 10 Pack - Lychee Kiwi Strawberry",59.75,0
DLTFNP500011,"Lush 2500 Puffs TFN Disposable 10 Pack - Strawberry Cheesecake",60.00,0
DLTFNP500008,"Lush 2500 Puffs TFN Disposable 10 Pack - Oreo Milkshake",60.00,0
DLTFNP500006,"Lush 2500 Puffs TFN Disposable 10 Pack - Lychee Papaya Strawberry",59.75,0
DLTFNP500001,"Lush 2500 Puffs TFN Disposable 10 Pack - Aloe Mango Honeydew Ice",59.75,0
DLTFNP500009,"Lush 2500 Puffs TFN Disposable 10 Pack - Peach Blue Raspberry",59.75,0
DLTFNP500012,"Lush 2500 Puffs TFN Disposable 10 Pack - Ube Vanilla Custard Cake",59.75,0
DLTFNP500010,"Lush 2500 Puffs TFN Disposable 10 Pack - Peach Mango Strawberry",59.75,5
DLTFNP500002,"Lush 2500 Puffs TFN Disposable 10 Pack - Banana Peanut Butter",60.00,0
DHERCP50001,"Hyde Edge Recharge 3300 Puffs Disposable 10-Pack-Aloe Grape",74.00,0
DHERCP50002,"Hyde Edge Recharge 3300 Puffs Disposable 10-Pack-Banana Ice",74.00,0
DHERCP50003,"Hyde Edge Recharge 3300 Puffs Disposable 10-Pack-Blue Razz",74.00,0
DHERCP50004,"Hyde Edge Recharge 3300 Puffs Disposable 10-Pack-Blue Razz Ice",74.00,0
DHERCP50008,"Hyde Edge Recharge 3300 Puffs Disposable 10-Pack-Honeydew Punch",74.00,0
DHERCP50009,"Hyde Edge Recharge 3300 Puffs Disposable 10-Pack-Lush Ice",75.00,0
DHERCP50010,"Hyde Edge Recharge 3300 Puffs Disposable 10-Pack-Neon Rain",75.00,0
DHERCP50011,"Hyde Edge Recharge 3300 Puffs Disposable 10-Pack-Peach Mango Watermelon",74.00,0
DHERCP50012,"Hyde Edge Recharge 3300 Puffs Disposable 10-Pack-Pina Colada",74.00,0
DHERCP50013,"Hyde Edge Recharge 3300 Puffs Disposable 10-Pack-Pineapple Ice",75.00,0
DHERCP50014,"Hyde Edge Recharge 3300 Puffs Disposable 10-Pack-Pineapple Peach Mango",74.00,0
DHERCP50015,"Hyde Edge Recharge 3300 Puffs Disposable 10-Pack-Pink Lemonade",75.00,0
DHERCP50016,"Hyde Edge Recharge 3300 Puffs Disposable 10-Pack-Raspberry Watermelon",74.00,0
DHERCP50017,"Hyde Edge Recharge 3300 Puffs Disposable 10-Pack-Sour Apple Ice",75.00,0
DHERCP50018,"Hyde Edge Recharge 3300 Puffs Disposable 10-Pack-Spearmint",74.00,0
HHYDERDSBCM,"Hyde Edge Recharge 3300 Puffs Disposable 10-Pack-Strawberries and Cream",85.00,0
DHERCP50020,"Hyde Edge Recharge 3300 Puffs Disposable 10-Pack-Strawberry Banana",75.00,0
DHYCRP500001,"Hyde Color Recharge Disposable 10 Pack - Aloe Grape",50.00,0
DHYCRP500002,"Hyde Color Recharge Disposable 10 Pack - Banana Ice",50.00,0
DHYCRP500003,"Hyde Color Recharge Disposable 10 Pack - Blue Razz",50.00,0
DHYCRP500004,"Hyde Color Recharge Disposable 10 Pack - Blue Razz Ice",50.00,0
DHYCRP500005,"Hyde Color Recharge Disposable 10 Pack - Honeydew Punch",50.00,0
DHYCRP500006,"Hyde Color Recharge Disposable 10 Pack - Lemon Crumble",50.00,0
DHYCRP500007,"Hyde Color Recharge Disposable 10 Pack - Lush Ice",50.00,0
DHYCRP500008,"Hyde Color Recharge Disposable 10 Pack - Neon Rain",50.00,0
DHYCRP500009,"Hyde Color Recharge Disposable 10 Pack - Peach Mango Watermelon",50.00,0
DHYCRP500010,"Hyde Color Recharge Disposable 10 Pack - Pina Colada",50.00,0
DHYCRP500011,"Hyde Color Recharge Disposable 10 Pack - Pineapple Ice",50.00,0
"DHYCRPr Recharge Disposable 10 Pack - Pineapple Peach Mango500012","Hyde Color Recharge Disposable 10 Pack - Pineapple Peach Mango",50.00,0
DHYCRP500014,"Hyde Color Recharge Disposable 10 Pack - Raspberry Watermelon",50.00,0
DHYCRP500015,"Hyde Color Recharge Disposable 10 Pack - Sour Apple Ice",50.00,0
DHYCRP500016,"Hyde Color Recharge Disposable 10 Pack - Spearmint",50.00,0
DHYCRP500017,"Hyde Color Recharge Disposable 10 Pack - Strawberries and Cream",50.00,0
DHYCRP500018,"Hyde Color Recharge Disposable 10 Pack - Strawberry Banana",50.00,0
DHYCRP500013,"Hyde Color Recharge Disposable 10 Pack - Pink Lemonade",50.00,0
DABMXS500005,"Air Bar Max Single Disposable 6.5mL - Peach Mango",0.25,0
DABMXS500006,"Air Bar Max Single Disposable 6.5mL - Watermelon Ice",0.25,0
DABMXS500008,"Air Bar Max Single Disposable 6.5mL - Berries Shake",0.25,0
JUICE02,"Jam Monster Salts 30ML - 48mg - Banana PB &amp;amp; J",5.90,0
"Lush Disposable Samples - Lush 1500","Lush Disposable Samples - Lush 1500",0.00,0
"Lush Disposable Samples - Lush Flow","Lush Disposable Samples - Lush Flow",0.00,0
"Lush Disposable Samples - Lush Dual","Lush Disposable Samples - Lush Dual",0.00,0
"Lush Disposable Samples - Lush 2500 TFN","Lush Disposable Samples - Lush 2500 TFN",0.00,0
DHIRCP500004,"Hyde Icon Recharge Disposable 10-Pack - 5% - Blue Razz Ice",80.00,0
DHIRCP500001,"Hyde Icon Recharge Disposable 10-Pack - 5% - Aloe Grape",80.00,0
DHIRCP500002,"Hyde Icon Recharge Disposable 10-Pack - 5% - Banana Ice",80.00,0
DHIRCP500008,"Hyde Icon Recharge Disposable 10-Pack - 5% - Peach Mango Watermelon",80.00,0
DHIRCP500016,"Hyde Icon Recharge Disposable 10-Pack - 5% - Strawberry Banana",80.00,0
DHIRCP500013,"Hyde Icon Recharge Disposable 10-Pack - 5% - Sour Apple",80.00,0
DHIRCP500009,"Hyde Icon Recharge Disposable 10-Pack - 5% - Pina Colada",80.00,0
ONT015137-1,"Drip Bar Single Disposable - 50mg - Red Apple Ice",0.00,0
"Drip Bar Single Disposable - Red Apple Ice","Drip Bar Single Disposable - Red Apple Ice",0.00,0
COIL44,"SMOK Novo X Replacement Pods 3 Pack - Clear Mesh 0.8ohm",4.60,0
DKVOSP000012,"KangVape Onee Stick Disposable 1900 Puffs 10 Pack - Blue Razz Ice",43.00,0
DKVOSP000010,"KangVape Onee Stick Disposable 1900 Puffs 10 Pack - Banberry (Banana Strawberry Ice)",45.00,0
DKVOSP000003,"KangVape Onee Stick Disposable 1900 Puffs 10 Pack - Melontime (Melon Ice)",43.00,0
DABDMP500013,"Air Bar Diamond Disposable 10-Pack - 5% - Raspberry Grapefruit",30.00,0
DABDMP500016,"Air Bar Diamond Disposable 10-Pack - 5% - Watermelon Apple Ice",30.00,0
DABDMP500009,"Air Bar Diamond Disposable 10-Pack - 5% - Mango",30.00,0
"Sugoi 100ml Dropship","Sugoi 100ml Dropship",0.00,0
"Geek Bar Disposable 575 Puffs - Mixed Berries","Geek Bar Disposable 575 Puffs - Mixed Berries",0.00,300
"Geek Bar Disposable 575 Puffs - Blueberry Raspberry Lemon","Geek Bar Disposable 575 Puffs - Blueberry Raspberry Lemon",0.00,300
"Geek Bar Disposable 575 Puffs - Aloe Mango Melon Ice","Geek Bar Disposable 575 Puffs - Aloe Mango Melon Ice",0.00,0
"Geek Bar Disposable 575 Puffs - Peach Ice","Geek Bar Disposable 575 Puffs - Peach Ice",0.00,300
"Geek Bar Disposable 575 Puffs - Lush Ice","Geek Bar Disposable 575 Puffs - Lush Ice",0.00,300
"Geek Bar Disposable 575 Puffs - Grape Soda","Geek Bar Disposable 575 Puffs - Grape Soda",0.00,300
"Geek Bar Disposable 575 Puffs - Guava Ice","Geek Bar Disposable 575 Puffs - Guava Ice",0.00,300
DABDMP500001,"Air Bar Diamond Disposable 10-Pack - 5% - Aloe Blackcurrant",30.00,0
DABDMP500004,"Air Bar Diamond Disposable 10-Pack - 5% - Blueberry Kiwi Ice",30.00,0
DABDMP500008,"Air Bar Diamond Disposable 10-Pack - 5% - Love Story",30.00,0
DABDMP500030,"Air Bar Diamond Disposable 10-Pack - 5% - Swiss",30.00,0
DKVOSP000006,"KangVape Onee Stick Disposable 1900 Puffs 10 Pack - Lush Ice",43.00,38
"Geek Bar Pro Disposable 1500 Puffs - Aloe Mango Melon Ice","Geek Bar Pro Single Disposable 1500 Puffs - Aloe Mango Melon Ice",5.80,0
"Geek Bar Pro Disposable 1500 Puffs - Blueberry Raspberry Lemon","Geek Bar Pro Single Disposable 1500 Puffs - Blueberry Raspberry Lemon",5.80,0
"Geek Bar Pro Disposable 1500 Puffs - Grape Soda","Geek Bar Pro Single Disposable 1500 Puffs - Grape Soda",5.80,0
"Geek Bar Pro Disposable 1500 Puffs - Guava Ice","Geek Bar Pro Single Disposable 1500 Puffs - Guava Ice",5.80,0
"Geek Bar Pro Disposable 1500 Puffs - Icy Cola","Geek Bar Pro Single Disposable 1500 Puffs - Icy Cola",5.80,0
"Geek Bar Pro Disposable 1500 Puffs - Lush Ice","Geek Bar Pro Single Disposable 1500 Puffs - Lush Ice",5.80,0
"Geek Bar Pro Disposable 1500 Puffs - Mixed Berries","Geek Bar Pro Single Disposable 1500 Puffs - Mixed Berries",5.80,0
"Geek Bar Pro Disposable 1500 Puffs - Orange Soda","Geek Bar Pro Single Disposable 1500 Puffs - Orange Soda",5.80,0
"Geek Bar Pro Disposable 1500 Puffs - Peach Ice","Geek Bar Pro Single Disposable 1500 Puffs - Peach Ice",5.80,0
"Geek Bar Pro Disposable 1500 Puffs - Strawberry Banana","Geek Bar Pro Single Disposable 1500 Puffs - Strawberry Banana",5.80,0
DABMXP500003,"Suorin Air Bar Max Disposable 10-Pack - 5.00% - Apple Shake",65.00,0
DABMXP500005,"Suorin Air Bar Max Disposable 10-Pack - 5.00% - Berries Shake",62.50,0
DABMXP500007,"Suorin Air Bar Max Disposable 10-Pack - 5.00% - Blueberry Lemon Ice",62.50,0
DABMXP500009,"Suorin Air Bar Max Disposable 10-Pack - 5.00% - Cool Mint",62.50,0
DABMXP500012,"Suorin Air Bar Max Disposable 10-Pack - 5.00% - Guava Shake",62.50,0
DABMXP500016,"Suorin Air Bar Max Disposable 10-Pack - 5.00% - Melon Shake",1.00,0
DABMXP500004,"Suorin Air Bar Max Disposable 10-Pack - 5.00% - Banana Shake",62.50,0
DABMXP500006,"Suorin Air Bar Max Disposable 10-Pack - 5.00% - Blueberry Blackcurrant",62.50,0
PSMN4P000001,"SMOK LP1 Replacement Coils 5-Pack - LP1 Mesh 0.8ohm",6.81,0
"Geek Bar Disposable 575 Puffs - Orange Soda","Geek Bar Disposable 575 Puffs - Orange Soda",0.00,0
"Geek Bar Disposable 575 Puffs - Strawberry Banana","Geek Bar Disposable 575 Puffs - Strawberry Banana",0.00,0
JSVRES350301,"Sugoi Vapor Salt Series 30ML-35mg-Rei",6.40,156
JSVRYS350301,"Sugoi Vapor Salt Series 30ML-35mg-Ryu",6.90,123
JSVRES500501,"Sugoi Vapor Salt Series 30ML-50mg-Rei",6.40,154
JSVRYS500301,"Sugoi Vapor Salt Series 30ML-50mg-Ryu",6.90,159
DABMXP500014,"Suorin Air Bar Max Disposable 10-Pack-5.00%-Kiwi Berry Ice",62.50,0
DABMXP500015,"Suorin Air Bar Max Disposable 10-Pack-5.00%-Lemon Shake",65.00,0
DABMXP500018,"Suorin Air Bar Max Disposable 10-Pack-5.00%-Pudding",62.50,0
JSVGKS005001,"Sugoi Vapor Series (100mL)-0mg-Good Karma",5.50,80
JSVBKS035001,"Sugoi Vapor Series (100mL)-0mg-Bad Karma",5.50,80
JSVYNS005001,"Sugoi Vapor Series (100mL)-0mg-Yin",5.50,105
JSVYGS005001,"Sugoi Vapor Series (100mL)-0mg-Yang",5.50,96
"Sugoi Vapor Series (100mL)-0mg-Neptune Berries","Sugoi Vapor Series (100mL)-0mg-Neptune Berries",5.00,0
"Sugoi Vapor Series (100mL)-0mg-Fruitsphere","Sugoi Vapor Series (100mL)-0mg-Fruitsphere",5.00,0
"Sugoi Vapor Series (100mL)-0mg-Ninja Man","Sugoi Vapor Series (100mL)-0mg-Ninja Man",5.00,0
"Sugoi Vapor Series (100mL)-0mg-Razz Man","Sugoi Vapor Series (100mL)-0mg-Razz Man",5.00,0
"Sugoi Vapor Series (100mL)-0mg-One Inch Punch","Sugoi Vapor Series (100mL)-0mg-One Inch Punch",5.00,0
JSVGKS035002,"Sugoi Vapor Series (100mL)-3mg-Good Karma",5.50,142
JSVBKS035002,"Sugoi Vapor Series (100mL)-3mg-Bad Karma",5.50,103
JSVYNS035002,"Sugoi Vapor Series (100mL)-3mg-Yin",5.50,196
JSVYGS035002,"Sugoi Vapor Series (100mL)-3mg-Yang",5.50,202
"Sugoi Vapor Series (100mL)-3mg-Neptune Berries","Sugoi Vapor Series (100mL)-3mg-Neptune Berries",5.00,0
"Sugoi Vapor Series (100mL)-3mg-Fruitsphere","Sugoi Vapor Series (100mL)-3mg-Fruitsphere",5.00,0
"Sugoi Vapor Series (100mL)-3mg-Ninja Man","Sugoi Vapor Series (100mL)-3mg-Ninja Man",5.00,-25
"Sugoi Vapor Series (100mL)-3mg-Razz Man","Sugoi Vapor Series (100mL)-3mg-Razz Man",5.00,0
"Sugoi Vapor Series (100mL)-3mg-One Inch Punch","Sugoi Vapor Series (100mL)-3mg-One Inch Punch",5.00,0
JSVGKS065003,"Sugoi Vapor Series (100mL)-6mg-Good Karma",5.50,95
JSVBKS065003,"Sugoi Vapor Series (100mL)-6mg-Bad Karma",5.50,155
JSVYNS065003,"Sugoi Vapor Series (100mL)-6mg-Yin",5.50,184
JSVYGS065003,"Sugoi Vapor Series (100mL)-6mg-Yang",5.50,196
"Sugoi Vapor Series (100mL)-6mg-Neptune Berries","Sugoi Vapor Series (100mL)-6mg-Neptune Berries",5.00,0
"Sugoi Vapor Series (100mL)-6mg-Fruitsphere","Sugoi Vapor Series (100mL)-6mg-Fruitsphere",5.00,0
"Sugoi Vapor Series (100mL)-6mg-Ninja Man","Sugoi Vapor Series (100mL)-6mg-Ninja Man",5.00,0
"Sugoi Vapor Series (100mL)-6mg-Razz Man","Sugoi Vapor Series (100mL)-6mg-Razz Man",5.00,0
"Sugoi Vapor Series (100mL)-6mg-One Inch Punch","Sugoi Vapor Series (100mL)-6mg-One Inch Punch",5.00,0
DHERCP50006,"Hyde Edge Recharge 3300 Puffs Disposable 10-Pack-Cola Ice",74.00,0
DABLLS500108,"Air Bar Lux Single Disposable 2.7mL-Raspberry Grapefruit",0.25,0
DABLLS500102,"Air Bar Lux Single Disposable 2.7mL-Triple Shake",0.25,0
DABLLS500110,"Air Bar Lux Single Disposable 2.7mL-Watermelon Apple Ice",0.25,0
DABLXP500023,"Air Bar Lux Disposable 10-Pack-50mg-Pineapple Shake",42.50,0
DABLXP500021,"Air Bar Lux Disposable 10-Pack-50mg-Peach Lemon Pie",42.50,0
DABLXP500017,"Air Bar Lux Disposable 10-Pack-50mg-Guava Shake",5.00,0
DABLXP500013,"Air Bar Lux Disposable 10-Pack-50mg-Cranberry Grape",45.00,0
DABLXP500012,"Air Bar Lux Disposable 10-Pack-50mg-Cool Mint",42.50,0
DABLXP500009,"Air Bar Lux Disposable 10-Pack-50mg-Caramel Popcorn",42.50,0
DABLXP500033,"Air Bar Lux Disposable 10-Pack-50mg-Vitamin Water",40.00,0
DABMXP500010,"Suorin Air Bar Max Disposable 10-Pack-5.00%-Cranberry Grape",62.50,0
DABMXP500019,"Suorin Air Bar Max Disposable 10-Pack-5.00%-Red Bull Ice",62.50,0
DABLXP500020,"Air Bar Lux Disposable 10-Pack-50mg-Orange Shake",42.50,0
DABLXP500019,"Air Bar Lux Disposable 10-Pack-50mg-Orange Juice",42.50,0
DABLXP500002,"Air Bar Lux Disposable 10-Pack-50mg-Apple Shake",45.00,0
COIL32,"Uwell Yearn Neat 2 Replacement Pod 2-Pack",2.90,0
DABLLS500101,"Air Bar Lux Single Disposable 2.7mL-Apple Shake",0.25,0
DABLLS500103,"Air Bar Lux Single Disposable 2.7mL-Cranberry Grape",0.25,0
DABMXS500004,"Air Bar Max Single Disposable 6.5mL-Apple Shake",0.25,0
DABMXS500001,"Air Bar Max Single Disposable 6.5mL-Cranberry Grape",0.25,0
DABMXS500002,"Air Bar Max Single Disposable 6.5mL-Lemon Shake",0.25,0
DFFLOP500001,"Flum Float Disposable 10-Pack-50mg-Aloe Grape",90.00,0
DFFLOP500003,"Flum Float Disposable 10-Pack-50mg-Cool Mint",90.00,0
DFFLOP500007,"Flum Float Disposable 10-Pack-50mg-Lush Ice",90.00,0
DFFLOP500008,"Flum Float Disposable 10-Pack-50mg-Mix Berries",90.00,0
DFFLOP500011,"Flum Float Disposable 10-Pack-50mg-Red Bang",90.00,0
DFFLOP500012,"Flum Float Disposable 10-Pack-50mg-Strawberry Banana",90.00,0
DFFLOP500014,"Flum Float Disposable 10-Pack-50mg-Strawberry Mango",90.00,0
DABMXS500003,"Air Bar Max Single Disposable 6.5mL-Melon Shake",0.25,-5
DHRBRP500003,"Hyde Rebel Recharge Disposable 10-Pack-Blue Razz Ice",75.00,0
DHRBRP500004,"Hyde Rebel Recharge Disposable 10-Pack-Cola Ice",75.00,0
DHRBRP500005,"Hyde Rebel Recharge Disposable 10-Pack-Energize",75.00,0
DHRBRP500009,"Hyde Rebel Recharge Disposable 10-Pack-Pina Colada",75.00,0
DHRBRP500011,"Hyde Rebel Recharge Disposable 10-Pack-Sour Apple Ice",75.00,0
DHRBRP500013,"Hyde Rebel Recharge Disposable 10-Pack-Strawberries and Cream",75.00,0
DHRBRP500014,"Hyde Rebel Recharge Disposable 10-Pack-Strawberry Banana",75.00,0
DHRBRP500017,"Hyde Rebel Recharge Disposable 10-Pack-Tropical Gummy",75.00,0
DHYEDP50005,"Hyde Edge 1500 Puffs Disposable 10-Pack-5%-Cola Ice",52.50,0
DHYEDP50006,"Hyde Edge 1500 Puffs Disposable 10-Pack-5%-Energize",50.00,0
DHYEDP50027,"Hyde Edge 1500 Puffs Disposable 10-Pack-5%-Strawberry Kiwi",52.50,0
DHERCP50007,"Hyde Edge Recharge 3300 Puffs Disposable 10-Pack-Energize",74.00,0
DHERCP50021,"Hyde Edge Recharge 3300 Puffs Disposable 10-Pack-Strawberry Kiwi",74.00,0
DHERCP50022,"Hyde Edge Recharge 3300 Puffs Disposable 10-Pack-Tropical Gummy",74.00,0
DHIRCP500006,"Hyde Icon Recharge Disposable 10-Pack-5%-Energize",80.00,0
DHIRCP500005,"Hyde Icon Recharge Disposable 10-Pack-5%-Cola Ice",80.00,0
DHIRCP500003,"Hyde Icon Recharge Disposable 10-Pack-5%-Bananas and Cream",80.00,0
DHRBRP500001,"Hyde Rebel Recharge Disposable 10-Pack-Aloe Grape",75.00,0
DHRBRP500002,"Hyde Rebel Recharge Disposable 10-Pack-Banana Ice",75.00,0
DHRBRP500006,"Hyde Rebel Recharge Disposable 10-Pack-Lemon Crumble",77.50,0
DHRBRP500007,"Hyde Rebel Recharge Disposable 10-Pack-Lush Ice",75.00,0
DHRBRP500008,"Hyde Rebel Recharge Disposable 10-Pack-Peach Mango Watermelon",75.00,0
DHRBRP500010,"Hyde Rebel Recharge Disposable 10-Pack-Raspberry Watermelon",75.00,0
DHRBRP500012,"Hyde Rebel Recharge Disposable 10-Pack-Spearmint",75.00,0
DHRBRP500015,"Hyde Rebel Recharge Disposable 10-Pack-Strawberry Kiwi",75.00,0
DFFLOP500013,"Flum Float Disposable 10-Pack-50mg-Strawberry Ice Cream (Limited Edition)",90.00,0
DFFLOP500002,"Flum Float Disposable 10-Pack-50mg-Breeze (Limited Edition)",95.00,0
DFFLOP500010,"Flum Float Disposable 10-Pack-50mg-Pina Polo (Limited Edition)",90.00,0
JSVBKS352001,"Sugoi Vapor Salt Series 30ML-35mg-Bad Karma",4.50,171
JSVGKS352001,"Sugoi Vapor Salt Series 30ML-35mg-Good Karma",4.50,110
JSVYGS352001,"Sugoi Vapor Salt Series 30ML-35mg-Yang",4.50,200
JSVBKS502002,"Sugoi Vapor Salt Series 30ML-50mg-Bad Karma",4.50,177
JSVGKS502002,"Sugoi Vapor Salt Series 30ML-50mg-Good Karma",4.50,186
JSVYGS502002,"Sugoi Vapor Salt Series 30ML-50mg-Yang",4.50,177
DABLLS500109,"Air Bar Lux Single Disposable 2.7mL-Orange Shake",0.25,0
DABLLS500105,"Air Bar Lux Single Disposable 2.7mL-Vitamin Water",0.25,0
DPFPLP500006,"Puff Plus Disposable Vape - Pack of 10-Banana Vanilla Ice Cream",57.50,0
DPFPLP500024,"Puff Plus Disposable Vape - Pack of 10-Mamba Ice",57.50,0
"Puff Plus Disposable Vape 10 Pack-Banana Blue Razz","Puff Plus Disposable Vape - Pack of 10-Banana Blue Razz",30.00,0
DPFPLP500003,"Puff Plus Disposable Vape - Pack of 10-Apple Ice",57.50,0
DPFPLP500009,"Puff Plus Disposable Vape - Pack of 10-Blueberry Ice",30.00,0
DPFPLP500030,"Puff Plus Disposable Vape - Pack of 10-Orange Soda Ice",57.50,0
DPFPLP500032,"Puff Plus Disposable Vape - Pack of 10-Pineapple Lemonade",57.50,0
DPFPLP500007,"Puff Plus Disposable Vape - Pack of 10-Blue Razz Lemonade Ice",57.50,0
DPFPLP500025,"Puff Plus Disposable Vape - Pack of 10-Mango Ice",57.50,0
DPFPLP500027,"Puff Plus Disposable Vape - Pack of 10-Mango Pineapple Ice",57.50,0
DPFPLP500035,"Puff Plus Disposable Vape - Pack of 10-Strawberry Banana",57.50,0
DPFPLP500002,"Puff Plus Disposable Vape - Pack of 10-Apple Berry Ice",57.50,0
DPFPLP500005,"Puff Plus Disposable Vape - Pack of 10-Banana Ice Cream",30.00,0
DPFPLP500033,"Puff Plus Disposable Vape - Pack of 10-Pineapple Pear Ice",30.00,0
DPFPLP500015,"Puff Plus Disposable Vape - Pack of 10-Cool Melon",30.00,0
DHRTRP500005,"Hyde Retro Recharge Disposable 10-Pack-Cola Ice",77.50,0
DHRTRP500001,"Hyde Retro Recharge Disposable 10-Pack-Aloe Grape",77.50,0
DHRTRP500002,"Hyde Retro Recharge Disposable 10-Pack-Banana Ice",77.50,0
DHRTRP500004,"Hyde Retro Recharge Disposable 10-Pack-Blue Razz Ice",77.50,0
DHRTRP500007,"Hyde Retro Recharge Disposable 10-Pack-Honeydew Punch",77.50,0
DHRTRP500008,"Hyde Retro Recharge Disposable 10-Pack-Lemon Crumble",77.50,0
DHRTRP500009,"Hyde Retro Recharge Disposable 10-Pack-Lush Ice",77.50,0
DHRTRP500010,"Hyde Retro Recharge Disposable 10-Pack-Neon Rain",77.50,0
DHRTRP500012,"Hyde Retro Recharge Disposable 10-Pack-Pina Colada",77.50,0
DHRTRP500013,"Hyde Retro Recharge Disposable 10-Pack-Pineapple Ice",77.50,0
DHRTRP500016,"Hyde Retro Recharge Disposable 10-Pack-Sour Apple Ice",77.50,0
DHRTRP500018,"Hyde Retro Recharge Disposable 10-Pack-Strawberries &amp; Cream",77.50,0
DHRTRP500019,"Hyde Retro Recharge Disposable 10-Pack-Strawberry Banana",77.50,0
DPFPLP500013,"Puff Plus Disposable Vape - Pack of 10-Coco Melon Ice",57.50,0
DPFPLP500018,"Puff Plus Disposable Vape - Pack of 10-Fruit Fusion Ice",57.50,0
DABLLS500106,"Air Bar Lux Single Disposable 2.7mL-Pineapple Shake",0.25,-1
DPFPLP500034,"Puff Plus Disposable Vape - Pack of 10-Red Bull Ice",57.50,0
DPFPLP500004,"Puff Plus Disposable Vape - Pack of 10-Banana Blue Razz Ice",57.50,0
DPFPLP500038,"Puff Plus Disposable Vape - Pack of 10-Strawberry Ice",42.50,0
KSRPMS000004,"SMOK RPM 4 Kit-Pink",0.00,0
KSRPMS000002,"SMOK RPM 4 Kit-Brown Leather",0.00,0
KSRPMS000003,"SMOK RPM 4 Kit-Red Leather",0.00,0
KSRPMS000001,"SMOK RPM 4 Kit-Blue Leather",0.00,0
DBBMGS500003,"Big Boy Mega Rechargeable Single Disposable-Aloe Grape",10.00,0
DBBMGS500001,"Big Boy Mega Rechargeable Single Disposable-Berry Blast",10.00,0
DBBMGS500002,"Big Boy Mega Rechargeable Single Disposable-Blue Razz Ice",10.00,0
"Flum Float 12-Case Display","Flum Float 12-Case Display",1000.00,0
DRMGAP500001,"Rare Mega Disposable 10-Pack-Blackberry Strawberry",73.70,0
DRMGAP500002,"Rare Mega Disposable 10-Pack-Grape Aloe",73.70,0
DRMGAP500003,"Rare Mega Disposable 10-Pack-Hawaiian Freeze",73.70,0
DRMGAP500004,"Rare Mega Disposable 10-Pack-Summer Berries",73.70,0
DRMGAP500005,"Rare Mega Disposable 10-Pack-Watermelon Gummy Bear",73.70,0
DESBAP500004,"Esco Bars 2500 Puffs Disposable 10-Pack-Cotton Candy",67.00,0
