id,name,product_type,retailer_sku,vendor_sku,price,cost,vendor_name,purchase_name,manage_inventory,quantity_available,in_stock,leadtime_days,backordered_until,vendor_leadtime_days,upc,mpn,other_barcode,price_msrp,price_map,active,dimensions_units,height_dimension,width_dimension,length_dimension,depth_dimension,diameter_dimension,other_dimensions,weight,weight_units,custom_text_1,custom_text_2,custom_text_3
33868695,Samsung 25R 18650 Battery 1 Piece,simple,BSAMSP000003,HB25R,4.75,3.25,__multiple__,Samsung 25R - 2500 mAh Battery,true,0,,,,2,,,,,0.0,true,,0.0,0.0,0.0,0.0,0.0,,0.2,,,,
33868696,Smok Nord 2 RPM Pods (3-Pack),simple,ONT008793,ONT008793,2.74,1.91,__multiple__,IVPS - SMOK Nord 2 (Pods)(3-Pack) - RPM Compatible,true,168,true,,,1,,,,,0.0,true,,0.0,0.0,0.0,0.0,0.0,,0.2,,,,
33868698,SMOK RGC Conical Mesh Coils (5-Pack) 0.17ohm,simple,ONT008515,SMKRPM80RGCREPLCCOILPK5-CM017,9.71,7.65,__multiple__,IVPS - SMOK RGC (Coils)(5-Pack) - Conical Mesh 0.17ohm,true,244,true,,,1,,,,,0.0,true,,0.0,0.0,0.0,0.0,0.0,,0.1,,,,
33868701,SMOK Novo 2 Pods (3-Pack) DC 1.4ohm,simple,ONT006937,,5.24,2.876,__multiple__,IVPS - SMOK Novo 2 (Pods)(3-Pack) - DC 1.4ohm MTL(3-Pack),true,3036,true,,,1,,,,,0.0,true,,0.0,0.0,0.0,0.0,0.0,,0.1,,,,
33868702,SMOK Novo 2 Pods (3-Pack) Mesh 1.0ohm,simple,ONT006938,ONT006938,5.68,4.29,__multiple__,IVPS - SMOK Novo 2 (Pods)(3-Pack) - Mesh 1.0ohm,true,9095,true,,,1,,,,,0.0,true,,0.0,0.0,0.0,0.0,0.0,,0.1,,,,
33868713,VooPoo UForce Coils 5 Pack - U2 0.4ohm (Single Coil),simple,ONT001535,ONT001535,8.98,6.6,__multiple__,VOPO - Voopoo Uforce (Coils)(5-Pack) - U2 [Disc.],true,7,true,,,1,,,,,0.0,true,,0.0,0.0,0.0,0.0,0.0,,0.1,,,,
33868719,SMOK TFV12 Prince Coils 3 Pack - 0.4ohm Prince Q4,simple,ONT002187,ONT002187,6.3,4.71,__multiple__,IVPS - SMOK Prince (Coils)(3-Pack) - Q4,true,448,true,,,1,,,,,0.0,true,,0.0,0.0,0.0,0.0,0.0,,0.1,,,,
33868721,SMOK TFV12 Prince Coils 3 Pack - 0.15ohm Prince Mesh,simple,ONT002191,SMKV12PRNCCL-MESH,6.62,5.328,__multiple__,IVPS - SMOK Prince (Coils)(3-Pack) - Mesh 0.15ohm,true,457,true,,,1,,,,,0.0,true,,0.0,0.0,0.0,0.0,0.0,,0.1,,,,
33868722,SMOK TFV12 Prince Coils 3 Pack - 0.2ohm Prince Dual Mesh,simple,ONT002193,,7.99,5.92,__multiple__,IVPS - SMOK Prince (Coils)(3-Pack) - Dual Mesh 0.2ohm,true,381,true,,,1,,,,,0.0,true,,0.0,0.0,0.0,0.0,0.0,,0.1,,,,
33868723,SMOK TFV12 Prince Coils 3 Pack - 0.15ohm Prince Triple Mesh,simple,ONT002194,COIL14,8.9,6.583,__multiple__,IVPS - SMOK Prince (Coils)(3-Pack) - Triple Mesh,true,371,true,,,1,,,,,0.0,true,,0.0,0.0,0.0,0.0,0.0,,0.1,,,,
33868729,SMOK TFV8 Baby Coils 5 Pack - Baby T6 (0.2ohm Sextuple),simple,ONT002156,SMOKTFV8BABYCOIL-T6,9.75,4.95,__multiple__,IVPS - SMOK Baby (Coils)(5-Pack) - T6,true,437,true,,,1,,,,,0.0,true,,0.0,0.0,0.0,0.0,0.0,,0.1,,,,
33868730,SMOK TFV8 Baby Coils 5 Pack - Baby T8 (0.15ohm Octuple),simple,ONT002157,SMOKTFV8BABYCOIL-T8,12.33,10.036,__multiple__,IVPS - SMOK Baby (Coils)(5-Pack) - T8,true,136,true,,,1,,,,,0.0,true,,0.0,0.0,0.0,0.0,0.0,,0.1,,,,
33868734,SMOK TFV8 Baby Coils 5 Pack - Baby T12 Light - Red,simple,ONT002161,ONT002161,9.11,6.9,__multiple__,SMOK Baby Coils - T12 Light Red (5-Pack),true,6,true,,,1,,,,,0.0,true,,0.0,0.0,0.0,0.0,0.0,,0.1,,,,
33868772,FreeMax Fireluke M Coils 5 Pack - TX3 Mesh 0.15 (5-Pack),simple,ONT015281,FRMXMULTCORETEACTN-TX3,14.0,10.9,__multiple__,FRMX - Freemax Fireluke M Series (Coils)(5-Pack) - TX3 0.15ohm,true,58,true,,,1,,,,,0.0,true,,0.0,0.0,0.0,0.0,0.0,,0.1,,,,
33868808,HorizonTech Falcon Replacement Coils 3 Pack - M-Dual Mesh 0.38ohm,simple,ONT002375,ONT002375,13.1,9.1,__multiple__,HRZN - Horizon Falcon (Coils)(3-Pack) - M-Dual,true,54,true,,,1,,,,,0.0,true,,0.0,0.0,0.0,0.0,0.0,,0.2,,,,
33868911,Smok TFV8 Coil 3 Pack - V8-T6 0.2ohm Sextuple,simple,ONT002168,HSMV8T6,12.0,2.5,__multiple__,IVPS - SMOK TFV8 (Coils)(3-Pack) - V8-T6- [Disc.],true,846,true,,,1,,,,,0.0,true,,0.0,0.0,0.0,0.0,0.0,,0.2,,,,
33868913,Smok TFV8 Coil 3 Pack - V8-T10 0.12ohm Decuple,simple,ONT002170,smo-v8-t10-coil-3pk,10.68,1.95,__multiple__,IVPS - SMOK TFV8 (Coils)(3-Pack) - V8-T10 [Disc.],true,257,true,,,1,,,,,0.0,true,,0.0,0.0,0.0,0.0,0.0,,0.2,,,,
33869029,VooPoo Vinci Replacement Pod 2 Pack - 5.5mL,simple,ONT007743,ONT007743,3.04,3.75,__multiple__,VOPO - Voopoo Vinci 5.5mL (Pods)(2-Pack) [Disc.],true,0,,,,1,,,,,0.0,true,,0.0,0.0,0.0,0.0,0.0,,0.23,,,,
33869030,VooPoo Vinci Replacement Pod 2-Pack,simple,,ONT007743,0.0,3.8,__multiple__,VOPO - Voopoo Vinci 5.5mL (Pods)(2-Pack) [Disc.],true,4,true,,,1,,,,,0.0,true,,0.0,0.0,0.0,0.0,0.0,,0.23,,,,
33869038,LG HG2 INR18650 LI-MN 3000MAH BATTERY - 20 AMP 1 Piece,simple,ACCLG,ONT025330,3.51,1.0,__multiple__,MISC - Generic (Charger) Single Bay Brown,true,0,,,,1,,,,,0.0,true,,0.0,0.0,0.0,0.0,0.0,,0.25,,,,
33869071,GeekVape Z Series Coils 5-Pack-Z 0.4ohm,simple,ONT007771,GEEKZSMRC5PACK-Z104,11.0,6.949,__multiple__,GKVP - Geekvape Z (Coils)(5-Pack) - Z 0.4ohm,true,4477,true,,,1,,,,,0.0,true,,0.0,0.0,0.0,0.0,0.0,,0.2,,,,
