id,name,product_type,retailer_sku,vendor_sku,price,cost,vendor_name,purchase_name,manage_inventory,quantity_available,in_stock,leadtime_days,backordered_until,vendor_leadtime_days,upc,mpn,other_barcode,price_msrp,price_map,active,dimensions_units,height_dimension,width_dimension,length_dimension,depth_dimension,diameter_dimension,other_dimensions,weight,weight_units,custom_text_1,custom_text_2,custom_text_3
46146876,GeekVape L200 Aegis Legend 2 Kit-Mint Green,simple,ONT025075,,51.99,41.25,__multiple__,GKVP - Geekvape Aegis Legend 2 L200 (Kit SK) - Mint Green,true,142,true,,,1,,,,,0.0,true,,0.0,0.0,0.0,0.0,0.0,,1.0,,,,
46146877,GeekVape L200 Aegis Legend 2 Kit-Pink/Gold,simple,ONT025076,gvp-aegis-legend-2-kit-pink-gold,51.99,41.337,__multiple__,GKVP - Geekvape Aegis Legend 2 L200 (Kit SK) - Pink/Gold,true,75,true,,,1,,,,,0.0,true,,0.0,0.0,0.0,0.0,0.0,,1.0,,,,
46146878,GeekVape L200 Aegis Legend 2 Kit-Rainbow Purple,simple,ONT025077,gvp-aegis-legend-2-kit-rainbow-purple,51.99,41.337,__multiple__,GKVP - Geekvape Aegis Legend 2 L200 (Kit SK) - Rainbow Purple,true,156,true,,,1,,,,,0.0,true,,0.0,0.0,0.0,0.0,0.0,,1.0,,,,
46160604,Delta Extrax Hydro Bubbler-Black,simple,ONT024505,ONT024505,42.1,20.0,__multiple__,SVGE - Delta EXtraX (Water Pipe) Hydro Bubbler E-Rig - Black,true,0,,,,1,,,,,0.0,true,,0.0,0.0,0.0,0.0,0.0,,0.5,,,,
46229344,Puff Air Mesh Disposable 10-Pack-Aloe Grape,simple,DPFAMP500001,DPFAMP500001,54.99,70.0,NV01,Puff Air Mesh Disposable 10-Pack-Aloe Grape,true,0,,,,1,,,,,0.0,true,,0.0,0.0,0.0,0.0,0.0,,1.25,,,,
46229346,Puff Air Mesh Disposable 10-Pack-Blue Razz Bubblegum,simple,DPFAMP500002,DPFAMP500002,54.99,70.0,NV01,Puff Air Mesh Disposable 10-Pack-Blue Razz Bubblegum,true,0,,,,1,,,,,0.0,true,,0.0,0.0,0.0,0.0,0.0,,1.25,,,,
46229348,Puff Air Mesh Disposable 10-Pack-Blue Razz Ice,simple,DPFAMP500003,DPFAMP500003,54.99,70.0,NV01,Puff Air Mesh Disposable 10-Pack-Blue Razz Ice,true,0,,,,1,,,,,0.0,true,,0.0,0.0,0.0,0.0,0.0,,1.25,,,,
46229349,Puff Air Mesh Disposable 10-Pack-Crisp Mint,simple,DPFAMP500004,DPFAMP500004,54.99,70.0,NV01,Puff Air Mesh Disposable 10-Pack-Crisp Mint,true,0,,,,1,,,,,0.0,true,,0.0,0.0,0.0,0.0,0.0,,1.25,,,,
46229350,Puff Air Mesh Disposable 10-Pack-Gummy Bear,simple,DPFAMP500005,DPFAMP500005,54.99,70.0,NV01,Puff Air Mesh Disposable 10-Pack-Gummy Bear,true,0,,,,1,,,,,0.0,true,,0.0,0.0,0.0,0.0,0.0,,1.25,,,,
46229352,Puff Air Mesh Disposable 10-Pack-Lush Ice,simple,DPFAMP500006,DPFAMP500006,54.99,70.0,NV01,Puff Air Mesh Disposable 10-Pack-Lush Ice,true,0,,,,1,,,,,0.0,true,,0.0,0.0,0.0,0.0,0.0,,1.25,,,,
46229353,Puff Air Mesh Disposable 10-Pack-Strawberry Mango Ice,simple,DPFAMP500007,DPFAMP500007,54.99,70.0,NV01,Puff Air Mesh Disposable 10-Pack-Strawberry Mango Ice,true,0,,,,1,,,,,0.0,true,,0.0,0.0,0.0,0.0,0.0,,1.25,,,,
46229354,Puff Air Mesh Disposable 10-Pack-Strawberry Watermelon Ice,simple,DPFAMP500008,DPFAMP500008,54.99,70.0,NV01,Puff Air Mesh Disposable 10-Pack-Strawberry Watermelon Ice,true,0,,,,1,,,,,0.0,true,,0.0,0.0,0.0,0.0,0.0,,1.25,,,,
46229356,Puff Air Mesh Disposable 10-Pack-Tropical Blast,simple,DPFAMP500009,DPFAMP500009,54.99,75.0,NV01,Puff Air Mesh Disposable 10-Pack-Tropical Blast,true,0,,,,1,,,,,0.0,true,,0.0,0.0,0.0,0.0,0.0,,1.25,,,,
46229357,Puff Air Mesh Disposable 10-Pack-Watermelon Slushy,simple,DPFAMP500010,DPFAMP500010,54.99,70.0,NV01,Puff Air Mesh Disposable 10-Pack-Watermelon Slushy,true,0,,,,1,,,,,0.0,true,,0.0,0.0,0.0,0.0,0.0,,1.25,,,,
46243476,Hyde Retro Recharge Disposable 10-Pack-Cola Ice,simple,Hyde Retro Recharge Disposable 10-Pack-Cola Ice,Hyde Retro Recharge Disposable 10-Pack-Cola Ice,115.0,0.0,NV01,Hyde Retro Recharge Disposable 10-Pack-Cola Ice,true,0,,,,1,,,,,0.0,true,,0.0,0.0,0.0,0.0,0.0,,1.0,,,,
46245189,Hyde Edge Recharge 3300 Puffs Single Disposable-Strawberry Ice Cream,simple,ONT025628,,11.99,6.85,NV01,,true,30,true,,,1,,,,,0.0,true,,0.0,0.0,0.0,0.0,0.0,,0.2,,,,
46247396,Uwell Caliburn G2 Coils 4-Pack-UN2 Meshed-H 1.2ohm,simple,ONT025006,,8.75,4.42,__multiple__,UWLL - Uwell Caliburn G2 (Coils)(4-Pack) - UN2 Mesh-H 1.2ohm,true,1642,true,,,1,,,,,0.0,true,,0.0,0.0,0.0,0.0,0.0,,0.5,,,,
46323751,Draco Disposable 10-Pack-Blue Lush,simple,Draco Disposable 10-Pack-Blue Lush,Draco Disposable 10-Pack-Blue Lush,105.0,79.99,NV01,Draco Disposable 10-Pack-Blue Lush,true,0,,,,1,,,,,0.0,true,,0.0,0.0,0.0,0.0,0.0,,1.5,,,,
46323752,Draco Disposable 10-Pack-Citrus Lemonade,simple,Draco Disposable 10-Pack-Citrus Lemonade,Draco Disposable 10-Pack-Citrus Lemonade,105.0,79.99,NV01,Draco Disposable 10-Pack-Citrus Lemonade,true,0,,,,1,,,,,0.0,true,,0.0,0.0,0.0,0.0,0.0,,1.5,,,,
46323753,Draco Disposable 10-Pack-Cool Mint,simple,Draco Disposable 10-Pack-Cool Mint,Draco Disposable 10-Pack-Cool Mint,105.0,79.99,NV01,Draco Disposable 10-Pack-Cool Mint,true,0,,,,1,,,,,0.0,true,,0.0,0.0,0.0,0.0,0.0,,1.5,,,,
46323754,Draco Disposable 10-Pack-Luscious,simple,Draco Disposable 10-Pack-Luscious,Draco Disposable 10-Pack-Luscious,105.0,79.99,NV01,Draco Disposable 10-Pack-Luscious,true,0,,,,1,,,,,0.0,true,,0.0,0.0,0.0,0.0,0.0,,1.5,,,,
46323755,Draco Disposable 10-Pack-Mango Berry,simple,Draco Disposable 10-Pack-Mango Berry,Draco Disposable 10-Pack-Mango Berry,105.0,79.99,NV01,Draco Disposable 10-Pack-Mango Berry,true,0,,,,1,,,,,0.0,true,,0.0,0.0,0.0,0.0,0.0,,1.5,,,,
46323756,Draco Disposable 10-Pack-Mango Dragonfruit,simple,Draco Disposable 10-Pack-Mango Dragonfruit,Draco Disposable 10-Pack-Mango Dragonfruit,105.0,79.99,NV01,Draco Disposable 10-Pack-Mango Dragonfruit,true,0,,,,1,,,,,0.0,true,,0.0,0.0,0.0,0.0,0.0,,1.5,,,,
46323757,Draco Disposable 10-Pack-Mixed Berries,simple,Draco Disposable 10-Pack-Mixed Berries,Draco Disposable 10-Pack-Mixed Berries,105.0,79.99,NV01,Draco Disposable 10-Pack-Mixed Berries,true,0,,,,1,,,,,0.0,true,,0.0,0.0,0.0,0.0,0.0,,1.5,,,,
46323758,Draco Disposable 10-Pack-Peach Ice,simple,Draco Disposable 10-Pack-Peach Ice,Draco Disposable 10-Pack-Peach Ice,105.0,79.99,NV01,Draco Disposable 10-Pack-Peach Ice,true,0,,,,1,,,,,0.0,true,,0.0,0.0,0.0,0.0,0.0,,1.5,,,,
46323759,Draco Disposable 10-Pack-Red Grape,simple,Draco Disposable 10-Pack-Red Grape,Draco Disposable 10-Pack-Red Grape,105.0,79.99,NV01,Draco Disposable 10-Pack-Red Grape,true,0,,,,1,,,,,0.0,true,,0.0,0.0,0.0,0.0,0.0,,1.5,,,,
46323760,Draco Disposable 10-Pack-Sour Cherry,simple,Draco Disposable 10-Pack-Sour Cherry,Draco Disposable 10-Pack-Sour Cherry,105.0,79.99,NV01,Draco Disposable 10-Pack-Sour Cherry,true,0,,,,1,,,,,0.0,true,,0.0,0.0,0.0,0.0,0.0,,1.5,,,,
46323761,Draco Disposable 10-Pack-Strawberry Kiwi,simple,Draco Disposable 10-Pack-Strawberry Kiwi,Draco Disposable 10-Pack-Strawberry Kiwi,105.0,79.99,NV01,Draco Disposable 10-Pack-Strawberry Kiwi,true,0,,,,1,,,,,0.0,true,,0.0,0.0,0.0,0.0,0.0,,1.5,,,,
46323762,Draco Disposable 10-Pack-Strawberry Cream,simple,Draco Disposable 10-Pack-Strawberry Cream,Draco Disposable 10-Pack-Strawberry Cream,105.0,79.99,NV01,Draco Disposable 10-Pack-Strawberry Cream,true,0,,,,1,,,,,0.0,true,,0.0,0.0,0.0,0.0,0.0,,1.5,,,,
46356092,Hyde Edge RAVE Disposable 10-Pack-Philippine Mango,simple,DHYERP000021,DHYERP000021,97.5,78.0,NV01,Hyde Edge RAVE Disposable 10-Pack-Philippine Mango,true,0,,,,1,,,,,0.0,true,,0.0,0.0,0.0,0.0,0.0,,1.5,,,,
46459694,Elf Bar BC5000 Disposable 10-Pack-Peach Ice,simple,DELFBP000017,DELFBP000017,85.0,78.5,NV01,Elf Bar BC5000 Disposable 10-Pack-Peach Ice,true,0,,,,1,,,,,0.0,true,,0.0,0.0,0.0,0.0,0.0,,1.0,,,,
46516357,Hyde Rebel PRO Disposable 10-Pack-Apricot Pear,simple,DHYRPP500001,DHYRPP500001,110.0,78.0,NV01,Hyde Rebel PRO Disposable 10-Pack-Apricot Pear,true,0,,,,1,,,,,0.0,true,,0.0,0.0,0.0,0.0,0.0,,1.25,,,,
46516358,Hyde Rebel PRO Disposable 10-Pack-Blue Razz Clouds,simple,DHYRPP500002,DHYRPP500002,110.0,76.5,NV01,Hyde Rebel PRO Disposable 10-Pack-Blue Razz Clouds,true,0,,,,1,,,,,0.0,true,,0.0,0.0,0.0,0.0,0.0,,1.25,,,,
46516359,Hyde Rebel PRO Disposable 10-Pack-Fresh Vanilla,simple,DHYRPP500003,DHYRPP500003,110.0,78.0,NV01,Hyde Rebel PRO Disposable 10-Pack-Fresh Vanilla,true,0,,,,1,,,,,0.0,true,,0.0,0.0,0.0,0.0,0.0,,1.25,,,,
46516360,Hyde Rebel PRO Disposable 10-Pack-Mango Peaches and Cream,simple,DHYRPP500005,DHYRPP500005,110.0,78.0,NV01,Hyde Rebel PRO Disposable 10-Pack-Mango Peaches and Cream,true,0,,,,1,,,,,0.0,true,,0.0,0.0,0.0,0.0,0.0,,1.25,,,,
46516361,Hyde Rebel PRO Disposable 10-Pack-Lemon Ice Cream,simple,DHYRPP500004,DHYRPP500004,110.0,78.0,NV01,Hyde Rebel PRO Disposable 10-Pack-Lemon Ice Cream,true,0,,,,1,,,,,0.0,true,,0.0,0.0,0.0,0.0,0.0,,1.25,,,,
46516363,Hyde Rebel PRO Disposable 10-Pack-Peach Lemon,simple,DHYRPP500006,DHYRPP500006,110.0,78.0,NV01,Hyde Rebel PRO Disposable 10-Pack-Peach Lemon,true,0,,,,1,,,,,0.0,true,,0.0,0.0,0.0,0.0,0.0,,1.25,,,,
46516364,Hyde Rebel PRO Disposable 10-Pack-Philippine Mango,simple,DHYRPP500007,DHYRPP500007,110.0,78.0,NV01,Hyde Rebel PRO Disposable 10-Pack-Philippine Mango,true,0,,,,1,,,,,0.0,true,,0.0,0.0,0.0,0.0,0.0,,1.25,,,,
46516365,Hyde Rebel PRO Disposable 10-Pack-Rainbow,simple,DHYRPP500008,DHYRPP500008,110.0,78.0,NV01,Hyde Rebel PRO Disposable 10-Pack-Rainbow,true,0,,,,1,,,,,0.0,true,,0.0,0.0,0.0,0.0,0.0,,1.25,,,,
46516366,Hyde Rebel PRO Disposable 10-Pack-Raspberry Watermelon,simple,DHYRPP500009,DHYRPP500009,110.0,76.5,NV01,Hyde Rebel PRO Disposable 10-Pack-Raspberry Watermelon,true,0,,,,1,,,,,0.0,true,,0.0,0.0,0.0,0.0,0.0,,1.25,,,,
46516367,Hyde Rebel PRO Disposable 10-Pack-Sour Apple Ice,simple,DHYRPP500010,DHYRPP500010,110.0,78.0,NV01,Hyde Rebel PRO Disposable 10-Pack-Sour Apple Ice,true,0,,,,1,,,,,0.0,true,,0.0,0.0,0.0,0.0,0.0,,1.25,,,,
46516368,Hyde Rebel PRO Disposable 10-Pack-Strawberry Kiwi Guava,simple,DHYRPP500012,DHYRPP500012,110.0,76.5,NV01,Hyde Rebel PRO Disposable 10-Pack-Strawberry Kiwi Guava,true,0,,,,1,,,,,0.0,true,,0.0,0.0,0.0,0.0,0.0,,1.25,,,,
46516369,Hyde Rebel PRO Disposable 10-Pack-Strawberry Ice,simple,DHYRPP500011,DHYRPP500011,110.0,78.0,NV01,Hyde Rebel PRO Disposable 10-Pack-Strawberry Ice,true,0,,,,1,,,,,0.0,true,,0.0,0.0,0.0,0.0,0.0,,1.25,,,,
46516370,Hyde Rebel PRO Disposable 10-Pack-Tropical,simple,DHYRPP500013,DHYRPP500013,110.0,76.5,NV01,Hyde Rebel PRO Disposable 10-Pack-Tropical,true,0,,,,1,,,,,0.0,true,,0.0,0.0,0.0,0.0,0.0,,1.25,,,,
46516371,Hyde Rebel PRO Disposable 10-Pack-Watermelon Ice Cream,simple,DHYRPP500014,DHYRPP500014,110.0,78.0,NV01,Hyde Rebel PRO Disposable 10-Pack-Watermelon Ice Cream,true,0,,,,1,,,,,0.0,true,,0.0,0.0,0.0,0.0,0.0,,1.25,,,,
