default_code,name,categ_id,list_price,standard_price,type,barcode,weight,x_puff_count,x_flavor,x_volume,x_nicotine_level,x_pack_size,x_brand,x_resistance
OSSW9K-MM,Off-Stamp SW9000 9000 Puffs Disposable Kit-5-Pack-Miami Mint-5.0%,All / Disposables,75.0,32.5,goods,,1.0,0,Miami Mint,0,0,5,Off-Stamp,
DOFSTS500906,Off-Stamp SW9000 Disposable Kit-Single Disposable-Miami Mint-5.0%,All / Disposables,10.0,6.6,goods,5061028590886,2.3,0,Miami Mint,0,0,1,Off-Stamp,
OSSW9K-JP,Off-Stamp SW9000 9000 Puffs Disposable Kit-5-Pack-Juicy Peach-5.0%,All / Disposables,75.0,36.25,goods,,1.0,0,Juicy Peach,0,0,5,Off-Stamp,
DOFSTS500905,Off-Stamp SW9000 Disposable Kit-Single Disposable-Juicy Peach-5.0%,All / Disposables,10.0,6.6,goods,5061028590893,2.3,0,Juicy Peach,0,0,1,Off-Stamp,
OSSW9K-CC,Off-Stamp SW9000 9000 Puffs Disposable Kit-5-Pack-California Cherry-5.0%,All / Disposables,75.0,36.25,goods,,1.0,0,California Cherry,0,0,5,Off-Stamp,
DOFSTS500902,Off-Stamp SW9000 Disposable Kit-Single Disposable-California Cherry-5.0%,All / Disposables,10.0,6.6,goods,5061028590855,2.3,0,California Cherry,0,0,1,Off-Stamp,
OSSW9K-CS,Off-Stamp SW9000 9000 Puffs Disposable Kit-5-Pack-Cherry Strazz-5.0%,All / Disposables,75.0,20.0,goods,,1.0,0,Cherry Strazz,0,0,5,Off-Stamp,
DOFSTS500903,Off-Stamp SW9000 Disposable Kit-Single Disposable-Cherry Strazz-5.0%,All / Disposables,10.0,6.6,goods,5061028590862,2.3,0,Cherry Strazz,0,0,1,Off-Stamp,
OSSW9K-SLG,Off-Stamp SW9000 9000 Puffs Disposable Kit-5-Pack-Sour Lush Gummy-5.0%,All / Disposables,75.0,32.5,goods,,1.0,0,Sour Lush Gummy,0,0,5,Off-Stamp,
DOFSTS500907,Off-Stamp SW9000 Disposable Kit-Single Disposable-Sour Lush Gummy-5.0%,All / Disposables,10.0,6.6,goods,5061028590909,2.3,0,Sour Lush Gummy,0,0,1,Off-Stamp,
OSSW9K-DS,Off-Stamp SW9000 Disposable Kit-5-Pack-Dragon Strawnana-5.0%,All / Disposables,75.0,32.5,goods,,1.0,0,Dragon Strawnana,0,0,5,Off-Stamp,
DOFSTS500904,Off-Stamp SW9000 Disposable Kit-Single Disposable-Dragon Strawnana-5.0%,All / Disposables,10.0,6.6,goods,5061028590879,2.3,0,Dragon Strawnana,0,0,1,Off-Stamp,
DSNOPS500101,SnoopySmoke Extra Tank 15000 Puffs Recharge Vape-Lush Ice-Single Disposable-5.0%-18mL,All / Disposables,11.25,7.6,goods,6972849814015,0.0,5000,Lush Ice,0,0,1,SnoopySmoke,
DSNOPS500102,SnoopySmoke Extra Tank 15000 Puffs Recharge Vape-Red Juice-Single Disposable-5.0%-18mL,All / Disposables,11.25,7.0,goods,6972849824151,0.0,5000,Red Juice,0,0,1,SnoopySmoke,
DSNOPS500103,SnoopySmoke Extra Tank 15000 Puffs Recharge Vape-Blueberry Raspberry-Single Disposable-5.0%-18mL,All / Disposables,11.25,7.6,goods,6972849824199,0.0,5000,Blueberry Raspberry,0,0,1,SnoopySmoke,
DSNOPS500104,SnoopySmoke Extra Tank 15000 Puffs Recharge Vape-Colombian Coffee-Single Disposable-5.0%-18mL,All / Disposables,11.25,7.6,goods,6972849824182,0.0,5000,Colombian Coffee,0,0,1,SnoopySmoke,
DSNOPS500105,SnoopySmoke Extra Tank 15000 Puffs Recharge Vape-Blueberry Mint-Single Disposable-5.0%-18mL,All / Disposables,11.25,7.6,goods,6972849814046,0.0,5000,Blueberry Mint,0,0,1,SnoopySmoke,
DSNOPS500106,SnoopySmoke Extra Tank 15000 Puffs Recharge Vape-Kool Mint-Single Disposable-5.0%-18mL,All / Disposables,11.25,7.6,goods,6972849814077,0.0,5000,Kool Mint,0,0,1,SnoopySmoke,
DSNOPS500107,SnoopySmoke Extra Tank 15000 Puffs Recharge Vape-Triple Berry Ice-Single Disposable-5.0%-18mL,All / Disposables,11.25,7.6,goods,6972849824168,0.0,5000,Triple Berry Ice,0,0,1,SnoopySmoke,
DSNOPS500108,SnoopySmoke Extra Tank 15000 Puffs Recharge Vape-Tropical Rainbow Blast-Single Disposable-5.0%-18mL,All / Disposables,11.25,7.6,goods,6972849814091,0.0,5000,Tropical Rainbow Blast,0,0,1,SnoopySmoke,
DSNOPS500109,SnoopySmoke Extra Tank 15000 Puffs Recharge Vape-Black Ice-Single Disposable-5.0%-18mL,All / Disposables,11.25,7.6,goods,6972849824175,0.0,5000,Black Ice,0,0,1,SnoopySmoke,
DOXMMS500101,OXBAR Magic Maze Pro 10000 Puffs Recharge Vape-Bubble Melon-Single Disposable-5.0%-18mL,All / Disposables,8.99,6.1,goods,,0.0,0,Bubble Melon,0,0,1,OXBAR,
DOXMMS500102,OXBAR Magic Maze Pro 10000 Puffs Recharge Vape-Watermelon Remix Ice-Single Disposable-5.0%-18mL,All / Disposables,8.99,6.1,goods,,0.0,0,Watermelon Remix Ice,0,0,1,OXBAR,
DOXMMS500103,OXBAR Magic Maze Pro 10000 Puffs Recharge Vape-Fruit Paradise-Single Disposable-5.0%-18mL,All / Disposables,8.99,6.1,goods,,0.0,0,Fruit Paradise,0,0,1,OXBAR,
DOXMMS500104,OXBAR Magic Maze Pro 10000 Puffs Recharge Vape-Rainbow Blast-Single Disposable-5.0%-18mL,All / Disposables,8.99,6.1,goods,,0.0,0,Rainbow Blast,0,0,1,OXBAR,
DOXMMS500105,OXBAR Magic Maze Pro 10000 Puffs Recharge Vape-Pink Burst Chew-Single Disposable-5.0%-18mL,All / Disposables,8.99,6.1,goods,,0.0,0,Pink Burst Chew,0,0,1,OXBAR,
DOXMMS500106,OXBAR Magic Maze Pro 10000 Puffs Recharge Vape-Blue Razz-Single Disposable-5.0%-18mL,All / Disposables,8.99,6.1,goods,,0.0,0,Blue Razz,0,0,1,OXBAR,
DOXMMS500107,OXBAR Magic Maze Pro 10000 Puffs Recharge Vape-Strawberry Watermelon-Single Disposable-5.0%-18mL,All / Disposables,8.99,6.1,goods,,0.0,0,Strawberry Watermelon,0,0,1,OXBAR,
DOXMMS500108,OXBAR Magic Maze Pro 10000 Puffs Recharge Vape-Splash Bros Lemonade-Single Disposable-5.0%-18mL,All / Disposables,7.99,6.1,goods,,0.0,0,Splash Bros Lemonade,0,0,1,OXBAR,
DOXMMS500109,OXBAR Magic Maze Pro 10000 Puffs Recharge Vape-Tiff Jewel Mint-Single Disposable-5.0%-18mL,All / Disposables,8.99,6.1,goods,,0.0,0,Tiff Jewel Mint,0,0,1,OXBAR,
DOXMMS500110,OXBAR Magic Maze Pro 10000 Puffs Recharge Vape-Razz Pineapple-Single Disposable-5.0%-18mL,All / Disposables,8.99,6.1,goods,,0.0,0,Razz Pineapple,0,0,1,OXBAR,
DOXMMS500111,OXBAR Magic Maze Pro 10000 Puffs Recharge Vape-Sakura Grape-Single Disposable-5.0%-18mL,All / Disposables,8.99,6.1,goods,,0.0,0,Sakura Grape,0,0,1,OXBAR,
DABLXS500001,Air Bar Lux Plus 2000 Puffs Disposable-Banana Shake-Single Disposable-5.0%-6.5mL,All / Disposables,1.0,0.25,goods,,4.0,5000,Banana Shake,0,0,1,Suorin,
DABLXS500002,Air Bar Lux Plus 2000 Puffs Disposable-Corns and Chips-Single Disposable-5.0%-6.5mL,All / Disposables,1.0,0.25,goods,,0.0,5000,Corns and Chips,0,0,1,Suorin,
DABLXS500003,Air Bar Lux Plus 2000 Puffs Disposable-Berry Lemon Shake-Single Disposable-5.0%-6.5mL,All / Disposables,1.0,0.25,goods,,0.0,5000,Berry Lemon Shake,0,0,1,Suorin,
DABLXS500004,Air Bar Lux Plus 2000 Puffs Disposable-Clear-Single Disposable-5.0%-6.5mL,All / Disposables,1.0,0.25,goods,,0.0,5000,Clear,0,0,1,Suorin,
DABLXS500005,Air Bar Lux Plus 2000 Puffs Disposable-Cherry Lemon Shake-Single Disposable-5.0%-6.5mL,All / Disposables,1.0,0.25,goods,,0.0,5000,Cherry Lemon Shake,0,0,1,Suorin,
DABLXS500006,Air Bar Lux Plus 2000 Puffs Disposable-Kiwi Lemon Shake-Single Disposable-5.0%-6.5mL,All / Disposables,1.0,0.25,goods,,0.0,5000,Kiwi Lemon Shake,0,0,1,Suorin,
DABLXS500007,Air Bar Lux Plus 2000 Puffs Disposable-Kiwi Orange-Single Disposable-5.0%-6.5mL,All / Disposables,1.0,0.25,goods,,0.0,5000,Kiwi Orange,0,0,1,Suorin,
DABLXS500008,Air Bar Lux Plus 2000 Puffs Disposable-Cola-Single Disposable-5.0%-6.5mL,All / Disposables,1.0,0.25,goods,,0.0,5000,Cola,0,0,1,Suorin,
DABLXS500009,Air Bar Lux Plus 2000 Puffs Disposable-Orange Shake-Single Disposable-5.0%-6.5mL,All / Disposables,1.0,0.25,goods,,0.0,5000,Orange Shake,0,0,1,Suorin,
DABLXS500010,Air Bar Lux Plus 2000 Puffs Disposable-Cranberry Grape-Single Disposable-5.0%-6.5mL,All / Disposables,1.0,0.25,goods,,0.0,5000,Cranberry Grape,0,0,1,Suorin,
DABLXS500011,Air Bar Lux Plus 2000 Puffs Disposable-Watermelon Ice-Single Disposable-5.0%-6.5mL,All / Disposables,1.0,0.25,goods,,0.0,5000,Watermelon Ice,0,0,1,Suorin,
DALHSP50S711,Sample 5% Aloha Sun 7000 Puffs Single Disposable-Ume Colada,All / Disposables,9.25,5.0,goods,713310631559,0.0,0,Ume Colada,0,0,1,Aloha Sun,
DALHSP50S712,Sample 5% Aloha Sun 7000 Puffs Single Disposable-Ube,All / Disposables,9.25,5.0,goods,713310631146,0.0,0,Ube,0,0,1,Aloha Sun,
DALHSP50S713,Sample 5% Aloha Sun 7000 Puffs Single Disposable-Redbull Ice,All / Disposables,9.25,5.0,goods,713310631122,0.0,0,Redbull Ice,0,0,1,Aloha Sun,
DALHSP50S714,Sample 5% Aloha Sun 7000 Puffs Single Disposable-Purple Rain,All / Disposables,9.25,5.0,goods,713310631573,0.0,0,Purple Rain,0,0,1,Aloha Sun,
DALHSP50S715,Sample 5% Aloha Sun 7000 Puffs Single Disposable-Mango Lychee,All / Disposables,9.25,5.0,goods,713310631184,0.0,0,Mango Lychee,0,0,1,Aloha Sun,
DALHSP50S716,Sample 5% Aloha Sun 7000 Puffs Single Disposable-Orange Passion,All / Disposables,9.25,5.0,goods,7036742324621,0.0,0,Orange Passion,0,0,1,Aloha Sun,
DALHSP50S717,Sample 5% Aloha Sun 7000 Puffs Single Disposable-P.O.G.,All / Disposables,9.25,5.0,goods,713310631597,0.0,0,P.O.G.,0,0,1,Aloha Sun,
DABLLS500111,Air Bar Lux Single Disposable 2.7mL-Cola Ice,All / Disposables,1.0,0.25,goods,,0.0,0,Cola Ice,0,0,1,Suorin,
DLIRIS500107,Lost Vape Lightrise TB 18K-Single Disposable-18mL-50mg-Cool Mint,All / Disposables,11.0,6.85,goods,6941881816011,3.1,5000,Cool Mint,0,0,1,Lost Vape,
DLIRIS500108,Lost Vape Lightrise TB 18K-Single Disposable-18mL-50mg-Duo Black Ice,All / Disposables,11.0,6.85,goods,6941881816028,3.1,5000,Duo Black Ice,0,0,1,Lost Vape,
DLIRIS500109,Lost Vape Lightrise TB 18K-Single Disposable-18mL-50mg-Hawaii Rainbow,All / Disposables,11.0,6.85,goods,6941881816035,3.1,5000,Hawaii Rainbow,0,0,1,Lost Vape,
DLIRIS500104,Lost Vape Lightrise TB 18K-Single Disposable-18mL-50mg-Banana Cake,All / Disposables,11.0,6.85,goods,6941881816141,3.1,5000,Banana Cake,0,0,1,Lost Vape,
DLIRIS500110,Lost Vape Lightrise TB 18K-Single Disposable-18mL-50mg-Peach Lemonade,All / Disposables,11.0,6.85,goods,6941881816042,3.1,5000,Peach Lemonade,0,0,1,Lost Vape,
DLIRIS500105,Lost Vape Lightrise TB 18K-Single Disposable-18mL-50mg-Blue Mint,All / Disposables,11.0,6.85,goods,6941881816059,3.1,5000,Blue Mint,0,0,1,Lost Vape,
DLIRIS500115,Lost Vape Lightrise TB 18K-Single Disposable-18mL-50mg-Mango Shake,All / Disposables,11.0,1.6,goods,6941881816103,0.0,5000,Mango Shake,0,0,1,Lost Vape,
DLIRIS500113,Lost Vape Lightrise TB 18K-Single Disposable-18mL-50mg-Watermelon Ice,All / Disposables,11.0,6.85,goods,6941881816097,3.1,5000,Watermelon Ice,0,0,1,Lost Vape,
DLIRIS500103,Lost Vape Lightrise TB 18K-Single Disposable-18mL-50mg-Watermelon Kiwi Berry,All / Disposables,11.0,6.85,goods,6941881816110,3.1,5000,Watermelon Kiwi Berry,0,0,1,Lost Vape,
DLIRIS500102,Lost Vape Lightrise TB 18K-Single Disposable-18mL-50mg-Grape Burst,All / Disposables,11.0,6.85,goods,6941881816127,3.1,5000,Grape Burst,0,0,1,Lost Vape,
DLIRIS500111,Lost Vape Lightrise TB 18K-Single Disposable-18mL-50mg-Sour Apple Ice,All / Disposables,11.0,6.85,goods,6941881816134,3.1,5000,Sour Apple Ice,0,0,1,Lost Vape,
DLIRIS500114,Lost Vape Lightrise TB 18K-Single Disposable-18mL-50mg-Berry Starburst,All / Disposables,11.0,1.6,goods,6941881816080,0.0,5000,Berry Starburst,0,0,1,Lost Vape,
DLIRIS500101,Lost Vape Lightrise TB 18K-Single Disposable-18mL-50mg-Blue Cotton Candy,All / Disposables,11.0,6.85,goods,6941881816073,3.1,5000,Blue Cotton Candy,0,0,1,Lost Vape,
DLIRIS500106,Lost Vape Lightrise TB 18K-Single Disposable-18mL-50mg-Blueberry Raspberry,All / Disposables,11.0,6.85,goods,6941881816066,0.0,5000,Blueberry Raspberry,0,0,1,Lost Vape,
HCI18U0DE50CYLE,Cali Pods UL8000 Disposable-Cherry Lemonade-50 mg-Pack of 6,All / Disposables,75.75,49.0,goods,,1.0,0,Cherry Lemonade,0,0,6,Cali Pods,
DCAPOS500801,Cali Pods UL8000 Disposable-Cherry Lemonade-50 mg-Single Disposable,All / Disposables,10.5,7.1,goods,,0.0,0,Cherry Lemonade,0,0,1,Cali Pods,
HCI18U0DE50FNBA,Cali Pods UL8000 Disposable-Frozen Banana-50 mg-Pack of 6,All / Disposables,75.75,49.0,goods,,1.0,0,Frozen Banana,0,0,6,Cali Pods,
DCAPOS500802,Cali Pods UL8000 Disposable-Frozen Banana-50 mg-Single Disposable,All / Disposables,10.5,7.1,goods,,0.0,0,Frozen Banana,0,0,1,Cali Pods,
HCI18U0DE50FKL1,Cali Pods UL8000 Disposable-Frozen Kiwi Lemonade-50 mg-Pack of 6,All / Disposables,75.75,49.0,goods,,1.0,0,Frozen Kiwi Lemonade,0,0,6,Cali Pods,
DCAPOS500809,Cali Pods UL8000 Disposable-Frozen Kiwi Lemonade-50 mg-Single Disposable,All / Disposables,10.5,7.1,goods,,0.0,0,Frozen Kiwi Lemonade,0,0,1,Cali Pods,
HCI18U0DE50FNWN1,Cali Pods UL8000 Disposable-Frozen Watermelon-50 mg-Pack of 6,All / Disposables,75.75,49.0,goods,,1.0,0,Frozen Watermelon,0,0,6,Cali Pods,
DCAPOS500810,Cali Pods UL8000 Disposable-Frozen Watermelon-50 mg-Single Disposable,All / Disposables,10.5,7.1,goods,,0.0,0,Frozen Watermelon,0,0,1,Cali Pods,
HCI18U0DE50KDB,Cali Pods UL8000 Disposable-Kiwi Dragon Berry-50 mg-Pack of 6,All / Disposables,75.75,49.0,goods,,1.0,0,Kiwi Dragon Berry,0,0,6,Cali Pods,
DCAPOS500805,Cali Pods UL8000 Disposable-Kiwi Dragon Berry-50 mg-Single Disposable,All / Disposables,10.5,7.1,goods,,0.0,0,Kiwi Dragon Berry,0,0,1,Cali Pods,
HCI18U0DE50LMT,Cali Pods UL8000 Disposable-LA Mint-50 mg-Pack of 6,All / Disposables,75.75,49.0,goods,,1.0,0,LA Mint,0,0,6,Cali Pods,
DCAPOS500815,Cali Pods UL8000 Disposable-LA Mint-50 mg-Single Disposable,All / Disposables,10.5,7.1,goods,,0.0,0,LA Mint,0,0,1,Cali Pods,
HCI18U0DE50MNMT,Cali Pods UL8000 Disposable-Mexican Mint-50 mg-Pack of 6,All / Disposables,75.75,49.0,goods,,1.0,0,Mexican Mint,0,0,6,Cali Pods,
DCAPOS500816,Cali Pods UL8000 Disposable-Mexican Mint-50 mg-Single Disposable,All / Disposables,10.5,7.1,goods,,0.0,0,Mexican Mint,0,0,1,Cali Pods,
HCI18U0DE50PMW,Cali Pods UL8000 Disposable-Peach Mango Watermelon-50 mg-Pack of 6,All / Disposables,75.75,49.0,goods,,1.0,0,Peach Mango Watermelon,0,0,6,Cali Pods,
DCAPOS500806,Cali Pods UL8000 Disposable-Peach Mango Watermelon-50 mg-Single Disposable,All / Disposables,10.5,7.1,goods,,0.0,0,Peach Mango Watermelon,0,0,1,Cali Pods,
HCI18U0DE50ST,Cali Pods UL8000 Disposable-Spearmint-50 mg-Pack of 6,All / Disposables,75.75,49.0,goods,,1.0,0,Spearmint,0,0,6,Cali Pods,
DCAPOS500804,Cali Pods UL8000 Disposable-Spearmint-50 mg-Single Disposable,All / Disposables,10.5,7.1,goods,,0.0,0,Spearmint,0,0,1,Cali Pods,
HCI18U0DE50TEBY,Cali Pods UL8000 Disposable-Triple Berry-50 mg-Pack of 6,All / Disposables,75.75,49.0,goods,,1.0,0,Triple Berry,0,0,6,Cali Pods,
DCAPOS500812,Cali Pods UL8000 Disposable-Triple Berry-50 mg-Single Disposable,All / Disposables,10.5,7.1,goods,,0.0,0,Triple Berry,0,0,1,Cali Pods,
HCI18U0DE50WNSH,Cali Pods UL8000 Disposable-Watermelon Splash-50 mg-Pack of 6,All / Disposables,75.75,49.0,goods,,1.0,0,Watermelon Splash,0,0,6,Cali Pods,
DCAPOS500813,Cali Pods UL8000 Disposable-Watermelon Splash-50 mg-Single Disposable,All / Disposables,10.5,7.1,goods,,0.0,0,Watermelon Splash,0,0,1,Cali Pods,
NFT12K-AG,North FT12000 Rechargeable Vape-Apple Gummies-10-Pack-5.0%-15mL,All / Disposables,126.0,90.0,goods,,1.0,5000,Apple Gummies,0,0,10,North,
DNORTS500113,North FT12000 Rechargeable Vape-Apple Gummies-Single Disposable-5.0%-15mL,All / Disposables,11.25,1.0,goods,840395802793,2.87,5000,Apple Gummies,0,0,1,North,
NFT12K-BB,North FT12000 Rechargeable Vape-Bahama Bliss-10-Pack-5.0%-15mL,All / Disposables,126.0,90.0,goods,,1.0,5000,Bahama Bliss,0,0,10,North,
DNORTS500104,North FT12000 Rechargeable Vape-Bahama Bliss-Single Disposable-5.0%-15mL,All / Disposables,11.25,7.6,goods,840395802809,2.87,5000,Bahama Bliss,0,0,1,North,
NFT12K-BC,North FT12000 Rechargeable Vape-Blue Crystal-10-Pack-5.0%-15mL,All / Disposables,126.0,90.0,goods,,1.0,5000,Blue Crystal,0,0,10,North,
DNORTS500102,North FT12000 Rechargeable Vape-Blue Crystal-Single Disposable-5.0%-15mL,All / Disposables,11.25,7.6,goods,840395802885,2.87,5000,Blue Crystal,0,0,1,North,
NFT12K-BR,North FT12000 Rechargeable Vape-Blue Razz-10-Pack-5.0%-15mL,All / Disposables,126.0,90.0,goods,,1.0,5000,Blue Razz,0,0,10,North,
DNORTS500101,North FT12000 Rechargeable Vape-Blue Razz-Single Disposable-5.0%-15mL,All / Disposables,11.25,7.6,goods,840395802816,2.87,5000,Blue Razz,0,0,1,North,
NFT12K-BS,North FT12000 Rechargeable Vape-Blue Slurpie-10-Pack-5.0%-15mL,All / Disposables,126.0,90.0,goods,,1.0,5000,Blue Slurpie,0,0,10,North,
DNORTS500103,North FT12000 Rechargeable Vape-Blue Slurpie-Single Disposable-5.0%-15mL,All / Disposables,11.25,7.6,goods,,0.0,5000,Blue Slurpie,0,0,1,North,
NFT12K-CJ,North FT12000 Rechargeable Vape-Cactus Jack-10-Pack-5.0%-15mL,All / Disposables,126.0,90.0,goods,,1.0,5000,Cactus Jack,0,0,10,North,
DNORTS500105,North FT12000 Rechargeable Vape-Cactus Jack-Single Disposable-5.0%-15mL,All / Disposables,11.25,7.6,goods,840395802830,2.87,5000,Cactus Jack,0,0,1,North,
NFT12K-CM,North FT12000 Rechargeable Vape-Cool Mint-10-Pack-5.0%-15mL,All / Disposables,126.0,90.0,goods,,1.0,5000,Cool Mint,0,0,10,North,
DNORTS500107,North FT12000 Rechargeable Vape-Cool Mint-Single Disposable-5.0%-15mL,All / Disposables,11.25,7.6,goods,840395802854,2.87,5000,Cool Mint,0,0,1,North,
NFT12K-FR,North FT12000 Rechargeable Vape-Frozen Raspberry-10-Pack-5.0%-15mL,All / Disposables,126.0,90.0,goods,,1.0,5000,Frozen Raspberry,0,0,10,North,
DNORTS500108,North FT12000 Rechargeable Vape-Frozen Raspberry-Single Disposable-5.0%-15mL,All / Disposables,11.25,7.6,goods,840395802861,2.87,5000,Frozen Raspberry,0,0,1,North,
NFT12K-GE,North FT12000 Rechargeable Vape-Green Explosion-10-Pack-5.0%-15mL,All / Disposables,126.0,90.0,goods,,1.0,5000,Green Explosion,0,0,10,North,
DNORTS500109,North FT12000 Rechargeable Vape-Green Explosion-Single Disposable-5.0%-15mL,All / Disposables,11.25,7.6,goods,840395802878,2.87,5000,Green Explosion,0,0,1,North,
NFT12K-KDF,North FT12000 Rechargeable Vape-Kiwi Dragon Fruit-10-Pack-5.0%-15mL,All / Disposables,126.0,90.0,goods,,1.0,5000,Kiwi Dragon Fruit,0,0,10,North,
DNORTS500110,North FT12000 Rechargeable Vape-Kiwi Dragon Fruit-Single Disposable-5.0%-15mL,All / Disposables,11.25,7.6,goods,840395802892,2.87,5000,Kiwi Dragon Fruit,0,0,1,North,
NFT12K-LC,North FT12000 Rechargeable Vape-Lemon Cola-10-Pack-5.0%-15mL,All / Disposables,126.0,90.0,goods,,1.0,5000,Lemon Cola,0,0,10,North,
DNORTS500127,North FT12000 Rechargeable Vape-Lemon Cola-Single Disposable-5.0%-15mL,All / Disposables,11.25,1.0,goods,840395802908,2.87,0,Lemon Cola,0,0,1,North,
NFT12K-RW,North FT12000 Rechargeable Vape-Raspberry Watermelon-10-Pack-5.0%-15mL,All / Disposables,126.0,90.0,goods,,1.0,5000,Raspberry Watermelon,0,0,10,North,
DNORTS500119,North FT12000 Rechargeable Vape-Raspberry Watermelon-Single Disposable-5.0%-15mL,All / Disposables,11.25,1.0,goods,840395802915,2.87,5000,Raspberry Watermelon,0,0,1,North,
NFT12K-SW,North FT12000 Rechargeable Vape-Strawberry Watermelon-10-Pack-5.0%-15mL,All / Disposables,126.0,90.0,goods,,1.0,5000,Strawberry Watermelon,0,0,10,North,
DNORTS500111,North FT12000 Rechargeable Vape-Strawberry Watermelon-Single Disposable-5.0%-15mL,All / Disposables,11.25,7.6,goods,840395802953,2.87,5000,Strawberry Watermelon,0,0,1,North,
NFT12K-SVW,North FT12000 Rechargeable Vape-Strawberry Vanilla Wafer-10-Pack-5.0%-15mL,All / Disposables,126.0,90.0,goods,,1.0,5000,Strawberry Vanilla Wafer,0,0,10,North,
